NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT04370236,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04305457,"['D000011014', 'D000008171', 'D000012140', 'D000012141', 'D000012120', 'D000007235', 'D000007232', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000055370']","['Pneumonia', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Lung Injury']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Pneumonia, Viral', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Coronavirus Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M12487', 'M14938', 'M8866', 'M25724', 'M12497', 'M13548', 'M4951', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13561', 'M13540', 'M24456', 'M8862', 'M8859', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Syndrome', 'Infection', 'Respiratory Aspiration', 'Pneumonia, Viral', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000018352', 'D000045169', 'D000011024', 'D000012127', 'D000012128', 'D000055371']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia, Viral', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury']"
NCT04579393,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04312243,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140', 'D000007049', 'D000020969', 'D000010335']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Iatrogenic Disease', 'Disease Attributes', 'Pathologic Processes']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Infection', 'Healthcare Associated Infection', 'Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M25724', 'M5225', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'M8682', 'M21284', 'T5197', 'T4213']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Respiratory Aspiration', 'Cross Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Iatrogenic Disease', 'Disease Attributes', 'Severe Acute Respiratory Syndrome', 'Oculocerebral Syndrome With Hypopigmentation']","['high', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low']","['D000007239', 'D000003141', 'D000003428', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Cross Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04406064,0,0,"['BC01', 'All', 'BC02']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases']",Viral Infection,"['M8866', 'M4951', 'M16105']","['Infection', 'Communicable Diseases', 'Virus Diseases']","['low', 'low', 'high']",D000014777,Virus Diseases
NCT04482595,"['D000008171', 'D000012140']","['Lung Diseases', 'Respiratory Tract Diseases']","['BC23', 'All', 'BC08']","['Symptoms and General Pathology', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases']",Pulmonary Fibrosis,"['M7068', 'M13095', 'M9751', 'M13560']","['Fibrosis', 'Pulmonary Fibrosis', 'Lung Diseases', 'Respiratory Tract Diseases']","['low', 'high', 'low', 'low']",D000011658,Pulmonary Fibrosis
NCT04363437,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04379518,0,0,"['BC02', 'All', 'BC01']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']","['Infection', 'Infection']","['M19074', 'M8866', 'M4951']","['Coronavirus Infections', 'Infection', 'Communicable Diseases']","['low', 'high', 'high']","['D000007239', 'D000003141', 'D000009369']","['Infection', 'Communicable Diseases', 'Neoplasms']"
NCT04326036,"['D000011014', 'D000012140', 'D000012141', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000054988']","['Pneumonia', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Idiopathic Interstitial Pneumonias']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Infection', 'Lung Disease', 'Interstitial Lung Disease', 'Viral Pneumonia', 'Infection', 'Pulmonary Fibrosis', 'Idiopathic Pulmonary Fibrosis', 'Pulmonary Alveolar Proteinosis', 'Coronavirus Infection', 'Idiopathic Pulmonary Fibrosis']","['M19074', 'M24032', 'M12487', 'M14938', 'M8866', 'M9751', 'M18396', 'M12497', 'M7068', 'M13548', 'M4951', 'M13547', 'M26731', 'M13095', 'M26576', 'M26730', 'M13086', 'M13560', 'M13561', 'M5138', 'M22269', 'M16105', 'M13732', 'M26574', 'T5197', 'T4937', 'T192', 'T3009', 'T173']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Syndrome', 'Infection', 'Lung Diseases', 'Lung Diseases, Interstitial', 'Pneumonia, Viral', 'Fibrosis', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Pulmonary Fibrosis', 'Idiopathic Pulmonary Fibrosis', 'Lung Injury', 'Pulmonary Alveolar Proteinosis', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Idiopathic Interstitial Pneumonias', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome', 'Idiopathic Pulmonary Fibrosis', 'Acute Interstitial Pneumonia']","['high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low', 'low', 'high', 'low']","['D000007239', 'D000003141', 'D000018352', 'D000045169', 'D000011024', 'D000008171', 'D000011658', 'D000054990', 'D000017563', 'D000011649']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia, Viral', 'Lung Diseases', 'Pulmonary Fibrosis', 'Idiopathic Pulmonary Fibrosis', 'Lung Diseases, Interstitial', 'Pulmonary Alveolar Proteinosis']"
NCT04523246,"['D000073618', 'D000006566', 'D000004266', 'D000003333', 'D000030341', 'D000012327', 'D000012141', 'D000012140']","['Varicella Zoster Virus Infection', 'Herpesviridae Infections', 'DNA Virus Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC20', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Immune System Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Virus Infection', 'Herpes Zoster', 'Corona Virus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M8601', 'M8223', 'M14938', 'M1200', 'M4471', 'M8226', 'M6025', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Hypersensitivity', 'Herpes Zoster', 'Syndrome', 'Varicella Zoster Virus Infection', 'Chickenpox', 'Herpesviridae Infections', 'DNA Virus Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000014777', 'D000006562', 'D000018352', 'D000045169']","['Virus Diseases', 'Herpes Zoster', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04335552,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",Infection,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['high', 'low']",D000007239,Infection
NCT04570384,"['D000012120', 'D000012140']","['Respiration Disorders', 'Respiratory Tract Diseases']","['BC08', 'All', 'BC14']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Heart and Blood Diseases']",Respiratory Failure,"['M13551', 'M13102', 'M13540', 'M13560']","['Respiratory Insufficiency', 'Pulmonary Valve Insufficiency', 'Respiration Disorders', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low']",D000012131,Respiratory Insufficiency
NCT04442230,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Coronavirus Infection', 'Infectious Disease', 'Infectious Disease', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000003141', 'D000007239', 'D000018352', 'D000045169']","['Communicable Diseases', 'Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04353037,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M16105', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04025580,0,0,"['BC02', 'BC08', 'All']","['Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions']",0,M8878,"Influenza, Human",low,0,0
NCT04470544,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000045169', 'D000018352']","['Severe Acute Respiratory Syndrome', 'Coronavirus Infections']"
NCT04367077,0,0,"['BC02', 'All', 'BC23', 'BC08', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']",0,"['M19074', 'M14938', 'M13548', 'M13547', 'M26731', 'T4937', 'T192']","['Coronavirus Infections', 'Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'low', 'low', 'low', 'low', 'low']",0,0
NCT04524962,"['D000004194', 'D000010335', 'D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000055370']","['Disease', 'Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Lung Injury']","['BC23', 'All', 'BC08', 'BC16', 'BC26', 'BXS', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M14938', 'M13548', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'T4937', 'T192']","['Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000012127', 'D000012128', 'D000055371', 'D000013577']","['Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Syndrome']"
NCT04583969,0,0,0,0,0,0,0,0,0,0
NCT04425252,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04458298,0,0,"['BC02', 'All', 'BC23', 'BC08', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']",0,"['M19074', 'M14938', 'M8876', 'M13548', 'M13547', 'M26731', 'T4937', 'T192']","['Coronavirus Infections', 'Syndrome', 'Inflammation', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",0,0
NCT04372628,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04411680,0,0,0,0,0,0,0,0,0,0
NCT04433546,"['D000004194', 'D000010335', 'D000008171', 'D000012140', 'D000012141', 'D000012120', 'D000007235', 'D000007232', 'D000055370', 'D000006349', 'D000006331', 'D000002318', 'D000018450', 'D000020969']","['Disease', 'Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Lung Injury', 'Heart Valve Diseases', 'Heart Diseases', 'Cardiovascular Diseases', 'Disease Progression', 'Disease Attributes']","['BC14', 'All', 'BC08', 'BC02', 'BC23', 'BC16', 'BC26', 'BC01', 'BXS', 'Rare']","['Heart and Blood Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Viral Diseases', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Bacterial and Fungal Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Cardiac Failure', 'Respiratory Failure', 'Pulmonary Inflammation', 'Syndrome', 'Inflammation', 'Respiratory Insufficiency', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Pulmonary Edema', 'Clinical Deterioration', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M8004', 'M13551', 'M19074', 'M12487', 'M14938', 'M10738', 'M8865', 'M8876', 'M13102', 'M2766', 'M13548', 'M6240', 'M13547', 'M26731', 'M13091', 'M1541', 'M26730', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561', 'M13540', 'M24456', 'M8862', 'M8859', 'M8020', 'M8002', 'M19143', 'M21284', 'T4937', 'T192']","['Heart Failure', 'Respiratory Insufficiency', 'Coronavirus Infections', 'Pneumonia', 'Syndrome', 'Myocardial Infarction', 'Infarction', 'Inflammation', 'Pulmonary Valve Insufficiency', 'Hypoxia', 'Respiratory Distress Syndrome, Adult', 'Edema', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Pulmonary Edema', 'Clinical Deterioration', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Heart Valve Diseases', 'Heart Diseases', 'Disease Progression', 'Disease Attributes', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000011014', 'D000012127', 'D000012128', 'D000012131', 'D000055371', 'D000011654', 'D000011665', 'D000006333', 'D000013577', 'D000007249', 'D000075902']","['Pneumonia', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Respiratory Insufficiency', 'Acute Lung Injury', 'Pulmonary Edema', 'Pulmonary Valve Insufficiency', 'Heart Failure', 'Syndrome', 'Inflammation', 'Clinical Deterioration']"
NCT04311177,"['D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000014777', 'D000055370', 'D000003333', 'D000030341', 'D000012327', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Virus Diseases', 'Lung Injury', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Infection', 'Acute Respiratory Distress Syndrome', 'Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Corona Virus Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M16105', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M5138', 'M22269', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Virus Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'low', 'high', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169', 'D000012127', 'D000012128', 'D000055371']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury']"
NCT04442178,"['D000007970', 'D000007960', 'D000006402', 'D000007153', 'D000007154']","['Leukopenia', 'Leukocyte Disorders', 'Hematologic Diseases', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['BC02', 'All', 'BC01', 'BC15', 'BC20', 'BC23']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Blood and Lymph Conditions', 'Immune System Diseases', 'Symptoms and General Pathology']",Lymphocytopenia,"['M19074', 'M8866', 'M4951', 'M9807', 'M9556', 'M9546', 'M8073', 'M14938', 'M8782', 'M8783']","['Coronavirus Infections', 'Infection', 'Communicable Diseases', 'Lymphopenia', 'Leukopenia', 'Leukocyte Disorders', 'Hematologic Diseases', 'Syndrome', 'Immunologic Deficiency Syndromes', 'Immune System Diseases']","['low', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low']",D000008231,Lymphopenia
NCT04359901,0,0,0,0,0,0,0,0,0,0
NCT04359810,0,0,"['BC02', 'All', 'BC01']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",0,"['M19074', 'M8866', 'M4951']","['Coronavirus Infections', 'Infection', 'Communicable Diseases']","['low', 'low', 'low']",0,0
