,NCTId,DesignAllocation,DesignMasking,DesignPrimaryPurpose,DesignTimePerspective,EnrollmentCount,HealthyVolunteers,IsFDARegulatedDevice,IsFDARegulatedDrug,LeadSponsorClass,PatientRegistry,SamplingMethod ,StudyType,Active Comparator,Experimental,No Intervention,Other_x,Placebo Comparator,Sham Comparator,Full Range,Inter-Quartile Range,Standard Deviation,Count of Participants,Count of Units,Geometric Mean,Least Squares Mean,Mean,Median,Number,AMBIG,FED_x,INDUSTRY_x,NETWORK_x,NIH_x,OTHER_x,OTHER_GOV_x,UNKNOWN,Behavioral,Biological,Combination Product,Device,Diagnostic Test,Dietary Supplement,Drug,Genetic,Other_y,Procedure,Radiation,FED_y,INDIV,INDUSTRY_y,NETWORK_y,NIH_y,OTHER_y,OTHER_GOV_y,Adult,Child,Older Adult
4802,NCT02280577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,NCT02280733,0,0,0,Prospective,175000,No,0,0,OTHER,Yes,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
4804,NCT02281747,0,0,0,Retrospective,521292,No,No,No,NIH,0,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4805,NCT02281760,N/A,None (Open Label),Treatment,0,9,No,No,Yes,NIH,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4806,NCT02282748,0,0,0,Prospective,1000,Accepts Healthy Volunteers,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
4807,NCT02283125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,NCT02283918,0,0,0,Prospective,467,Accepts Healthy Volunteers,0,0,INDUSTRY,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4809,NCT02284321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,NCT02284685,Randomized,Single,Health Services Research,0,1149,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4811,NCT02285777,Randomized,Quadruple,Prevention,0,189,No,No,Yes,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4812,NCT02286141,0,0,0,Prospective,1760,No,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4813,NCT02286297,Randomized,None (Open Label),Treatment,0,100,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4814,NCT02286323,Randomized,None (Open Label),Treatment,0,130,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4815,NCT02286843,N/A,None (Open Label),Diagnostic,0,49,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4816,NCT02286921,Randomized,None (Open Label),Treatment,0,222,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4817,NCT02287428,Randomized,None (Open Label),Treatment,0,56,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4818,NCT02287688,0,0,0,Prospective,144,No,0,0,INDUSTRY,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4819,NCT02288702,0,0,0,Prospective,50,No,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4820,NCT02289287,Randomized,Single,Treatment,0,60,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4821,NCT02289313,N/A,None (Open Label),Prevention,0,224,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4822,NCT02289534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4823,NCT02289638,Randomized,None (Open Label),Treatment,0,100,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4824,NCT02289651,Randomized,None (Open Label),Treatment,0,80,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4825,NCT02289664,Randomized,None (Open Label),Treatment,0,80,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4826,NCT02290106,Randomized,Quadruple,Treatment,0,50,No,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4827,NCT02290223,Randomized,None (Open Label),Treatment,0,376,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4828,NCT02290639,Randomized,Single,Treatment,0,74,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4829,NCT02290938,Randomized,None (Open Label),Prevention,0,185,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4830,NCT02291133,N/A,None (Open Label),Treatment,0,25,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4831,NCT02291640,Randomized,None (Open Label),Treatment,0,130,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4832,NCT02291653,Randomized,None (Open Label),Treatment,0,87,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4833,NCT02293226,Randomized,None (Open Label),Treatment,0,150,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4834,NCT02293655,Randomized,Quadruple,Treatment,0,180,No,0,0,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4835,NCT02293694,Randomized,None (Open Label),Health Services Research,0,735,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4836,NCT02293824,0,0,0,Prospective,50,No,0,0,OTHER,No,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4837,NCT02294318,Randomized,None (Open Label),Treatment,0,47,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4838,NCT02294357,Non-Randomized,None (Open Label),Treatment,0,45,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4839,NCT02294916,Randomized,None (Open Label),Treatment,0,150,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4840,NCT02295059,Randomized,Quadruple,Prevention,0,80,No,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4841,NCT02295410,0,0,0,Prospective,66,No,0,0,FED,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4842,NCT02295540,N/A,None (Open Label),Treatment,0,0,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
4843,NCT02295618,Randomized,None (Open Label),Treatment,0,107,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4844,NCT02295670,Randomized,None (Open Label),Treatment,0,180,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4845,NCT02296164,0,0,0,Prospective,300,No,0,0,INDUSTRY,Yes,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4846,NCT02296840,Randomized,Single,Treatment,0,45,No,No,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4847,NCT02297126,Randomized,None (Open Label),Other,0,4465,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4848,NCT02298192,Randomized,None (Open Label),Treatment,0,420,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4849,NCT02298361,0,0,0,Prospective,27251,Accepts Healthy Volunteers,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4850,NCT02299115,Non-Randomized,None (Open Label),Treatment,0,0,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4851,NCT02299427,Randomized,None (Open Label),Prevention,0,69,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4852,NCT02299726,Randomized,Quadruple,Treatment,0,0,No,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4853,NCT02300844,Randomized,Double,Treatment,0,54,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4854,NCT02300974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,NCT02301195,Randomized,Single,Other,0,127,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4856,NCT02301455,Randomized,None (Open Label),Treatment,0,104,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4857,NCT02301702,Randomized,Double,Prevention,0,286,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4858,NCT02302430,Randomized,Triple,Other,0,486,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4859,NCT02302612,Randomized,Single,Supportive Care,0,647,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4860,NCT02302950,0,0,0,Retrospective,254,No,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4861,NCT02303275,N/A,None (Open Label),Prevention,0,34,No,0,0,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4862,NCT02303392,N/A,None (Open Label),Treatment,0,92,No,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4863,NCT02303964,Randomized,None (Open Label),Treatment,0,0,No,0,0,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4864,NCT02304263,0,0,0,Prospective,45,No,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4865,NCT02305186,Randomized,None (Open Label),Treatment,0,56,No,0,0,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4866,NCT02305381,Randomized,Double,Treatment,0,397,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4867,NCT02305524,Randomized,None (Open Label),Treatment,0,150,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4868,NCT02307565,Randomized,Double,Treatment,0,60,No,0,0,FED,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4869,NCT02307916,Randomized,Triple,Treatment,0,57,No,0,0,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4870,NCT02307929,0,0,0,Prospective,2496,No,0,0,OTHER,0,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4871,NCT02308735,0,0,0,Prospective,60,Accepts Healthy Volunteers,0,0,OTHER,Yes,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4872,NCT02309580,N/A,None (Open Label),Treatment,0,19,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4873,NCT02310334,Non-Randomized,None (Open Label),0,0,23,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4874,NCT02311777,Randomized,Triple,Prevention,0,0,No,0,0,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4875,NCT02312037,0,0,0,0,0,No,0,0,INDUSTRY,0,0,Expanded Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4876,NCT02312050,Randomized,Triple,Treatment,0,375,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4877,NCT02312141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,NCT02312349,0,0,0,Cross-Sectional,112,No,0,0,OTHER,No,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4879,NCT02313181,Randomized,Single,Prevention,0,328,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4880,NCT02316353,Randomized,None (Open Label),Prevention,0,126,No,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4881,NCT02317250,Randomized,Triple,Diagnostic,0,0,No,Yes,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4882,NCT02317640,Randomized,Double,Treatment,0,56,No,Yes,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4883,NCT02318186,0,0,0,Prospective,51,No,0,0,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4884,NCT02318862,Non-Randomized,None (Open Label),Diagnostic,0,15,No,0,0,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4885,NCT02318979,Non-Randomized,None (Open Label),Basic Science,0,30,Accepts Healthy Volunteers,0,0,FED,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4886,NCT02319174,N/A,None (Open Label),Device Feasibility,0,43,No,0,0,OTHER,0,0,Interventional,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4887,NCT02319447,Randomized,Single,Health Services Research,0,223,No,0,0,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4888,NCT02319967,Randomized,Single,Treatment,0,373,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4889,NCT02320903,N/A,None (Open Label),Treatment,0,88,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4890,NCT02321644,Randomized,None (Open Label),Treatment,0,26,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4891,NCT02322047,Randomized,Triple,Treatment,0,31,Accepts Healthy Volunteers,0,0,OTHER,0,0,Interventional,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4892,NCT02322333,Randomized,Double,Prevention,0,157,No,0,0,INDUSTRY,0,0,Interventional,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4893,NCT02322554,0,0,0,Prospective,50000,No,0,0,OTHER,Yes,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4894,NCT02322840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895,NCT02323399,N/A,None (Open Label),Treatment,0,100,Accepts Healthy Volunteers,0,0,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
