NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT02380014,0,0,0,0,0,0,0,0,0,0
NCT02365545,0,0,0,0,0,0,0,0,0,0
NCT02365467,0,0,0,0,0,0,0,0,0,0
NCT02364375,0,0,0,0,0,0,0,0,0,0
NCT02353377,0,0,0,0,0,0,0,0,0,0
NCT02343068,0,0,0,0,0,0,0,0,0,0
NCT02340832,0,0,0,0,0,0,0,0,0,0
NCT02327598,0,0,0,0,0,0,0,0,0,0
NCT02325609,0,0,0,0,0,0,0,0,0,0
NCT02322840,0,0,0,0,0,0,0,0,0,0
NCT02312141,0,0,0,0,0,0,0,0,0,0
NCT02300974,0,0,0,0,0,0,0,0,0,0
NCT02289534,0,0,0,0,0,0,0,0,0,0
NCT02284321,0,0,0,0,0,0,0,0,0,0
NCT02283125,0,0,0,0,0,0,0,0,0,0
NCT02280577,0,0,0,0,0,0,0,0,0,0
NCT02275624,0,0,0,0,0,0,0,0,0,0
NCT02272114,0,0,0,0,0,0,0,0,0,0
NCT02271087,0,0,0,0,0,0,0,0,0,0
NCT02268227,0,0,0,0,0,0,0,0,0,0
NCT02255539,0,0,0,0,0,0,0,0,0,0
NCT02239263,0,0,0,0,0,0,0,0,0,0
NCT02231034,0,0,0,0,0,0,0,0,0,0
NCT02223663,0,0,0,0,0,0,0,0,0,0
NCT02218450,0,0,0,0,0,0,0,0,0,0
NCT02195362,0,0,0,0,0,0,0,0,0,0
NCT02195128,0,0,0,0,0,0,0,0,0,0
NCT02191800,0,0,0,0,0,0,0,0,0,0
NCT02187458,0,0,0,0,0,0,0,0,0,0
NCT02167880,0,0,0,0,0,0,0,0,0,0
NCT02166073,0,0,0,0,0,0,0,0,0,0
NCT02142465,0,0,0,0,0,0,0,0,0,0
NCT02142374,0,0,0,0,0,0,0,0,0,0
NCT02142023,0,0,0,0,0,0,0,0,0,0
NCT02141334,0,0,0,0,0,0,0,0,0,0
NCT02134236,0,0,0,0,0,0,0,0,0,0
NCT02124538,0,0,0,0,0,0,0,0,0,0
NCT02108275,0,0,0,0,0,0,0,0,0,0
NCT02089646,0,0,0,0,0,0,0,0,0,0
NCT02086812,0,0,0,0,0,0,0,0,0,0
NCT02085174,0,0,0,0,0,0,0,0,0,0
NCT02082847,0,0,0,0,0,0,0,0,0,0
NCT02070601,0,0,0,0,0,0,0,0,0,0
NCT02036385,0,0,0,0,0,0,0,0,0,0
NCT02020447,0,0,0,0,0,0,0,0,0,0
NCT02006251,0,0,0,0,0,0,0,0,0,0
NCT02004249,0,0,0,0,0,0,0,0,0,0
NCT02003105,0,0,0,0,0,0,0,0,0,0
NCT01989390,0,0,0,0,0,0,0,0,0,0
NCT01989377,0,0,0,0,0,0,0,0,0,0
NCT01988727,0,0,0,0,0,0,0,0,0,0
NCT01988025,0,0,0,0,0,0,0,0,0,0
NCT01984151,0,0,0,0,0,0,0,0,0,0
NCT01973621,0,0,0,0,0,0,0,0,0,0
NCT01966211,0,0,0,0,0,0,0,0,0,0
NCT01957982,0,0,0,0,0,0,0,0,0,0
NCT01951131,0,0,0,0,0,0,0,0,0,0
NCT01950767,0,0,0,0,0,0,0,0,0,0
NCT01940458,0,0,0,0,0,0,0,0,0,0
NCT01940211,0,0,0,0,0,0,0,0,0,0
NCT01937000,0,0,0,0,0,0,0,0,0,0
NCT01936987,0,0,0,0,0,0,0,0,0,0
NCT01916083,0,0,0,0,0,0,0,0,0,0
NCT01906736,0,0,0,0,0,0,0,0,0,0
NCT01905241,0,0,0,0,0,0,0,0,0,0
NCT01896141,0,0,0,0,0,0,0,0,0,0
NCT01894698,0,0,0,0,0,0,0,0,0,0
NCT01883557,0,0,0,0,0,0,0,0,0,0
NCT01882309,0,0,0,0,0,0,0,0,0,0
NCT01877369,0,0,0,0,0,0,0,0,0,0
NCT01874925,0,0,0,0,0,0,0,0,0,0
NCT01867008,0,0,0,0,0,0,0,0,0,0
NCT01859975,0,0,0,0,0,0,0,0,0,0
NCT01854879,0,0,0,0,0,0,0,0,0,0
NCT01847846,0,0,0,0,0,0,0,0,0,0
NCT01835769,0,0,0,0,0,0,0,0,0,0
NCT01835366,0,0,0,0,0,0,0,0,0,0
NCT01827488,0,0,0,0,0,0,0,0,0,0
NCT01820741,0,0,0,0,0,0,0,0,0,0
NCT01801995,0,0,0,0,0,0,0,0,0,0
NCT01801241,0,0,0,0,0,0,0,0,0,0
NCT01795807,0,0,0,0,0,0,0,0,0,0
NCT01795118,0,0,0,0,0,0,0,0,0,0
NCT01792869,0,0,0,0,0,0,0,0,0,0
NCT01790867,0,0,0,0,0,0,0,0,0,0
NCT01787981,0,0,0,0,0,0,0,0,0,0
NCT01777880,0,0,0,0,0,0,0,0,0,0
NCT01773941,0,0,0,0,0,0,0,0,0,0
NCT01773265,0,0,0,0,0,0,0,0,0,0
NCT01747265,0,0,0,0,0,0,0,0,0,0
NCT01738230,0,0,0,0,0,0,0,0,0,0
NCT01738165,0,0,0,0,0,0,0,0,0,0
NCT01733264,0,0,0,0,0,0,0,0,0,0
NCT01733251,0,0,0,0,0,0,0,0,0,0
NCT01724541,0,0,0,0,0,0,0,0,0,0
NCT01721122,0,0,0,0,0,0,0,0,0,0
NCT01715454,0,0,0,0,0,0,0,0,0,0
NCT01700764,0,0,0,0,0,0,0,0,0,0
NCT01697813,0,0,0,0,0,0,0,0,0,0
NCT01697774,0,0,0,0,0,0,0,0,0,0
NCT01674400,0,0,0,0,0,0,0,0,0,0
NCT01670006,0,0,0,0,0,0,0,0,0,0
NCT01662479,0,0,0,0,0,0,0,0,0,0
NCT01660113,0,0,0,0,0,0,0,0,0,0
NCT01658189,0,0,0,0,0,0,0,0,0,0
NCT01652846,0,0,0,0,0,0,0,0,0,0
NCT01643200,0,0,0,0,0,0,0,0,0,0
NCT01640795,0,0,0,0,0,0,0,0,0,0
NCT01630707,0,0,0,0,0,0,0,0,0,0
NCT01629836,0,0,0,0,0,0,0,0,0,0
NCT01627405,0,0,0,0,0,0,0,0,0,0
NCT01614925,0,0,0,0,0,0,0,0,0,0
NCT01613742,0,0,0,0,0,0,0,0,0,0
NCT01610505,0,0,0,0,0,0,0,0,0,0
NCT01610349,0,0,0,0,0,0,0,0,0,0
NCT01607606,0,0,0,0,0,0,0,0,0,0
NCT01604967,0,0,0,0,0,0,0,0,0,0
NCT01597271,0,0,0,0,0,0,0,0,0,0
NCT01591369,0,0,0,0,0,0,0,0,0,0
NCT01582386,0,0,0,0,0,0,0,0,0,0
NCT01575210,0,0,0,0,0,0,0,0,0,0
NCT01564589,0,0,0,0,0,0,0,0,0,0
NCT01560156,0,0,0,0,0,0,0,0,0,0
NCT01558609,0,0,0,0,0,0,0,0,0,0
NCT01556750,0,0,0,0,0,0,0,0,0,0
NCT01546831,0,0,0,0,0,0,0,0,0,0
NCT01546584,0,0,0,0,0,0,0,0,0,0
NCT01533831,0,0,0,0,0,0,0,0,0,0
NCT01533103,0,0,0,0,0,0,0,0,0,0
NCT01532752,0,0,0,0,0,0,0,0,0,0
NCT01532440,0,0,0,0,0,0,0,0,0,0
NCT01524263,0,0,0,0,0,0,0,0,0,0
NCT01515618,0,0,0,0,0,0,0,0,0,0
NCT01513512,0,0,0,0,0,0,0,0,0,0
NCT01499030,0,0,0,0,0,0,0,0,0,0
NCT01494376,0,0,0,0,0,0,0,0,0,0
NCT01480570,0,0,0,0,0,0,0,0,0,0
NCT01476826,0,0,0,0,0,0,0,0,0,0
NCT01473134,0,0,0,0,0,0,0,0,0,0
NCT01470079,0,0,0,0,0,0,0,0,0,0
NCT01464580,0,0,0,0,0,0,0,0,0,0
NCT01463618,0,0,0,0,0,0,0,0,0,0
NCT01462955,0,0,0,0,0,0,0,0,0,0
NCT01450540,0,0,0,0,0,0,0,0,0,0
NCT01443299,0,0,0,0,0,0,0,0,0,0
NCT01443286,0,0,0,0,0,0,0,0,0,0
NCT01442389,0,0,0,0,0,0,0,0,0,0
NCT01436669,0,0,0,0,0,0,0,0,0,0
NCT01436461,0,0,0,0,0,0,0,0,0,0
NCT01414491,0,0,0,0,0,0,0,0,0,0
NCT01414270,0,0,0,0,0,0,0,0,0,0
NCT01412112,0,0,0,0,0,0,0,0,0,0
NCT01408017,0,0,0,0,0,0,0,0,0,0
NCT01403584,0,0,0,0,0,0,0,0,0,0
NCT01392261,0,0,0,0,0,0,0,0,0,0
NCT01379794,0,0,0,0,0,0,0,0,0,0
NCT01374243,0,0,0,0,0,0,0,0,0,0
NCT01370785,0,0,0,0,0,0,0,0,0,0
NCT01367171,0,0,0,0,0,0,0,0,0,0
NCT01365689,0,0,0,0,0,0,0,0,0,0
NCT01358682,0,0,0,0,0,0,0,0,0,0
NCT01336868,0,0,0,0,0,0,0,0,0,0
NCT01313351,0,0,0,0,0,0,0,0,0,0
NCT01313195,0,0,0,0,0,0,0,0,0,0
NCT01311726,0,0,0,0,0,0,0,0,0,0
NCT01307709,0,0,0,0,0,0,0,0,0,0
NCT01297751,0,0,0,0,0,0,0,0,0,0
NCT01286792,0,0,0,0,0,0,0,0,0,0
NCT01258400,0,0,0,0,0,0,0,0,0,0
NCT01246115,0,0,0,0,0,0,0,0,0,0
NCT01240733,0,0,0,0,0,0,0,0,0,0
NCT01239576,0,0,0,0,0,0,0,0,0,0
NCT01234480,0,0,0,0,0,0,0,0,0,0
NCT01230398,0,0,0,0,0,0,0,0,0,0
NCT01201889,0,0,0,0,0,0,0,0,0,0
NCT01194752,0,0,0,0,0,0,0,0,0,0
NCT01194739,0,0,0,0,0,0,0,0,0,0
NCT01194726,0,0,0,0,0,0,0,0,0,0
NCT01183195,0,0,0,0,0,0,0,0,0,0
NCT01180257,0,0,0,0,0,0,0,0,0,0
NCT01171066,0,0,0,0,0,0,0,0,0,0
NCT01166607,0,0,0,0,0,0,0,0,0,0
NCT01164527,0,0,0,0,0,0,0,0,0,0
NCT01158963,0,0,0,0,0,0,0,0,0,0
NCT01150227,0,0,0,0,0,0,0,0,0,0
NCT01148251,0,0,0,0,0,0,0,0,0,0
NCT01147094,0,0,0,0,0,0,0,0,0,0
NCT01145651,0,0,0,0,0,0,0,0,0,0
NCT01145378,0,0,0,0,0,0,0,0,0,0
NCT01143116,0,0,0,0,0,0,0,0,0,0
NCT01140919,0,0,0,0,0,0,0,0,0,0
NCT01127347,0,0,0,0,0,0,0,0,0,0
NCT01112475,0,0,0,0,0,0,0,0,0,0
NCT01108822,0,0,0,0,0,0,0,0,0,0
NCT01106222,0,0,0,0,0,0,0,0,0,0
NCT01103869,0,0,0,0,0,0,0,0,0,0
NCT01100983,0,0,0,0,0,0,0,0,0,0
NCT01098682,0,0,0,0,0,0,0,0,0,0
NCT01097824,0,0,0,0,0,0,0,0,0,0
NCT01092871,0,0,0,0,0,0,0,0,0,0
NCT01077141,0,0,0,0,0,0,0,0,0,0
NCT01070992,0,0,0,0,0,0,0,0,0,0
NCT01067040,0,0,0,0,0,0,0,0,0,0
NCT01062464,0,0,0,0,0,0,0,0,0,0
NCT01062412,0,0,0,0,0,0,0,0,0,0
NCT01062217,0,0,0,0,0,0,0,0,0,0
NCT01057134,0,0,0,0,0,0,0,0,0,0
NCT01043497,0,0,0,0,0,0,0,0,0,0
NCT01039064,0,0,0,0,0,0,0,0,0,0
NCT01037439,0,0,0,0,0,0,0,0,0,0
NCT01030588,0,0,0,0,0,0,0,0,0,0
NCT01029028,0,0,0,0,0,0,0,0,0,0
NCT01022554,0,0,0,0,0,0,0,0,0,0
NCT01016236,0,0,0,0,0,0,0,0,0,0
NCT01008202,0,0,0,0,0,0,0,0,0,0
NCT01000454,0,0,0,0,0,0,0,0,0,0
NCT00993772,0,0,0,0,0,0,0,0,0,0
NCT00990483,0,0,0,0,0,0,0,0,0,0
NCT00990210,0,0,0,0,0,0,0,0,0,0
NCT00986908,0,0,0,0,0,0,0,0,0,0
NCT00981188,0,0,0,0,0,0,0,0,0,0
NCT00979498,0,0,0,0,0,0,0,0,0,0
NCT00979030,0,0,0,0,0,0,0,0,0,0
NCT00969748,0,0,0,0,0,0,0,0,0,0
NCT00968474,0,0,0,0,0,0,0,0,0,0
NCT00961519,0,0,0,0,0,0,0,0,0,0
NCT00960947,0,0,0,0,0,0,0,0,0,0
NCT00957632,0,0,0,0,0,0,0,0,0,0
NCT00957138,0,0,0,0,0,0,0,0,0,0
NCT00956618,0,0,0,0,0,0,0,0,0,0
NCT00955331,0,0,0,0,0,0,0,0,0,0
NCT00946075,0,0,0,0,0,0,0,0,0,0
NCT00944411,0,0,0,0,0,0,0,0,0,0
NCT00942942,0,0,0,0,0,0,0,0,0,0
NCT00935974,0,0,0,0,0,0,0,0,0,0
NCT00932789,0,0,0,0,0,0,0,0,0,0
NCT00924716,0,0,0,0,0,0,0,0,0,0
NCT00911040,0,0,0,0,0,0,0,0,0,0
NCT00906958,0,0,0,0,0,0,0,0,0,0
NCT00906815,0,0,0,0,0,0,0,0,0,0
NCT00906009,0,0,0,0,0,0,0,0,0,0
NCT00905749,0,0,0,0,0,0,0,0,0,0
NCT00903058,0,0,0,0,0,0,0,0,0,0
NCT00901667,0,0,0,0,0,0,0,0,0,0
NCT00900705,0,0,0,0,0,0,0,0,0,0
NCT00889746,0,0,0,0,0,0,0,0,0,0
NCT00878982,0,0,0,0,0,0,0,0,0,0
NCT00877916,0,0,0,0,0,0,0,0,0,0
NCT00865930,0,0,0,0,0,0,0,0,0,0
NCT00865735,0,0,0,0,0,0,0,0,0,0
NCT00863486,0,0,0,0,0,0,0,0,0,0
NCT00863447,0,0,0,0,0,0,0,0,0,0
NCT00858091,0,0,0,0,0,0,0,0,0,0
NCT00850434,0,0,0,0,0,0,0,0,0,0
NCT00850109,0,0,0,0,0,0,0,0,0,0
NCT00846820,0,0,0,0,0,0,0,0,0,0
NCT00843752,0,0,0,0,0,0,0,0,0,0
NCT00840619,0,0,0,0,0,0,0,0,0,0
NCT00824018,0,0,0,0,0,0,0,0,0,0
NCT00821769,0,0,0,0,0,0,0,0,0,0
NCT00820040,0,0,0,0,0,0,0,0,0,0
NCT00819130,0,0,0,0,0,0,0,0,0,0
NCT00818922,0,0,0,0,0,0,0,0,0,0
NCT00810498,0,0,0,0,0,0,0,0,0,0
NCT00810459,0,0,0,0,0,0,0,0,0,0
NCT00809406,0,0,0,0,0,0,0,0,0,0
NCT00806052,0,0,0,0,0,0,0,0,0,0
NCT00802750,0,0,0,0,0,0,0,0,0,0
NCT00800891,0,0,0,0,0,0,0,0,0,0
NCT00799981,0,0,0,0,0,0,0,0,0,0
NCT00794534,0,0,0,0,0,0,0,0,0,0
NCT00791414,0,0,0,0,0,0,0,0,0,0
NCT00790621,0,0,0,0,0,0,0,0,0,0
NCT00789334,0,0,0,0,0,0,0,0,0,0
NCT00788450,0,0,0,0,0,0,0,0,0,0
NCT00788437,0,0,0,0,0,0,0,0,0,0
NCT00782119,0,0,0,0,0,0,0,0,0,0
NCT00781651,0,0,0,0,0,0,0,0,0,0
NCT00781222,0,0,0,0,0,0,0,0,0,0
NCT00780065,0,0,0,0,0,0,0,0,0,0
NCT00779623,0,0,0,0,0,0,0,0,0,0
NCT00777283,0,0,0,0,0,0,0,0,0,0
NCT00776893,0,0,0,0,0,0,0,0,0,0
NCT00776815,0,0,0,0,0,0,0,0,0,0
NCT00776152,0,0,0,0,0,0,0,0,0,0
NCT00773903,0,0,0,0,0,0,0,0,0,0
NCT00773721,0,0,0,0,0,0,0,0,0,0
NCT00769340,0,0,0,0,0,0,0,0,0,0
NCT00767910,0,0,0,0,0,0,0,0,0,0
NCT00766727,0,0,0,0,0,0,0,0,0,0
NCT00764491,0,0,0,0,0,0,0,0,0,0
NCT00764452,0,0,0,0,0,0,0,0,0,0
NCT00760643,0,0,0,0,0,0,0,0,0,0
NCT00759694,0,0,0,0,0,0,0,0,0,0
NCT00758979,0,0,0,0,0,0,0,0,0,0
NCT00758875,0,0,0,0,0,0,0,0,0,0
NCT00758095,0,0,0,0,0,0,0,0,0,0
NCT00756496,0,0,0,0,0,0,0,0,0,0
NCT00754598,0,0,0,0,0,0,0,0,0,0
NCT00748917,0,0,0,0,0,0,0,0,0,0
NCT00748033,0,0,0,0,0,0,0,0,0,0
NCT00747266,0,0,0,0,0,0,0,0,0,0
NCT00739245,0,0,0,0,0,0,0,0,0,0
NCT00732264,0,0,0,0,0,0,0,0,0,0
NCT00732134,0,0,0,0,0,0,0,0,0,0
NCT00728702,0,0,0,0,0,0,0,0,0,0
NCT00727805,0,0,0,0,0,0,0,0,0,0
NCT00727688,0,0,0,0,0,0,0,0,0,0
NCT00726297,0,0,0,0,0,0,0,0,0,0
NCT00726024,0,0,0,0,0,0,0,0,0,0
NCT00725816,0,0,0,0,0,0,0,0,0,0
NCT00725699,0,0,0,0,0,0,0,0,0,0
NCT00716313,0,0,0,0,0,0,0,0,0,0
NCT00690742,0,0,0,0,0,0,0,0,0,0
NCT00681057,0,0,0,0,0,0,0,0,0,0
NCT00680251,0,0,0,0,0,0,0,0,0,0
NCT00678808,0,0,0,0,0,0,0,0,0,0
NCT00676546,0,0,0,0,0,0,0,0,0,0
NCT00676078,0,0,0,0,0,0,0,0,0,0
NCT00670137,0,0,0,0,0,0,0,0,0,0
NCT00660556,0,0,0,0,0,0,0,0,0,0
NCT00659139,0,0,0,0,0,0,0,0,0,0
NCT00653211,0,0,0,0,0,0,0,0,0,0
NCT00639340,0,0,0,0,0,0,0,0,0,0
NCT00630526,0,0,0,0,0,0,0,0,0,0
NCT00617630,0,0,0,0,0,0,0,0,0,0
NCT00617162,0,0,0,0,0,0,0,0,0,0
NCT00616226,0,0,0,0,0,0,0,0,0,0
NCT00615342,0,0,0,0,0,0,0,0,0,0
NCT00608647,0,0,0,0,0,0,0,0,0,0
NCT00597571,0,0,0,0,0,0,0,0,0,0
NCT00591513,0,0,0,0,0,0,0,0,0,0
NCT00589069,0,0,0,0,0,0,0,0,0,0
NCT00588601,0,0,0,0,0,0,0,0,0,0
NCT00587613,0,0,0,0,0,0,0,0,0,0
NCT00587509,0,0,0,0,0,0,0,0,0,0
NCT00586456,0,0,0,0,0,0,0,0,0,0
NCT00579176,0,0,0,0,0,0,0,0,0,0
NCT00578513,0,0,0,0,0,0,0,0,0,0
NCT00578487,0,0,0,0,0,0,0,0,0,0
NCT00576953,0,0,0,0,0,0,0,0,0,0
NCT00561847,0,0,0,0,0,0,0,0,0,0
NCT00542477,0,0,0,0,0,0,0,0,0,0
NCT00529685,0,0,0,0,0,0,0,0,0,0
NCT00506220,0,0,0,0,0,0,0,0,0,0
NCT00448812,0,0,0,0,0,0,0,0,0,0
NCT00350259,0,0,0,0,0,0,0,0,0,0
NCT04371159,"['D000007239', 'D000014570']","['Infection', 'Urologic Diseases']","['BC01', 'All', 'BXS']","['Bacterial and Fungal Diseases', 'All Conditions', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions']",Urinary Tract Infections,"['M8866', 'M4951', 'M15885', 'M15902']","['Infection', 'Communicable Diseases', 'Urinary Tract Infections', 'Urologic Diseases']","['low', 'low', 'high', 'low']",D000014552,Urinary Tract Infections
NCT04474496,0,0,"['BC18', 'BC19', 'All']","['Nutritional and Metabolic Diseases', 'Gland and Hormone Related Diseases', 'All Conditions']",0,"['M5698', 'M5702']","['Diabetes Mellitus', 'Diabetes Mellitus, Type 2']","['low', 'low']",0,0
NCT02801266,0,0,0,0,0,0,0,0,0,0
NCT01599390,"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Orthomyxoviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'BC08', 'All', 'BC01']","['Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Influenza,"['M8878', 'M8866', 'M4951', 'M11485', 'M16105', 'M13732', 'M13561', 'M13560']","['Influenza, Human', 'Infection', 'Communicable Diseases', 'Orthomyxoviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000007251,"Influenza, Human"
NCT00312702,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC03', 'All', 'BC01', 'Rare']","['Parasitic Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Plasmodium Falciparum Malaria', 'Malaria', 'Malaria']","['M17716', 'M9863', 'M8866', 'M4951', 'M12971', 'M11768', 'T3576']","['Malaria, Falciparum', 'Malaria', 'Infection', 'Communicable Diseases', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['high', 'high', 'low', 'low', 'low', 'low', 'high']","['D000008288', 'D000016778']","['Malaria', 'Malaria, Falciparum']"
NCT00312663,"['D000011528', 'D000010272']","['Protozoan Infections', 'Parasitic Diseases']","['BC03', 'All', 'BC01', 'Rare']","['Parasitic Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Plasmodium Falciparum Malaria', 'Malaria', 'Malaria']","['M17716', 'M9863', 'M8866', 'M4951', 'M12971', 'M11768', 'T3576']","['Malaria, Falciparum', 'Malaria', 'Infection', 'Communicable Diseases', 'Protozoan Infections', 'Parasitic Diseases', 'Malaria']","['high', 'high', 'low', 'low', 'low', 'low', 'high']","['D000008288', 'D000016778']","['Malaria', 'Malaria, Falciparum']"
NCT01153880,"['D000007239', 'D000013492', 'D000003240', 'D000007249', 'D000010335', 'D000012871']","['Infection', 'Suppuration', 'Connective Tissue Diseases', 'Inflammation', 'Pathologic Processes', 'Skin Diseases']","['BC01', 'All', 'BC17', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Symptoms and General Pathology']","['Skin Infections', 'Skin Infections', 'Infections, Bacterial']","['M8866', 'M4951', 'M14260', 'M4313', 'M14257', 'M3303', 'M14856', 'M5047', 'M8876']","['Infection', 'Communicable Diseases', 'Skin Diseases, Infectious', 'Cellulitis', 'Skin Diseases', 'Bacterial Infections', 'Suppuration', 'Connective Tissue Diseases', 'Inflammation']","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low']","['D000002481', 'D000012874', 'D000001424']","['Cellulitis', 'Skin Diseases, Infectious', 'Bacterial Infections']"
NCT02019732,"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Orthomyxoviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'BC08', 'All', 'BC01']","['Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Influenza,"['M8878', 'M8866', 'M4951', 'M11485', 'M16105', 'M13732', 'M13561', 'M13560']","['Influenza, Human', 'Infection', 'Communicable Diseases', 'Orthomyxoviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000007251,"Influenza, Human"
NCT03972358,0,0,0,0,0,0,0,0,0,0
NCT00948233,0,0,0,0,0,0,0,0,0,0
NCT00026728,"['D000018204', 'D000009370', 'D000009369', 'D000004266', 'D000014777', 'D000009383']","['Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type', 'Neoplasms', 'DNA Virus Infections', 'Virus Diseases', 'Neoplasms, Vascular Tissue']","['BC01', 'All', 'BC04', 'BC02', 'Rare']","['Bacterial and Fungal Diseases', 'All Conditions', 'Cancers and Other Neoplasms', 'Viral Diseases', 'Rare Diseases']","['Sarcoma', 'Herpesviridae Infections', ""Kaposi's Sarcoma"", 'Sarcoma', ""Kaposi's Sarcoma""]","['M8866', 'M4951', 'M13910', 'M16105', 'M8226', 'M13915', 'M18933', 'M10898', 'M6025', 'T5296', 'T3204']","['Infection', 'Communicable Diseases', 'Sarcoma', 'Virus Diseases', 'Herpesviridae Infections', 'Sarcoma, Kaposi', 'Neoplasms, Connective and Soft Tissue', 'Neoplasms by Histologic Type', 'DNA Virus Infections', 'Soft Tissue Sarcoma', 'Kaposi Sarcoma']","['low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['D000012514', 'D000006566', 'D000012509']","['Sarcoma, Kaposi', 'Herpesviridae Infections', 'Sarcoma']"
NCT01211990,0,0,0,0,0,0,0,0,0,0
NCT02663219,0,0,"['BC02', 'BC20', 'All']","['Viral Diseases', 'Immune System Diseases', 'All Conditions']",0,"['M16833', 'M2103']","['HIV Infections', 'Acquired Immunodeficiency Syndrome']","['low', 'low']",0,0
NCT00121108,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M16105,Virus Diseases,low,0,0
NCT01861210,0,0,"['BC02', 'BC20', 'All']","['Viral Diseases', 'Immune System Diseases', 'All Conditions']",0,"['M16833', 'M2103']","['HIV Infections', 'Acquired Immunodeficiency Syndrome']","['low', 'low']",0,0
NCT02911155,"['D000004701', 'D000009371', 'D000009369', 'D000006258', 'D000004700', 'D000013959', 'D000016543', 'D000009423', 'D000001927', 'D000002493', 'D000009422', 'D000010335']","['Endocrine Gland Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Head and Neck Neoplasms', 'Endocrine System Diseases', 'Thyroid Diseases', 'Central Nervous System Neoplasms', 'Nervous System Neoplasms', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Pathologic Processes']","['BC04', 'BC10', 'All', 'BC17', 'BC19']","['Cancers and Other Neoplasms', 'Nervous System Diseases', 'All Conditions', 'Skin and Connective Tissue Diseases', 'Gland and Hormone Related Diseases']","['Brain Cancer', 'Thyroid Cancer']","['M3791', 'M3802', 'M15306', 'M15301', 'M6446', 'M7931', 'M6445', 'M10950', 'M17520', 'M3786', 'M4325']","['Brain Neoplasms', 'Breast Neoplasms', 'Thyroid Neoplasms', 'Thyroid Diseases', 'Endocrine Gland Neoplasms', 'Head and Neck Neoplasms', 'Endocrine System Diseases', 'Nervous System Neoplasms', 'Central Nervous System Neoplasms', 'Brain Diseases', 'Central Nervous System Diseases']","['high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000013964', 'D000001932', 'D000004194']","['Thyroid Neoplasms', 'Brain Neoplasms', 'Disease']"
NCT00724867,"['D000003240', 'D000001327', 'D000007154']","['Connective Tissue Diseases', 'Autoimmune Diseases', 'Immune System Diseases']","['BC17', 'BC20', 'All']","['Skin and Connective Tissue Diseases', 'Immune System Diseases', 'All Conditions']",Systemic Lupus Erythematosus,"['M9760', 'M3210', 'M5047', 'M8783']","['Lupus Erythematosus, Systemic', 'Autoimmune Diseases', 'Connective Tissue Diseases', 'Immune System Diseases']","['high', 'low', 'low', 'low']",D000008180,"Lupus Erythematosus, Systemic"
