,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,149,['NCT02951598'],[],[],[],[],[],[],"['The purpose of this study is to learn about health care use, costs, and clinical outcomes over time for amyloid positive participants with early stages of AD in the United States. This study is for research purposes only, and is not intended to treat any medical condition. No study therapy(ies) for AD will be administered.']","[""A Study of Health Care Use and Costs in Participants With Early Stage Alzheimer's Disease (AD)""]",[],[],[],[],[],[],[],"['October 28, 2020']",['Anticipated'],"['Alzheimer Disease', 'Mild Cognitive Impairment']","['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072']"
0,150,['NCT02988934'],[],[],[],[],[],[],"[""The purpose of this study is to create a registry (collect data and keep it in a research database) to learn more about two methods of taking small tissue samples from your esophagus (the esophagus is the tube that carries food and liquid from your mouth to your stomach.). The two methods of sampling are: 1) Using forceps that take biopsies (small tissue samples) from your esophagus, and 2) Using a brush that also takes biopsies from your esophagus.\n\nBy recording the results of all of your biopsies over many years, it may be possible to find out if the brush biopsy, forceps biopsy, or both can predict which patients with heartburn develop Barrett's esophagus, (an abnormality in the esophagus that may lead to cancer), and which patients with Barrett's esophagus develop precancer and cancer. The data from your biopsies will be used to determine the best way to diagnose esophageal disease.\n\nYou are being asked to participate in the study because you are receiving an upper endoscopy (a procedure where a tube with a light and camera are inserted in your mouth and down your throat) with forceps and brush biopsies of your esophagus as part of your standard clinical care, and you are between the ages of 18 and 80.""]",['The WATS3D (Wide Area Transepithelial Sample Biopsy With 3-Dimensional Computer-Assisted Analysis) U.S. Registry'],['pstephanie@cdxdiagnostics.com'],['Stephanie Pille'],['8453687452'],[],['Contact'],['OTHER'],"['University of North Carolina, Chapel Hill']",['April 2026'],['Anticipated'],"['Barrett Esophagus', 'Gastroesophageal Reflux', 'Esophageal Dysplasia', 'Esophageal Diseases']","['D000015154', 'D000003680', 'D000005767', 'D000004066', 'D000011230', 'D000009369']"
0,151,['NCT01028300'],[],"['0', '4', '0', '1', '3', '4']",[],[],[],[],"[""Degenerative disc disease (DDD) refers to a syndrome in which a degenerating disc causes chronic back pain, significantly impacting an individual's ability to function. The condition is most commonly diagnosed in the lumbosacral spinal segments L3-S1. The condition often starts with an injury to the disc space. The injury weakens the disc and creates excessive motion at the corresponding vertebral level. Over time, the segmental instability and associated neurological compromise combined with ongoing inflammatory processes that occur in and around the disc produce low back pain. The reparative processes in the disc are poor, thus the painful symptoms can become chronic.\n\nPremature degeneration at adjacent levels of the spine remains one of the more vexing problems facing spinal surgeons when advising relatively young people to consider lumbar fusion surgery. Stopping the motion changes the mechanics of the back (which is designed for motion and flexibility) and results in the transfer of the loads and stresses to the adjacent vertebral segments. It is therefore intuitive to pursue total disc replacement, which allows for the treatment of pain due to DDD while re-establishing motion and stability, load distribution, and restoring the disc height, as an alternative to spinal fusion surgery.\n\nThe study hypothesis is that military personnel receiving Total Disc Replacement will return to the same level of active duty performance as at the time of their most recent successful physical readiness test.""]",['Clinical Outcomes of Lumbar Degenerative Disc Disease in Active-Duty U.S. Service Personnel'],[],[],[],[],[],[],[],['March 2011'],['Actual'],['Degenerative Disc Disease'],"['D000001847', 'D000009140']"
0,152,['NCT01034865'],[],[],[],[],['blood'],['Samples With DNA'],['To identify risk factors for the development and diagnosis of hepatocellular CA in patients with chronic hepatitis C and to use the data to ultimately develop an effective screening program.'],['Risk Factors and Molecular Genomics of U.S. Patients With Chronic Liver Disease and Hepatocellular Cancer'],[],[],[],[],[],[],[],['June 2009'],['Actual'],"['Carcinoma, Hepatocellular']","['D000009375', 'D000009370', 'D000009369', 'D000004066', 'D000000230', 'D000008113', 'D000004067', 'D000009371']"
0,153,['NCT02352532'],[],[],[],[],[],[],"[""The focus of this project is to evaluate the diagnostic utility of Shear Wave Elastography (SWE) in individuals after routine low back injury and begin an initial investigation of it's ability to effectively guide physical therapy treatment with dry-needling as a relevant treatment intervention.\n\nSpecific Aim #1: Evaluate the diagnostic utility of SWE in differentiating individuals with and without LBP. The investigators will also examine the interaction between tissue change and clinical improvement. The investigators hypothesize that individuals with LBP will have higher muscle stiffness (shear modulus) at rest and impaired (lower) stiffness during contraction than individuals without LBP.\n\nSpecific Aim #2: Evaluate the effectiveness of dry-needling in decreasing aberrant muscle stiffness in individuals with LBP. The investigators hypothesize that individuals with LBP that receive dry-needling will exhibit larger changes than both individuals with LBP that receive sham dry-needling and than individuals without LBP that receive dry-needling.\n\nSpecific Aim #3: Evaluate the effectiveness of dry-needling in decreasing pain and disability in individuals with LBP. The investigators hypothesize that individuals with LBP that receive dry-needling will exhibit larger improvements than individuals with LBP that receive sham dry-needling.""]",['Using Structural Health Monitoring to Improve Diagnosis and Treatment of Low Back Injury in U.S. Service Members- Phase 2'],[],[],[],[],[],"['UNKNOWN', 'UNKNOWN']","['Telemedicine & Advanced Technology Research Center (TATRC)', 'Army Medical Department Center and Schools']",['August 2016'],['Actual'],['Low Back Pain'],"['D000001416', 'D000010146', 'D000009461', 'D000014947']"
0,154,['NCT03198793'],[],[],[],[],[],[],"['Essential hypertension (HTN) is a disease that affects approximately 1 billion individuals worldwide. Despite the availability of effective and safe anti-hypertensive drugs, 65% of subjects diagnosed with HTN do not have their blood pressure (BP) controlled (<140/90 mmHg). The overall incidence of resistant HTN, (defined as requiring 3 or more anti-hypertensive drugs, including a diuretic, to control BP) is estimated to be 15% of the hypertensive population. Consequently, there is a pressing unmet medical need to develop new classes of anti-hypertensive drugs that act on alternative pathways and further control BP and the associated cardiovascular risks in subjects.\n\nThe prevalence of HTN in African Americans in the United States is among the highest in the world, and HTN is more common in African Americans than in Caucasians. One of the risk factors for HTN is sodium sensitivity. There is a higher association of HTN with sodium sensitivity in African American subjects and other racial/ethnic groups who are overweight/obese.\n\nEffective agents to treat HTN in this high-risk population are clearly needed.\n\nThis study will be conducted in a hypertensive, overweight subject population of multiple ethnic origins in which QGC001 is likely, based on its mode of action, to demonstrate a significant anti-hypertensive effect.']",['Novel Evaluation With QGC001 in Hypertensive Overweight Patients of Multiple Ethnic Origins'],[],[],[],[],[],[],[],"['November 12, 2018']",['Actual'],['Hypertension'],['D000001835']
0,155,['NCT01112917'],[],"['62.7', '69', '80', '4', '145', '0', '0', '1', '0', '19', '125', '0', '4', '149']",[],[],[],[],['The investigation is designed to verify that clinical use of the vena cava filter does not raise new questions of safety or effectiveness compared to currently-marketed permanent filters.'],['VenaTech Convertible Vena Cava Filter U.S. Multi-Center Clinical Trial'],[],[],[],[],[],"['INDUSTRY', 'OTHER']","['Bright Research Partners', 'NAMSA']",['September 2015'],['Actual'],['Pulmonary Embolism'],"['D000016769', 'D000014652', 'D000002318', 'D000008171', 'D000012140']"
0,156,['NCT01764269'],[],[],[],[],[],[],"['In this study, the investigators will prospectively assess fever rates in 24-59 month old patients during days 0-10 after administration of inactivated influenza vaccine (IIV) or live attenuated influenza vaccine (LAIV). Children in one of three study sites who receive these vaccines as part of their routine care can enroll in this study if their parent has the ability to receive and send text messages. Children enrolled in this study will be observed for an eleven day period starting on the day of vaccine administration via a series text messages to their parents.']",['Assessing Fever Rates in Children Ages 24 to 59 Months After Live Attenuated Influenza Vaccine (LAIV) or Inactivated Influenza Vaccines (IIV) Using Text Messaging for U.S. Influenza Vaccines in 2012-2013 & 2013-2014'],[],[],[],[],[],['FED'],['Centers for Disease Control and Prevention'],['May 2014'],['Actual'],['Fever'],"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140', 'D000001832']"
0,157,['NCT03346603'],[],[],[],[],[],[],"['Between 2013-2014, our study network of U.S. emergency departments, EMERGEncy ID NET, found that the rate of fluoroquinolone-resistant E. coli was 11.7% among all patients, 6.3% in uncomplicated and 19.9% in complicated. ESBL-producing Enterobacteriaceae were found in 7.7% of all cases, 2.6% in uncomplicated and 12.2% in complicated. More recently, Enterobactericeae and gram-negative non fermenting bacteria have started to show resistance to carbapenems (CREs and CR-NF). Patients hospitalized with UTI and urosepsis represent a higher risk population for infections due to multi-drug resistant bacteria and experience serious adverse outcomes, including death. EMERGEncy ID NET will conduct a study to determine the prevalence of ESBL-producing, CREs and CR-NFs among this high risk population of patients admitted for UTI from U.S. emergency departments.']",['Prevalence of Antimicrobial-resistant Pathogens in Patients Admitted for UTIs'],[],[],[],[],[],"['FED', 'UNKNOWN']","['Centers for Disease Control and Prevention', 'IHMA laboratories']","['December 31, 2020']",['Anticipated'],"['Urinary Tract Infections', 'Urosepsis']",['D000014570']
0,158,['NCT04281290'],[],[],[],[],[],[],"[""The aim of the study is to evaluate toxicity and effectiveness of electrochemotherapy (ECT) with bleomycin in pancreatic cancer in clinical study phase I and II. After surgical resection of pancreatic cancer, the posterior resection surface will be treated with ECT with the intention to lower disease recurrence rate.\n\nThe study will include 20 patients in phase I clinical study and additional 20 patients in phase II clinical study (or in the extension of the clinical study), which will fulfill inclusion criteria.\n\nTreatment effectiveness will be evaluated by US or CT imaging, to detect early local recurrence of the disease. Long term effectiveness of the treatment will be evaluated by frequent and precise patient follow-up. During follow-up clinical examination, laboratory tests, tumor markers (Ca 19-9 and CEA) and US/CT imaging will be performed.\n\nThe secondary objectives of the trial are to quantify the impact of the treatment on the patient's quality of life, tolerance to the therapy and suitability for larger study to be conducted.""]",['Electrochemotherapy of Posterior Resection Surface for Lowering Disease Recurrence Rate in Pancreatic Cancer (PanECT Study)'],"['mihajlo.djokic@kclj.si', 'gsersa@onko-i.si']","['Mihajlo Djokic, MD, PhD', 'Gregor Sersa, PhD']","['+386-1-522-3854', '+386-1-587-9434']",[],"['Contact', 'Contact']",['OTHER'],['Institute of Oncology Ljubljana'],"['January 1, 2022']",['Anticipated'],['Pancreas Cancer'],"['D000004067', 'D000009371', 'D000009369', 'D000004701', 'D000004066', 'D000010182', 'D000004700', 'D000020969', 'D000010335']"
0,159,['NCT04601103'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,228,['NCT04320823'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,229,['NCT04319887'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,230,['NCT04318132'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,231,['NCT04314947'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,232,['NCT04314700'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,233,['NCT04313725'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,234,['NCT04310566'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,235,['NCT04307446'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,236,['NCT04306744'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,237,['NCT04305119'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,238,['NCT04303273'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,239,['NCT04299386'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,240,['NCT04299009'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,241,['NCT04298359'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,242,['NCT04296773'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,243,['NCT04295499'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,244,['NCT04287036'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,245,['NCT04285541'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,246,['NCT04281940'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,247,['NCT04279522'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,248,['NCT04277455'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,249,['NCT04263532'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,250,['NCT04252183'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,251,['NCT04247581'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,252,['NCT04244357'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,253,['NCT04243369'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,254,['NCT04243239'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,255,['NCT04239885'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,256,['NCT04237207'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,257,['NCT04236869'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,258,['NCT04230486'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,259,['NCT04224155'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,260,['NCT04223609'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,261,['NCT04220060'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,262,['NCT04219891'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,263,['NCT04211441'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,264,['NCT04210622'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,265,['NCT04207749'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,266,['NCT04206839'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,267,['NCT04206384'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,268,['NCT04203745'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,269,['NCT04202419'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,270,['NCT04201340'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,271,['NCT04200898'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,272,['NCT04196907'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
