,Rank,NCTId,OutcomeMeasurementLowerLimit,OutcomeMeasurementSpread,PrimaryOutcomeTimeFrame,OutcomeMeasurementValue,OverallOfficialAffiliation,OverallOfficialName,OverallOfficialRole,OverallStatus,OversightHasDMC,PatientRegistry,Phase,PointOfContactEMail,PointOfContactOrganization,PointOfContactPhone,PointOfContactPhoneExt,PointOfContactTitle,PrimaryCompletionDate,PrimaryCompletionDateType,PrimaryOutcomeDescription
0,414,['NCT03663010'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,415,['NCT03642431'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,416,['NCT03641937'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,417,['NCT03631550'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,418,['NCT03628898'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,419,['NCT03617822'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,420,['NCT03614130'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,421,['NCT03613363'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,422,['NCT03611101'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,423,['NCT03604900'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,424,['NCT03604562'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,425,['NCT03604432'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,426,['NCT03601182'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,427,['NCT03600194'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,428,['NCT03599271'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,429,['NCT03589911'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,430,['NCT03586167'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,431,['NCT03578302'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,432,['NCT03574259'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,433,['NCT03564366'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,434,['NCT03560141'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,435,['NCT03550807'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,436,['NCT03540576'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,437,['NCT03538561'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,438,['NCT03525704'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,439,['NCT03523208'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,440,['NCT03508778'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,441,['NCT03502200'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,442,['NCT03500341'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,443,['NCT03497910'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,444,['NCT03488849'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,445,['NCT03488238'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,446,['NCT03482297'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,447,['NCT03477370'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,448,['NCT03467204'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,449,['NCT03465514'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,450,['NCT03462576'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,451,['NCT03451786'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,452,['NCT03442842'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,453,['NCT03441971'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,454,['NCT03441880'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,455,['NCT03441477'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,456,['NCT03439189'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,457,['NCT03435224'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,458,['NCT03435211'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,459,['NCT03431883'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,460,['NCT03423251'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,461,['NCT03421145'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,462,['NCT03418545'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,463,['NCT03408444'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,464,['NCT03388138'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,465,['NCT03384381'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,466,['NCT03372434'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,467,['NCT03372343'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,468,['NCT03371160'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,469,['NCT03366194'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,470,['NCT03351192'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,471,['NCT03345121'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,472,['NCT03345017'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,473,['NCT03339388'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,474,['NCT03336944'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,475,['NCT03329794'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,476,['NCT03323515'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,477,['NCT03315117'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,478,['NCT03299933'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,479,['NCT03275532'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,480,['NCT03272308'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,481,['NCT03269097'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,482,['NCT03268356'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,483,['NCT03268265'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,484,['NCT03267134'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,485,['NCT03257410'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,486,['NCT03251079'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,487,['NCT03246503'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,488,['NCT03242148'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,489,['NCT03239574'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,490,['NCT03236519'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,491,['NCT03235791'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,492,['NCT03233945'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,493,['NCT03230877'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,494,['NCT03230747'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,495,['NCT03219567'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,496,['NCT03198988'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,497,['NCT03190564'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,498,['NCT03182660'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,499,['NCT03172949'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,500,['NCT03150407'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,501,['NCT03148613'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,502,['NCT03147820'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,503,['NCT03147482'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,504,['NCT03147417'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,505,['NCT03143127'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,506,['NCT03142594'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,507,['NCT03142581'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,508,['NCT03138369'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,509,['NCT03138343'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,510,['NCT03134989'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,511,['NCT03132363'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,512,['NCT03132350'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,513,['NCT03129152'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,514,['NCT03128840'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,515,['NCT03128632'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,516,['NCT03127566'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,517,['NCT03127540'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,518,['NCT03127527'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,519,['NCT03127501'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,520,['NCT03127488'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,521,['NCT03125135'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,522,['NCT03125122'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,523,['NCT03125109'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,524,['NCT03125096'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,525,['NCT03125044'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,526,['NCT03124992'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,527,['NCT03124953'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,528,['NCT03124940'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,529,['NCT03124888'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,530,['NCT03124849'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,531,['NCT03124810'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,532,['NCT03124745'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,533,['NCT03124732'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,534,['NCT03124719'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,535,['NCT03124706'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,536,['NCT03124264'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,537,['NCT03124251'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,538,['NCT03123380'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,539,['NCT03123341'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,540,['NCT03122379'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,541,['NCT03120702'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,542,['NCT03100760'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,543,['NCT03098602'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,544,['NCT03073148'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,545,['NCT03072186'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,546,['NCT03066063'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,547,['NCT03038074'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,548,['NCT03035318'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,549,['NCT03034902'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,550,['NCT03021707'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,551,['NCT03021473'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,552,['NCT03019107'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,553,['NCT03017742'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,554,['NCT03003767'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,555,['NCT02995421'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,556,['NCT02986789'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,557,['NCT02972892'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,558,['NCT02970799'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,559,['NCT02966210'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,560,['NCT02957071'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,561,['NCT02956928'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,562,['NCT02948751'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,563,['NCT02938637'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,564,['NCT02922621'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,565,['NCT02919566'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,566,['NCT02918942'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,567,['NCT02916823'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,568,['NCT02913560'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,569,['NCT02911376'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,570,['NCT02910674'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,571,['NCT02907203'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,572,['NCT02904382'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,573,['NCT02888626'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,574,['NCT02872844'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,575,['NCT02870959'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,576,['NCT02870881'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,577,['NCT02863796'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,578,['NCT02863432'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,579,['NCT02862080'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,580,['NCT02858089'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,581,['NCT02856490'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,582,['NCT02849847'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,583,['NCT02842970'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,584,['NCT02841397'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,585,['NCT02833571'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,586,['NCT02811328'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,587,['NCT02810080'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,588,['NCT02805933'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,589,['NCT02805777'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,590,['NCT02800057'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,591,['NCT02799342'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,592,['NCT02799329'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,593,['NCT02795689'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,594,['NCT02787343'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,595,['NCT02784431'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,596,['NCT02771119'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,597,['NCT02764580'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,598,['NCT02761759'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,599,['NCT02756260'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,600,['NCT02746289'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,601,['NCT02746120'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,602,['NCT02719444'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,603,['NCT02716155'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,604,['NCT02712931'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,605,['NCT02711254'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,606,['NCT02699021'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,607,['NCT02698787'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,608,['NCT02698397'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,609,['NCT02697604'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,610,['NCT02686450'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,611,['NCT02684110'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,612,['NCT02680964'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,613,['NCT02680860'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,614,['NCT02662049'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,615,['NCT02638883'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,616,['NCT02634996'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,617,['NCT02634554'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,618,['NCT02634125'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,619,['NCT02631213'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,620,['NCT02626624'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,621,['NCT02624739'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,622,['NCT02622919'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,623,['NCT02599519'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,624,['NCT02597296'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,625,['NCT02596464'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,626,['NCT02579486'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,627,['NCT02576210'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,628,['NCT02561052'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,629,['NCT02553395'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,630,['NCT02548429'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,631,['NCT02543814'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,632,['NCT02540577'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,633,['NCT02540564'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,634,['NCT02535234'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,635,['NCT02525783'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,636,['NCT02517645'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,637,['NCT02506400'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,638,['NCT02495116'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,639,['NCT02480829'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,640,['NCT02474784'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,641,['NCT02474771'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,642,['NCT02474758'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,643,['NCT02458378'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,644,['NCT02455063'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,645,['NCT02441634'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,646,['NCT02436005'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,647,['NCT02430441'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,648,['NCT02405871'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,649,['NCT02403167'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,650,['NCT02396914'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,651,['NCT02388425'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,652,['NCT02383082'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,653,['NCT02380716'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,654,['NCT02380014'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
