,Rank,NCTId,SecondaryId,StdAge,SecondaryIdLink,SecondaryIdType,SecondaryOutcomeDescription,SecondaryOutcomeMeasure,SecondaryOutcomeTimeFrame,SeeAlsoLinkLabel,SeeAlsoLinkURL,SeriousEventAssessmentType,SeriousEventNotes,SeriousEventOrganSystem,SeriousEventSourceVocabulary,SeriousEventStatsGroupId,SeriousEventStatsNumAffected,SeriousEventStatsNumAtRisk,SeriousEventStatsNumEvents,SeriousEventTerm,StartDate
0,136,['NCT01369030'],[],"['Adult', 'Older Adult']",[],[],"['Mean satisfaction with medication was rated on 1 to 9 point scale, 1 indicating ""not at all satisfied"" and 9 as ""very satisfied.""']","['Proportion of Patients Reporting Difficulty in Daily Functioning Due to Depressive Symptoms', 'Change in Overall Patient Satisfaction With Deplin® Using a 9-point Satisfaction Scale']","['Baseline to Endpoint (90 days)', 'Baseline to Endpoint (90 days)']",[],[],[],[],[],[],[],[],[],[],[],['November 2010']
0,137,['NCT01568424'],[],"['Child', 'Adult', 'Older Adult']",[],[],"['CVP is a measure of right heart filling pressure, or the preload to the right ventricle. During RVAD support, the CVP decreases as blood is drawn into the pump and then ejected into the pulmonary artery.', 'MAP is the mean value for the blood pressure in the arterial circulation. During RVAD support, this value provides information regarding the adequacy of cardiac output from the left ventricle.', 'Cardiac output (L/min) divided by the body surface area (m2)', 'BUN is a measure of renal function', 'Creatinine is a measure of renal function', 'Total bilirubin is a measure of hepatic function']","['Central Venous Pressure (CVP)', 'Mean Arterial Pressure (MAP)', 'Cardiac Index (CI)', 'Blood Urea Nitrogen (BUN)', 'Creatinine', 'Total Bilirubin']","['Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal', 'Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal.', 'Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal.', 'Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal, 30 days after RVAD removal', 'Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal, 30 days after RVAD removal', 'Baseline, Day 1, Day 2, Day 3, Week 1, Prior to Explant, 1 day after RVAD removal, 2 days after RVAD removal, 30 days after RVAD removal']",[],[],"['Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment', 'Systematic Assessment']",[],"['Infections and infestations', 'Blood and lymphatic system disorders', 'Respiratory, thoracic and mediastinal disorders', 'Cardiac disorders', 'Cardiac disorders', 'Hepatobiliary disorders', 'Renal and urinary disorders', 'Nervous system disorders', 'Vascular disorders', 'Cardiac disorders', 'Cardiac disorders', 'Blood and lymphatic system disorders', 'Product Issues', 'Cardiac disorders', 'Psychiatric disorders', 'Vascular disorders', 'General disorders']",[],"['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['13', '16', '16', '13', '5', '0', '11', '4', '1', '4', '6', '2', '0', '1', '1', '1', '7']","['25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25']","['23', '40', '19', '14', '9', '0', '11', '4', '1', '5', '7', '2', '0', '1', '1', '1', '17']","['Infection', 'Bleeding', 'Respiratory Failure', 'Arrhythmias', 'Hypertension', 'Hepatic Dysfunction', 'Renal Failure', 'Neurologic Dysfunction (Stroke)', 'Thrombotic Vascular', 'Pericardial Fluid Collection', 'Right Heart Failure', 'Hemolysis', 'Device Failure', 'Myocardial Infarction', 'Psychiatric Episode', 'Arterial non-CNS', 'Other']",['September 2009']
0,138,['NCT02406599'],[],"['Adult', 'Older Adult']",[],[],"['Proportion of patients with Positive Margin presence on the Outermost Shaving after the initial lumpectomy surgery', 'Objective evaluation by an evaluator blinded to arm assignment', 'Proportion of patients who underwent a repeat lumpectomy procedure', 'Proportion of patients who underwent a repeat lumpectomy procedure or a mastectomy', 'Proportion of patients from whom shavings were taken']","['Positive Margin presence on the Outermost Shaving after the initial lumpectomy surgery', 'Cosmesis evaluation', 'Repeat lumpectomy rate', 'Repeat lumpectomy and mastectomy rate', 'Diagnostic Accuracy at the Patient Level (ignoring location)']","['Participants will be followed only for the initial lumpectomy duration. information will be available 2-3 weeks (avarage) from initial lumpectomy date', 'participants will be followed until 6 months ± 1 month after last surgical treatment visit, an avarage of of 8 months following initial lumpectomy', 'Participants will be followed for 2-5 weeks (average)', 'Participants will be followed for 2-5 weeks (average)', 'Participants will be followed only for the initial lumpectomy duration. information will be available 2-3 weeks (avarage) from initial lumpectomy date']","['A randomized prospective study of lumpectomy margin assessment with use of MarginProbe in patients with nonpalpable breast malignancies.', 'Dune Medical Devices official website']","['http://www.ncbi.nlm.nih.gov/pubmed/24595800', 'http://www.dunemedical.com']",[],[],[],[],[],[],[],[],[],['June 2015']
0,139,['NCT03965195'],[],"['Adult', 'Older Adult']",[],[],"['To determine the differences in each pneumonia and influenza-related hospitalization rates during the 2019-20 and 2020-21 influenza seasons experienced by long-stay nursing home residents in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older.', 'To determine the differences in each pneumonia-related hospitalization rates during the 2019-20 and 2020-21 influenza seasons experienced by long-stay nursing home residents in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older.', 'To determine the differences in each major adverse cardiovascular event-related (MACE) hospitalization rates during the 2019-20 and 2020-21 influenza seasons experienced by long-stay nursing home residents in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older.', ""To determine the differences in long-stay residents' cardiorespiratory-related hospitalization rates each season and across two seasons in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older."", ""To determine the differences in long-stay residents' ICU stay each season and across two seasons in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older."", ""To determine the differences in long-stay residents' mortality rates each influenza season and both seasons in facilities randomized to either RIV4 or IV4 for each, residents 18 years of age and older and those 65 years of age and older."", ""To determine the differences in long-stay residents' composite Activities of Daily Living (ADL) function score based on the MDS experienced during the influenza season by selected comorbidities and specific to respiratory illness, in facilities randomized to either RIV4 or IV4 combined over two seasons for each, residents 18 years of age and older and those 65 years of age and older."", 'To determine differences in facility-reported outbreaks each season and across two seasons in facilities randomized to either RIV4 or IV4', ""To determine differences in long-stay residents' all-cause hospitalization rates as an interim exploratory analysis based on the Minimum Data Set 3.0 for each, residents 18 years of age and older and those 65 years of age and older.""]","['Differences in each pneumonia and influenza-related hospitalization rates', 'Differences in pneumonia-related hospitalization rates', 'Differences in major adverse cardiovascular event-related (MACE) hospitalization rates', 'Differences in cardiorespiratory-related hospitalization rates', 'Differences in ICU stay', 'Differences in mortality rates', 'Differences in activities of daily living (ADL) function score', 'Differences in facility-reported outbreaks', 'Differences in all-cause hospitalization rates']","['Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season', 'Up to 8 months each influenza season']",[],[],[],[],[],[],[],[],[],[],[],"['July 20, 2019']"
0,140,['NCT01368549'],[],"['Adult', 'Older Adult']",[],[],[],"[""To determine if Metanx® affects a subject's pain level using a 10-point Visual Analog Scale (VAS)"", 'To determine if Metanx® affects a subject\'s ""quality of life"" as determined by a symptom impact module.', 'To determine overall patient satisfaction with Metanx® using a 10-point satisfaction scale']","['Baseline, Week 6 and Week 12', 'Baseline, Week 6 and Week 12', 'Baseline, Week 6 and Week 12']",[],[],[],[],[],[],[],[],[],[],[],['January 2011']
0,141,['NCT01370954'],[],"['Adult', 'Older Adult']",[],[],[],['To determine overall patient satisfaction with CerefolinNAC® using a 9-point satisfaction scale'],['Weeks 6 and 12'],[],[],[],[],[],[],[],[],[],[],[],['May 2011']
0,142,['NCT01339546'],['B1851041'],"['Child', 'Adult', 'Older Adult']",[],['Other Identifier'],[],"['Change in ambulatory care visit rates for acute otitis media between: 1) 1997-99 to 2001-09; and 2) between 1997-99 to 2011-13 among children less than 5 years old. (Timeframes are retrospective)', 'Change in ambulatory care visit rates for myringotomy tube insertion between: 1) 1997-99 to 2001-09; and 2) between 1997-99 to 2011-13 among children less than 5 years old. (Timeframes are retrospective', 'Change in ambulatory care visit rates for rash between 2001-09 to 2011 -13 among children less than 5 years old. (Timeframes are retrospective)', 'Change in ambulatory care visit rates for trauma between 2001-09 to 2011-13 among children less than 5 years old. (Timeframes are retrospective)']","['1) 1997-99 inclusive (3 yrs); 2) 2001-09 inclusive (9 yrs) and 3) 2011-13 inclusive (3 yrs)', '1) 1997-99 inclusive (3 yrs); 2) 2001-09 inclusive (9 yrs) and 3) 2011-13 inclusive (3 yrs)', '1) 2001-09 inclusive (9 yrs) and 2) 2011-13 inclusive (3 yrs)', '1) 2001-09 inclusive (9 yrs) and 2) 2011-13 inclusive (3 yrs)']","['To obtain contact information for a study center near you, click here.']",['https://trialinfoemail.pfizer.com/pages/landing.aspx?StudyID=6096A1-4018&StudyName=National%20Trends%20in%20Otitis%20Media%20in%20Children%20Under%205%20Years%20of%20Age%20'],[],[],[],[],[],[],[],[],[],"['June 9, 2010']"
0,143,['NCT02252159'],[],"['Adult', 'Older Adult']",[],[],"['The MPN-SAF TSS is a validated 10-item instrument that efficiently assesses the prevalence and severity of PV symptoms in both clinical practice and trial settings. Higher scores indicate more severe symptoms and greater inactivity with a possible total score range of 0-100.', 'WPAI-SHP is a validated 6-item instrument that measures the effect of overall health and specific symptoms on productivity at work and outside of it. All outcomes are presented as a proportion, with 0% representing minimal/no impairment and 100% representing maximal impairment or productivity loss.', 'The amount of health care received by a paid healthcare worker or by an unpaid caregiver', 'A patients self-reported assessment of burden including pain at site, difficulty and inconvenience of scheduling and cost factors.']","['Incidence (frequency) of adverse events (for those patients on active therapies, including PHL)', 'Patient-reported outcomes as assessed by Myeloproliferative Neoplasm Symptom Assessment Form Total Symptom Score (MPN-SAF TSS) for assessment of the severity of symptoms', 'Work Productivity and Activity Impairment Questionnaire - Specific Health Problem (WPAI-SHP) score for assessment of work productivity and activity impairment', 'European Organization for Research and Treatment of Cancer Core Quality of Life Questionnaire (EORTC QLQ-C30) for Health Related Quality of Life (HRQoL)', 'Caregiver burden', 'Burden of phlebotomy (PHL)']","['Baseline through end of study. Approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months', 'Every 3 months for approximately 36 months']",['Related Info'],['http://www.RevealPVStudy.com'],[],[],[],[],[],[],[],[],[],['July 2014']
0,144,['NCT04072289'],[],"['Adult', 'Older Adult']",[],[],"['95% of eyes <1.00D of MRSE change at latter of 2 postop refractions', 'mean rate of change of MRSE <0.5D/year (0.04D/mo)', 'mean rate of change of MRSE decreases monotonically over time', '95% CI for the mean rate of change includes zero', 'incidence of best spectacled correction worse than 20/40', 'incidence of loss of >2 lines of best spectacled corrected visual acuity', 'incidence of induced cylinder >2D', 'incidence of adverse events', 'incidence of patient subjective symptoms', 'change in contrast sensitivity from preop to postop']","['Measured difference in manifest refraction between 2 postoperative visits', 'Calculated rate of change in manifest refraction', 'Calculated decreased rate of change in manifest refraction', 'Calculated stable rate of change in manifest refraction', 'Measured best corrected visual acuity (method 1)', 'Measured best corrected visual acuity (method 2)', 'Measured refractive cylinder', 'Incidence of adverse events', 'Incidence of patient reported visual phenomena', 'Measured contrast sensitivity']","['latter of 2 postoperative refractions performed at least 3 months apart or at 3 months after surgery when compared with the 1 month interval', 'latter of 2 postoperative refractions performed at least 3 months apart or at 3 months after surgery when compared with the 1 month interval', 'latter of 2 postoperative refractions performed at least 3 months apart or at 3 months after surgery when compared with the 1 month interval', 'latter of 2 postoperative refractions performed at least 3 months apart or at 3 months after surgery when compared with the 1 month interval', '12 months', '12 months', '12 months', '12 months', '12 months', '12 months']",[],[],[],[],[],[],[],[],[],[],[],"['May 1, 2019']"
0,145,['NCT04423770'],[],"['Adult', 'Older Adult']",[],[],"['Assessed using the Patient Health Questionnaire for Depression and Anxiety (PHQ-4). Two items scored 0 to 3 (total score of 0-6), with higher numbers indicating greater anxiety.', 'Assessed using the Patient Health Questionnaire for Depression and Anxiety (PHQ-4). Two items scored 0 to 3 (total score of 0-6), with higher numbers indicating greater depressive symptoms.', ""Self-reports of infection control efforts in the respondents' primary dental practices"", 'Self-reports of personal protective equipment use']","['Anxiety', 'Depression', 'Dental practice infection control efforts', ""Dentists' use of personal protective equipment""]","['12 months', '12 months', '12 months', '12 months']",[],[],[],[],[],[],[],[],[],[],[],"['June 8, 2020']"
0,146,['NCT01358552'],[],['Adult'],[],[],[],['To determine overall patient satisfaction with Néevo®/NéevoDHA® using a 9-point satisfaction scale'],['Week 4'],[],[],[],[],[],[],[],[],[],[],[],['January 2011']
0,147,['NCT02856646'],[],"['Adult', 'Older Adult']",[],[],"['What are drivers of choice (eg. lack of response, safety, cost or other barriers to care) for:\n\ntreatment decisions across and between drug classes, changes and/or discontinuation in treatment, determinants of transplant eligibility/in-eligibility?']","['Health-related quality of life (HRQoL)', 'Functional Assessment of Cancer Therapy-Lymphoma (FACT-Lym)', 'Drivers of Treatment Choice', 'Healthcare resource utilization measured by imputed costs', 'Grade of AE']","['Up to five years', 'Up to five years', 'Up to five years', 'Up to five years', 'Up to 5 years']","['BMS Clinical Trial Information', 'Investigator Inquiry Form', 'FDA Safety Alerts and Recalls']","['https://www.bms.com/researchers-and-partners/clinical-trials-and-research.html', 'https://www.bms.com/researchers-and-partners/investigator-inquiry-form.html', 'https://www.fda.gov/Safety/MedWatch/SafetyInformation/default.htm']",[],[],[],[],[],[],[],[],[],"['September 21, 2016']"
0,148,['NCT01940679'],[],['Adult'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['September 2013']
0,149,['NCT02951598'],['H8A-US-B004'],"['Adult', 'Older Adult']",[],['Other Identifier'],[],"['Healthcare Resource Use by AD Cohort', 'Mean Economic Cost by AD Cohort', 'Bath Assessment of Subjective Quality of Life in Dementia (BASQID)', 'Mini-Mental State Examination (MMSE)', ""Alzheimer's Disease Assessment Scale - Cognitive Subscale (ADAS-Cog14)"", 'Neuropsychiatric Inventory (NPI)', 'Functional Activities Questionnaire (FAQ)', 'Cognitive Function Inventory (CFI)', 'Zarit Burden Interview (ZBI)', 'Percentage of Participants with a Change in Living Situation', 'Time to Transition Across Stages of AD', 'Desire to Institutionalize Scale (DTI)']","['Baseline through Study Completion (36 Months)', 'Baseline through 24 Months', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', 'Baseline, End of Study (36 Months)', '36 Months', 'Baseline through Study Completion (36 Months)', 'Baseline through Study Completion (36 Months)']",[],[],[],[],[],[],[],[],[],[],[],"['October 29, 2016']"
0,150,['NCT02988934'],[],"['Adult', 'Older Adult']",[],[],[],['Outcomes of patients undergoing WATS sampling.'],['10 years'],[],[],[],[],[],[],[],[],[],[],[],['April 2016']
0,151,['NCT01028300'],[],['Adult'],[],[],[],"['Time to Return to Active Duty', 'No Re-operations, Revisions, Removals or Supplemental Fixation', 'No Implant Related Complications']","['24 months', '24 months', '24 months']",[],[],['Non-systematic Assessment'],[],['Skin and subcutaneous tissue disorders'],[],['EG000'],['1'],['4'],['1'],['Non-infected seroma'],['April 2010']
0,152,['NCT01034865'],"['76873', 'HEP0009']","['Adult', 'Older Adult']",[],['Other Identifier'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['May 2001']
0,153,['NCT02352532'],[],"['Adult', 'Older Adult']",[],[],"[""The numeric pain rating scale (NPRS) will be used to assess the participant's pain levels. The participant will grade his/her pain on an 11-point scale ranging from 0 (no pain) to 10 (worst imaginable pain).The NPRS has been shown to be a reliable, generalizable, and internally consistent measure of clinical and experimental pain intensity in individuals with musculoskeletal disorders.33,34 A 2-point change on the NPRS is required to be clinically meaningful."", 'Participants with current LBP will undergo a standardized clinical examination based the Treatment Based Classification System.31 Patients without current LBP will undergo an abbreviated examination primarily focused on sociodemographic', 'The Oswestry Disability Index (ODI) is a LBP-specific subjective measure of disability. Users are asked to rate the difficulty of performing 10 functional tasks on a scale of 0 to 5 with different descriptors for each task. A total score out of 100 is calculated by summing each score and doubling the total. The answers provide a score between 0 and 100, with higher scores representing more disability. It has been shown to have excellent test-retest reliability (ICC2,1=.90), good validity, and superior responsiveness compared to other leading disability scales.32']","['Change in Numerical Pain Rating Scale', 'Change in function and disability utilizing a physical exam', 'Change in Oswestry Disability Index']","['7 days', '7 days', '7 days']",[],[],[],[],[],[],[],[],[],[],[],['January 2015']
0,154,['NCT03198793'],[],"['Adult', 'Older Adult']",[],[],"['Office blood pressure will be taken at Day 0, Visit 3, Visit 4, Visit 4.1, and Visit 5 (Day 56).', 'Office blood pressure will be taken at Day 0, Visit 3, Visit 4, Visit 4.1, and Visit 5 (Day 56).', 'Ambulatory blood pressure monitoring will be performed at Day 0 and Day 56.', 'Frequency and percentage of subjects who reach the level by the Week 8 (Day 56 Visit).', 'Identification of potential factors for responders, including baseline systolic blood pressure and diastolic blood pressure, gender, age, BMI, and others.']","['Change in office diastolic blood pressure from baseline to Week 8 (Day 56 Visit)', 'Change in office systolic blood pressure and diastolic blood pressure from baseline to Week 4 (Day 28 Visit)', 'Change in mean 24-hour ambulatory systolic blood pressure, diastolic blood pressure, and mean office blood pressure from baseline to Week 8 (Day 56 Visit)', 'Percentage of responders (defined as subjects with normalized office blood pressure, ie, less than or equal to 140-90 mmHg at Week 8 - Day 56 Visit)', 'Predictive factors for responders at Week 8 (Day 56 Visit)']","['8 weeks', '4 weeks', '8 weeks', '8 weeks', '8 weeks']",[],[],[],[],[],[],[],[],[],[],[],"['October 13, 2017']"
0,155,['NCT01112917'],[],"['Adult', 'Older Adult']",[],[],[],['Major Device-Related Adverse Events in Converted Subjects'],['6-months'],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'General disorders', 'Blood and lymphatic system disorders', 'Infections and infestations', 'Blood and lymphatic system disorders', 'General disorders']",[],"['EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000', 'EG000']","['4', '1', '13', '4', '3', '1', '57']","['149', '149', '149', '149', '149', '149', '149']","['4', '1', '13', '8', '3', '1', '89']","['Caval Thrombosis or Caval Occlusion', 'Compromise of Cardiac Valve Function due to Filter Embolization', 'Death', 'Deep Vein Thrombosis (DVT)', 'Infection, including access site infection', 'Pulmonary embolism', 'Other']",['December 2011']
0,156,['NCT01764269'],[],['Child'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['January 2013']
0,157,['NCT03346603'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['February 8, 2018']"
0,158,['NCT04281290'],[],"['Adult', 'Older Adult']",[],[],"['Disease-free survival is defined as the amount of time a subject survives without disease recurrence after treatment. Recurrence is defined as significant elevation of tumor markers Ca19-9 and CEA after operation (normal value of Ca19-9 is under 37.0 kU/L, normal value of CEA is under 4.2 µg/L). The appearance of one or more lesions on imaging investigation (US and/or CT) is also considered a recurrence.\n\nThe tumor markers and imaging investigations will be performed according to study protocol (tumor markers 1, 3, 6, 12 and 24 months after operation; imaging 1, 3, 6, 12, 18 and 24 months after operation - the imaging method will be CT or MR with or without contrast, with the exception of 1 and 18 months after the operation when an US will be performed).', 'Overall survival is defined as the amount of time a subject survives after therapy. Patient enrolled in the study will be followed up for at least five years. During first two years after surgery follow-up will be as written above, after that period patient will be followed-up according every 6 months.']","['Disease-free Survival', 'Overall Survival']","['1, 3, 6, 12, 18 and 24 months after operation', 'From the time of surgical treatment until 5 years after surgery']",[],[],[],[],[],[],[],[],[],[],[],"['March 1, 2020']"
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
