,Rank,NCTId,LocationContactRole,LocationCountry,LocationFacility,LocationState,LocationStatus,LocationZip,MaximumAge,MinimumAge,NCTIdAlias,OfficialTitle,OrgClass,OrgFullName,OrgStudyId,OrgStudyIdDomain,OrgStudyIdLink,OrgStudyIdType,OtherEventAssessmentType,OtherEventNotes,OtherEventOrganSystem
0,139,['NCT03965195'],[],['United States'],"['Insight Therapeutics, LLC']",['Virginia'],[],['23510'],['120 Years'],['18 Years'],[],['Comparative Effectiveness of Recombinant Versus Standard Dose Quadrivalent Influenza Vaccine in U.S. Nursing Homes'],['OTHER'],"['Insight Therapeutics, LLC']",['INSI-201902'],[],[],[],[],[],[]
0,140,['NCT01368549'],[],['United States'],['Endocrinology Associates'],['Alabama'],[],['36106'],['80 Years'],['18 Years'],[],"['Metanx® P.L.U.S. Program (Progress Through Learning, Understanding & Support)']",['INDUSTRY'],"['Pamlab, Inc.']",['M-005'],[],[],[],[],[],[]
0,141,['NCT01370954'],[],['United States'],['Falls Neurology and Memory Center'],['North Carolina'],[],['28601'],['80 Years'],['50 Years'],[],['NAC-003 P.L.U.S. Program (Progress Through Learning Understanding & Support)'],['INDUSTRY'],"['Pamlab, Inc.']",['NAC-003'],[],[],[],[],[],[]
0,142,['NCT01339546'],[],[],[],[],[],[],[],[],[],['National Trends In Ambulatory Care Visits For Otitis Media In Children Under The Age Of Five In The United States'],['INDUSTRY'],['Pfizer'],['6096A1-4018'],[],[],[],[],[],[]
0,143,['NCT02252159'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'Puerto Rico', 'Puerto Rico']",[],"['Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arkansas', 'Arkansas', 'Arkansas', 'Arkansas', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Connecticut', 'Connecticut', 'Connecticut', 'District of Columbia', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Idaho', 'Idaho', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Iowa', 'Iowa', 'Iowa', 'Iowa', 'Kansas', 'Kansas', 'Kentucky', 'Kentucky', 'Kentucky', 'Kentucky', 'Kentucky', 'Kentucky', 'Kentucky', 'Kentucky', 'Louisiana', 'Louisiana', 'Louisiana', 'Louisiana', 'Maine', 'Maryland', 'Maryland', 'Maryland', 'Maryland', 'Maryland', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Michigan', 'Minnesota', 'Minnesota', 'Minnesota', 'Minnesota', 'Minnesota', 'Missouri', 'Missouri', 'Missouri', 'Missouri', 'Montana', 'Montana', 'Nevada', 'Nevada', 'New Hampshire', 'New Hampshire', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Jersey', 'New Mexico', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'North Dakota', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Ohio', 'Oklahoma', 'Oregon', 'Oregon', 'Oregon', 'Oregon', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Rhode Island', 'South Carolina', 'South Carolina', 'South Carolina', 'South Carolina', 'South Dakota', 'South Dakota', 'South Dakota', 'Tennessee', 'Tennessee', 'Tennessee', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Utah', 'Utah', 'Virginia', 'Virginia', 'Virginia', 'Virginia', 'Virginia', 'Washington', 'Washington', 'Washington', 'Washington', 'West Virginia', 'Wisconsin', 'Wisconsin', 'Wisconsin']",[],[],[],['18 Years'],[],"['Prospective, Non-interventional Study of Disease Progression and Treatment of Patients With Polycythemia Vera in United States Academic or Community Clinical Practices']",['INDUSTRY'],['Incyte Corporation'],['INCB-MA-PV-401'],[],[],[],[],[],[]
0,144,['NCT04072289'],"['Contact', 'Contact', 'Principal Investigator']",['United States'],['Navy Warfighter Refractive Surgery Center'],['California'],['Recruiting'],['92134'],[],['22 Years'],[],['SMILE (Small Incision Lenticule Extraction) in the DoD (Department of Defense)'],['FED'],"['United States Naval Medical Center, San Diego']",['NMCSD-2016.0055'],[],[],[],[],[],[]
0,145,['NCT04423770'],[],['United States'],['American Dental Association'],['Illinois'],[],['60611'],[],['18 Years'],[],['COVID-19 Related Health and Infection Control Practices Among Dentists'],['OTHER'],['American Dental Association'],['20-08'],[],[],[],[],[],[]
0,146,['NCT01358552'],[],['United States'],"['Noe Lira, M.D.']",['Texas'],[],['78411'],['39 Years'],['18 Years'],[],"['Néevo®/NéevoDHA® P.L.U.S. Program (Progress Through Learning, Understand & Support)']",['INDUSTRY'],"['Pamlab, Inc.']",['N-003'],[],[],[],[],[],[]
0,147,['NCT02856646'],['Contact'],['United States'],['Norton Cancer Institute'],['Kentucky'],['Recruiting'],['40207'],[],['18 Years'],[],['Hodgkin Lymphoma Molecular Profiling and Clinical Outcomes in U.S. Community Oncology Practices'],['INDUSTRY'],['Bristol-Myers Squibb'],['CA209-655'],[],[],[],[],[],[]
0,148,['NCT01940679'],[],['United States'],['U.S. Army Research Institute of Environmental Medicine'],['Massachusetts'],[],['01760'],['45 Years'],['18 Years'],[],['Bioavailability of Encapsulated Omega-3 Fatty Acids'],['FED'],['United States Army Research Institute of Environmental Medicine'],['13-13-H'],[],[],[],[],[],[]
0,149,['NCT02951598'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['California Pharmaceutical Research Institute', 'Advanced Research Center', 'Sun Valley Research Center', 'Global Clinical Trials', 'Irvine Clinical Research Center', 'Alliance Research Centers', 'Pacific Clinical Studies, Inc', 'California Neurological Services, Inc.', 'Havana Research Institute', 'Clinical Innovations, Inc.', 'Breakthrough Clinical Trials', 'HB Clinical Trials', 'Ventura Clinical Trials', 'Colorado Neurological Institute', 'Coastal Connecticut Research, LLC', 'JEM Research Institute', 'Visionary Investigators Network', 'Research Alliance', 'Clinical Research of South Florida', 'Infinite Clinical Research', 'International Research Partners, LLC.', 'Sarkis Clinical Trials', 'Indago Research & Health Center, Inc.', 'New Life Medical Research Center, Inc', 'Galiz Research', 'South Florida Clinical Trials', 'Van Buren Medical', 'Clinical Research of Homestead', 'Jacksonville Center for Clinical Research', 'Universal Neurological Care', 'Sunrise Medical Research', 'Empire Clinical Research', 'Biomed Research Institute', 'Miami Jewish Health Systems', 'Florida International Research Center', 'The Neurology Research Group, LLC', 'L&C Professional Medical Research Institute', 'Genoma Research Group, Inc.', 'Medical Research Group of Central Florida', 'Combined Research Orlando Phase I-IV LLC', 'Suncoast Neuroscience Associates', 'Stedman Clinical Trials', 'Asclepes Research Centers Florida', 'Doctors Clinical Research', 'American Health Network', 'American Research, LLC', 'Heartland Research Associates', 'Baptist Health Medical Group', 'NeuroMedical Clinic of Central Louisiana', 'St. Agnes Medical Group', 'Hattiesburg Clinic', 'University of Mississippi Medical Center', 'Psych Care Consultants Research', 'Pyramid Clinical Research', 'Healthwise Medical Associates, PC', 'Integrative Clinical Trials, LLC', 'Adirondack Medical Center', 'Mid Hudson Medical Research, PLLC', 'Onsite Clinical Solutions, LLC', 'Onsite Clinical Solutions, LLC', ""Alzheimer's Memory Center"", 'Coastal Carolina Healthcare, P.A.', 'Dayton Center for Neurological Disorders', 'Christ Hospital', 'Family Practice Center of Wooster', 'Lynn Health Science Institute', 'Thomas Jefferson University', 'Wesley Neurology Clinic', 'Clinical Research Solutions, P.C.', 'Lakeside Life Center', 'Univ Of Texas Southwestern at Dallas Childrens Med Ctr', 'The Clinical Research Group', 'Dallas Clinical Research', 'Highlands Medical Associates, P.A.', 'University Hills Clinical Research', 'North Pointe Psychiatry', 'Premier Clinical Research']","['California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'Colorado', 'Connecticut', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Florida', 'Georgia', 'Indiana', 'Indiana', 'Kansas', 'Kentucky', 'Louisiana', 'Maryland', 'Mississippi', 'Mississippi', 'Missouri', 'New Jersey', 'New York', 'New York', 'New York', 'New York', 'North Carolina', 'North Carolina', 'North Carolina', 'North Carolina', 'Ohio', 'Ohio', 'Ohio', 'Oklahoma', 'Pennsylvania', 'Tennessee', 'Tennessee', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Washington']",[],"['92804', '92805', '92251', '92614', '92614', '92653', '90720', '91402', '91105', '92506', '92408', '92704', '93003', '80113', '06320', '33462', '33180', '33756', '33134', '33126', '33166', '32607', '33012', '33012', '33016', '33016', '33020', '33030', '32216', '32216', '33319', '33018', '33126', '33137', '33173', '33176', '33186', '66135', '32763', '32807', '33713', '33613', '34607', '30312', '46131', '47130', '67114', '40503', '71301', '21228', '39401', '39216', '63128', '08831', '11206', '11229', '12946', '12553', '28203', '28226', '28270', '28562', '45459', '45219', '44691', '73112', '19107', '38018', '37920', '75010', '75390', '75035', '75401', '77562', '75062', '75057', '99202']",['85 Years'],['55 Years'],[],"[""Longitudinal Cohort Study of Resource Use and Cost of Mild Cognitive Impairment and Mild Dementia Due to Alzheimer's Disease in the United States (GERAS-US)""]",['INDUSTRY'],['Eli Lilly and Company'],['16466'],[],[],[],[],[],[]
0,150,['NCT02988934'],['Contact'],['United States'],['University of North Carolina at Chapel Hill'],['North Carolina'],['Recruiting'],['27599'],['80 Years'],['18 Years'],[],['The WATS3D (Wide Area Transepithelial Sample Biopsy With 3-Dimensional Computer-Assisted Analysis) U.S. Registry'],['INDUSTRY'],['CDx Diagnostics'],['CDx 707'],[],[],[],[],[],[]
0,151,['NCT01028300'],[],['United States'],['Naval Medical Center - San Diego'],['California'],[],['92134'],['50 Years'],['18 Years'],[],['Clinical Outcomes of Lumbar Degenerative Disc Disease Treated Operatively in Active-Duty U.S. Service Personnel With Lumbar Total Disc Replacement'],['INDUSTRY'],"['Synthes USA HQ, Inc.']",['Military ProDisc-L Study'],[],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Musculoskeletal and connective tissue disorders', 'Nervous system disorders', 'Gastrointestinal disorders', 'Gastrointestinal disorders']"
0,152,['NCT01034865'],[],['United States'],['Stanford University School of Medicine'],['California'],[],['94305'],[],['18 Years'],[],['Risk Factors and Molecular Genomics for Hepatocellular Carcinoma in U.S. Patients With Chronic Liver Disease: A Case Control Study'],['OTHER'],['Stanford University'],['SU-11022007-788'],[],[],[],[],[],[]
0,153,['NCT02352532'],[],['United States'],['Army Medical Department Center and Schools'],['Texas'],[],['78209'],['65 Years'],['18 Years'],[],['Using Structural Health Monitoring to Improve Diagnosis and Treatment of Low Back Injury in U.S. Service Members- Phase 2'],['OTHER'],['Baylor University'],['#10586012'],[],[],[],[],[],[]
0,154,['NCT03198793'],[],['United States'],['Progressive Medical Research'],['Florida'],[],['32127'],[],['18 Years'],[],"['A Phase 2, Open-Label, Dose-Titrating Safety and Efficacy Study of QGC001 Administered Orally, Twice Daily, Over 8 Weeks in Hypertensive Overweight Subjects of Multiple Ethnic and Racial Groups in the United States']",['INDUSTRY'],['Quantum Genomics SA'],['QGC001-2QG3'],[],[],[],[],[],[]
0,155,['NCT01112917'],[],"['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['Baptist Hospital of Miami', 'Northwestern Memorial Hospital', 'Adventist Health System', 'Beaumont Health System', 'North Shore University Hospital - Manhasset', 'Weill Cornell Medical College - New York Presbyterian Hospital', 'Abington Memorial Hospital', 'Allegheny General Hospital', 'Medical University of South Carolina', 'University of Virginia Health Systems', 'Froedtert Memorial Lutheran Hospital']","['Florida', 'Illinois', 'Illinois', 'Michigan', 'New York', 'New York', 'Pennsylvania', 'Pennsylvania', 'South Carolina', 'Virginia', 'Wisconsin']",[],"['33176', '60611', '60521', '48073', '11030', '10021', '19001', '15212', '29403', '22908', '53226']",[],['18 Years'],[],['VenaTech Convertible Vena Cava Filter U.S. Multi-Center Clinical Trial'],['INDUSTRY'],"['B. Braun Interventional Systems, Inc']",['CL-104'],[],[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']",[],"['Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Blood and lymphatic system disorders', 'Infections and infestations', 'General disorders']"
0,156,['NCT01764269'],[],"['United States', 'United States']","['Centers for Disease Control and Prevention', 'Columbia University']","['Georgia', 'New York']",[],['10032'],['59 Months'],['24 Months'],[],['Assessing Fever Rates in Children Ages 24 to 59 Months After Live Attenuated Influenza Vaccine (LAIV) or Inactivated Influenza Vaccines (IIV) Using Text Messaging for U.S. Influenza Vaccines in 2012-2013 & 2013-2014'],['OTHER'],['Columbia University'],['AAAK8100'],[],[],[],[],[],[]
0,157,['NCT03346603'],[],['United States'],['Olive View-UCLA Medical Center'],['California'],[],['93311'],[],['18 Years'],[],['Prevalence of Extended Spectrum β-lactamase and Carbapenem-Resistant Gram-Negative Bacteria in Patients With Urinary Tract Infection and Urosepsis Admitted Through Emergency Departments in the United States'],['OTHER'],['Olive View-UCLA Education & Research Institute'],['1057381'],[],[],[],[],[],[]
0,158,['NCT04281290'],[],['Slovenia'],"['University Medical Centre Ljubljana, Ljubljana, Slovenia']",[],['Recruiting'],['1000'],[],['18 Years'],[],['Electrochemotherapy of Posterior Resection Surface for Lowering Disease Recurrence Rate in Pancreatic Cancer'],['OTHER'],['University Medical Centre Ljubljana'],['21K/01/20'],[],[],[],[],[],[]
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['EM-11-050043'],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['SM20-CGM-NA-prePIV'],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CB-CLP-001'],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CTP-LIFUP-PD-01'],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['31-00030'],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['832232'],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CV-20-18'],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['SCHE0001'],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CYN20-FIRM-HISTO'],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['TEO-RHA-1902'],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['TICL-001 G190281'],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CYN20-FIRM-LIPO'],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CR-6392'],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['TARGET-IV NA Trial'],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CR-6365'],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['07A-CLI-002'],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CPSP VDx 20-001'],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CTP-LIFUP-PTSD-V1.0'],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CTP-LIFUP-GAD-V1.0'],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['07A-CLI-003'],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['TCR 20-02'],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['AMHOAB2001'],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['MDT19001'],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['202008012'],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['ILX140-C001'],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['TEO-RHA-1806'],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['13575-237'],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['PAPFix'],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CR-6060'],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CLY935-C020'],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CSP-036'],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CR-6395'],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['APP-20-04282'],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CSP-00007'],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CP-020'],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['MOVE-IT'],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CP-002'],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['2020-301660-H01'],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['HSC-MS-19-1012'],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['DRYE-105-ACTS'],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['HSR 200128'],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['DCT216'],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['R2-20-001'],[],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['2020-01'],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['ELX-CL-2001'],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CLY935-C013'],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['CS0766'],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],['[Redacted]'],['P002'],[],[],[],[],[],[]
