,Rank,NCTId,StartDateType,StatusVerifiedDate,StudyFirstPostDate,StudyFirstPostDateType,StudyFirstSubmitDate,StudyFirstSubmitQCDate,StudyPopulation,StudyType,TargetDuration,UnpostedEventDate,UnpostedEventType,UnpostedResponsibleParty,VersionHolder,WhyStopped
0,252,['NCT04244357'],[],[],"['January 28, 2020']",['Actual'],"['January 24, 2020']","['January 24, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,253,['NCT04243369'],[],[],"['January 28, 2020']",['Actual'],"['January 21, 2020']","['January 24, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,254,['NCT04243239'],[],[],"['January 28, 2020']",['Actual'],"['January 10, 2020']","['January 23, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,255,['NCT04239885'],[],[],"['January 27, 2020']",['Actual'],"['January 13, 2020']","['January 20, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,256,['NCT04237207'],[],[],"['January 23, 2020']",['Actual'],"['January 7, 2020']","['January 17, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,257,['NCT04236869'],[],[],"['January 22, 2020']",['Actual'],"['January 16, 2020']","['January 17, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,258,['NCT04230486'],[],[],"['January 18, 2020']",['Actual'],"['January 14, 2020']","['January 14, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,259,['NCT04224155'],[],[],"['January 13, 2020']",['Actual'],"['January 8, 2020']","['January 8, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,260,['NCT04223609'],[],[],"['January 10, 2020']",['Actual'],"['January 8, 2020']","['January 8, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,261,['NCT04220060'],[],[],"['January 7, 2020']",['Actual'],"['December 5, 2019']","['January 4, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,262,['NCT04219891'],[],[],"['January 7, 2020']",['Actual'],"['January 3, 2020']","['January 3, 2020']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,263,['NCT04211441'],[],[],"['December 26, 2019']",['Actual'],"['December 22, 2019']","['December 24, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,264,['NCT04210622'],[],[],"['December 26, 2019']",['Actual'],"['December 22, 2019']","['December 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,265,['NCT04207749'],[],[],"['December 23, 2019']",['Actual'],"['December 19, 2019']","['December 19, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,266,['NCT04206839'],[],[],"['December 20, 2019']",['Actual'],"['December 18, 2019']","['December 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,267,['NCT04206384'],[],[],"['December 20, 2019']",['Actual'],"['December 17, 2019']","['December 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,268,['NCT04203745'],[],[],"['December 18, 2019']",['Actual'],"['December 10, 2019']","['December 17, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,269,['NCT04202419'],[],[],"['December 17, 2019']",['Actual'],"['December 16, 2019']","['December 16, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,270,['NCT04201340'],[],[],"['December 17, 2019']",['Actual'],"['December 12, 2019']","['December 13, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,271,['NCT04200898'],[],[],"['December 16, 2019']",['Actual'],"['December 4, 2019']","['December 13, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,272,['NCT04196907'],[],[],"['December 12, 2019']",['Actual'],"['December 3, 2019']","['December 10, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,273,['NCT04195581'],[],[],"['December 12, 2019']",['Actual'],"['December 10, 2019']","['December 10, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,274,['NCT04194307'],[],[],"['December 11, 2019']",['Actual'],"['December 9, 2019']","['December 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,275,['NCT04192630'],[],[],"['December 10, 2019']",['Actual'],"['December 6, 2019']","['December 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,276,['NCT04189913'],[],[],"['December 6, 2019']",['Actual'],"['December 4, 2019']","['December 5, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,277,['NCT04189081'],[],[],"['December 6, 2019']",['Actual'],"['December 4, 2019']","['December 4, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,278,['NCT04186806'],[],[],"['December 5, 2019']",['Actual'],"['October 8, 2019']","['December 3, 2019']",[],[],[],"['September 23, 2020', 'September 23, 2020']","['Release', 'Unrelease']",['3M'],"['October 30, 2020']",[]
0,279,['NCT04184973'],[],[],"['December 4, 2019']",['Actual'],"['December 1, 2019']","['December 1, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,280,['NCT04178720'],[],[],"['November 26, 2019']",['Actual'],"['November 25, 2019']","['November 25, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,281,['NCT04177771'],[],[],"['November 26, 2019']",['Actual'],"['November 22, 2019']","['November 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,282,['NCT04177212'],[],[],"['November 26, 2019']",['Actual'],"['November 20, 2019']","['November 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,283,['NCT04176965'],[],[],"['November 26, 2019']",['Actual'],"['November 20, 2019']","['November 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,284,['NCT04175340'],[],[],"['November 25, 2019']",['Actual'],"['November 20, 2019']","['November 21, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,285,['NCT04166032'],[],[],"['November 18, 2019']",['Actual'],"['November 13, 2019']","['November 14, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,286,['NCT04162652'],[],[],"['November 14, 2019']",['Actual'],"['November 11, 2019']","['November 11, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,287,['NCT04158466'],[],[],"['November 8, 2019']",['Actual'],"['November 7, 2019']","['November 7, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,288,['NCT04153292'],[],[],"['November 6, 2019']",['Actual'],"['November 4, 2019']","['November 5, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,289,['NCT04152642'],[],[],"['November 5, 2019']",['Actual'],"['November 1, 2019']","['November 4, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,290,['NCT04151992'],[],[],"['November 5, 2019']",['Actual'],"['November 2, 2019']","['November 2, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,291,['NCT04151290'],[],[],"['November 5, 2019']",['Actual'],"['October 9, 2019']","['November 1, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,292,['NCT04141007'],[],[],"['October 28, 2019']",['Actual'],"['October 17, 2019']","['October 24, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,293,['NCT04136158'],[],[],"['October 23, 2019']",['Actual'],"['October 21, 2019']","['October 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,294,['NCT04134286'],[],[],"['October 22, 2019']",['Actual'],"['October 9, 2019']","['October 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,295,['NCT04130490'],[],[],"['October 17, 2019']",['Actual'],"['October 11, 2019']","['October 15, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,296,['NCT04127188'],[],[],"['October 15, 2019']",['Actual'],"['October 12, 2019']","['October 12, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,297,['NCT04121754'],[],[],"['October 10, 2019']",['Actual'],"['October 7, 2019']","['October 8, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,298,['NCT04119609'],[],[],"['October 8, 2019']",['Actual'],"['October 7, 2019']","['October 7, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,299,['NCT04116879'],[],[],"['October 7, 2019']",['Actual'],"['October 3, 2019']","['October 3, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,300,['NCT04116866'],[],[],"['October 7, 2019']",['Actual'],"['October 3, 2019']","['October 3, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,301,['NCT04112784'],[],[],"['October 2, 2019']",['Actual'],"['September 30, 2019']","['September 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,302,['NCT04112628'],[],[],"['October 2, 2019']",['Actual'],"['September 30, 2019']","['September 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,303,['NCT04112134'],[],[],"['October 2, 2019']",['Actual'],"['September 23, 2011']","['September 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,304,['NCT04106934'],[],[],"['September 27, 2019']",['Actual'],"['June 26, 2019']","['September 25, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,305,['NCT04096495'],[],[],"['September 19, 2019']",['Actual'],"['September 18, 2019']","['September 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,306,['NCT04087395'],[],[],"['September 12, 2019']",['Actual'],"['September 2, 2019']","['September 10, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,307,['NCT04085328'],[],[],"['September 11, 2019']",['Actual'],"['September 9, 2019']","['September 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,308,['NCT04083742'],[],[],"['September 10, 2019']",['Actual'],"['August 23, 2019']","['September 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,309,['NCT04082078'],[],[],"['September 9, 2019']",['Actual'],"['September 5, 2019']","['September 5, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,310,['NCT04081727'],[],[],"['September 9, 2019']",['Actual'],"['September 4, 2019']","['September 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,311,['NCT04079842'],[],[],"['September 6, 2019']",['Actual'],"['September 3, 2019']","['September 3, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,312,['NCT04079816'],[],[],"['September 6, 2019']",['Actual'],"['September 3, 2019']","['September 3, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,313,['NCT04078490'],[],[],"['September 6, 2019']",['Actual'],"['September 1, 2019']","['September 1, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,314,['NCT04073823'],[],[],"['August 29, 2019']",['Actual'],"['July 25, 2019']","['August 27, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,315,['NCT04069585'],[],[],"['August 28, 2019']",['Actual'],"['August 23, 2019']","['August 23, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,316,['NCT04068818'],[],[],"['August 28, 2019']",['Actual'],"['August 23, 2019']","['August 23, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,317,['NCT04065659'],[],[],"['August 22, 2019']",['Actual'],"['August 19, 2019']","['August 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,318,['NCT04064606'],[],[],"['August 22, 2019']",['Actual'],"['August 19, 2019']","['August 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,319,['NCT04060524'],[],[],"['August 19, 2019']",['Actual'],"['August 15, 2019']","['August 15, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,320,['NCT04057105'],[],[],"['August 15, 2019']",['Actual'],"['July 29, 2019']","['August 13, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,321,['NCT04056494'],[],[],"['August 14, 2019']",['Actual'],"['August 9, 2019']","['August 12, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,322,['NCT04055519'],[],[],"['August 13, 2019']",['Actual'],"['August 12, 2019']","['August 12, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,323,['NCT04055324'],[],[],"['August 13, 2019']",['Actual'],"['August 9, 2019']","['August 12, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,324,['NCT04054401'],[],[],"['August 13, 2019']",['Actual'],"['July 30, 2019']","['August 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,325,['NCT04046627'],[],[],"['August 6, 2019']",['Actual'],"['July 11, 2019']","['August 4, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,326,['NCT04043234'],[],[],"['August 2, 2019']",['Actual'],"['July 31, 2019']","['July 31, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,327,['NCT04040933'],[],[],"['August 1, 2019']",['Actual'],"['July 30, 2019']","['July 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,328,['NCT04036747'],[],[],"['July 30, 2019']",['Actual'],"['July 26, 2019']","['July 26, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,329,['NCT04035161'],[],[],"['July 29, 2019']",['Actual'],"['July 10, 2019']","['July 26, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,330,['NCT04033315'],[],[],"['July 26, 2019']",['Actual'],"['July 24, 2019']","['July 24, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,331,['NCT04032977'],[],[],"['July 25, 2019']",['Actual'],"['July 19, 2019']","['July 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,332,['NCT04031989'],[],[],"['July 25, 2019']",['Actual'],"['July 23, 2019']","['July 23, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,333,['NCT04031976'],[],[],"['July 25, 2019']",['Actual'],"['July 23, 2019']","['July 23, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,334,['NCT04030702'],[],[],"['July 24, 2019']",['Actual'],"['July 21, 2019']","['July 21, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,335,['NCT04011826'],[],[],"['July 9, 2019']",['Actual'],"['July 2, 2019']","['July 8, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,336,['NCT04008836'],[],[],"['July 5, 2019']",['Actual'],"['July 1, 2019']","['July 2, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,337,['NCT04005586'],[],[],"['July 2, 2019']",['Actual'],"['June 26, 2019']","['June 28, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,338,['NCT04003831'],[],[],"['July 1, 2019']",['Actual'],"['June 12, 2019']","['June 28, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,339,['NCT03999944'],[],[],"['June 27, 2019']",['Actual'],"['June 25, 2019']","['June 25, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,340,['NCT03997357'],[],[],"['June 25, 2019']",['Actual'],"['June 22, 2019']","['June 22, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,341,['NCT03996187'],[],[],"['June 24, 2019']",['Actual'],"['June 20, 2019']","['June 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,342,['NCT03995355'],[],[],"['June 24, 2019']",['Actual'],"['June 20, 2019']","['June 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,343,['NCT03992768'],[],[],"['June 20, 2019']",['Actual'],"['June 18, 2019']","['June 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,344,['NCT03991468'],[],[],"['June 19, 2019']",['Actual'],"['June 18, 2019']","['June 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,345,['NCT03972995'],[],[],"['June 4, 2019']",['Actual'],"['May 31, 2019']","['May 31, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,346,['NCT03971721'],[],[],"['June 3, 2019']",['Actual'],"['May 30, 2019']","['May 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,347,['NCT03969875'],[],[],"['May 31, 2019']",['Actual'],"['May 29, 2019']","['May 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,348,['NCT03967184'],[],[],"['May 30, 2019']",['Actual'],"['May 26, 2019']","['May 28, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,349,['NCT03964831'],[],[],"['May 28, 2019']",['Actual'],"['May 23, 2019']","['May 23, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,350,['NCT03953274'],[],[],"['May 16, 2019']",['Actual'],"['May 14, 2019']","['May 14, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,351,['NCT03950895'],[],[],"['May 15, 2019']",['Actual'],"['May 13, 2019']","['May 14, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,352,['NCT03949335'],[],[],"['May 14, 2019']",['Actual'],"['May 1, 2019']","['May 13, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,353,['NCT03944629'],[],[],"['May 9, 2019']",['Actual'],"['February 15, 2018']","['May 8, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,354,['NCT03942016'],[],[],"['May 8, 2019']",['Actual'],"['April 30, 2019']","['May 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,355,['NCT03941912'],[],[],"['May 8, 2019']",['Actual'],"['May 6, 2019']","['May 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,356,['NCT03934463'],[],[],"['May 1, 2019']",['Actual'],"['April 29, 2019']","['April 29, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,357,['NCT03934125'],[],[],"['May 1, 2019']",['Actual'],"['April 25, 2019']","['April 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,358,['NCT03931213'],[],[],"['April 30, 2019']",['Actual'],"['April 22, 2019']","['April 24, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,359,['NCT03925545'],[],[],"['April 24, 2019']",['Actual'],"['April 15, 2019']","['April 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,360,['NCT03920280'],[],[],"['April 18, 2019']",['Actual'],"['April 16, 2019']","['April 16, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,361,['NCT03918928'],[],[],"['April 18, 2019']",['Actual'],"['August 2, 2018']","['April 16, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,362,['NCT03912584'],[],[],"['April 11, 2019']",['Actual'],"['April 9, 2019']","['April 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,363,['NCT03911700'],[],[],"['April 11, 2019']",['Actual'],"['April 4, 2019']","['April 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,364,['NCT03898778'],[],[],"['April 2, 2019']",['Actual'],"['March 30, 2019']","['March 30, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,365,['NCT03897751'],[],[],"['April 1, 2019']",['Actual'],"['March 29, 2019']","['March 29, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,366,['NCT03897712'],[],[],"['April 1, 2019']",['Actual'],"['March 29, 2019']","['March 29, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,367,['NCT03895034'],[],[],"['March 29, 2019']",['Actual'],"['March 27, 2019']","['March 27, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,368,['NCT03888352'],[],[],"['March 25, 2019']",['Actual'],"['February 26, 2019']","['March 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,369,['NCT03872609'],[],[],"['March 13, 2019']",['Actual'],"['March 7, 2019']","['March 11, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,370,['NCT03872466'],[],[],"['March 13, 2019']",['Actual'],"['March 11, 2019']","['March 11, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,371,['NCT03871179'],[],[],"['March 12, 2019']",['Actual'],"['March 9, 2019']","['March 9, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,372,['NCT03864848'],[],[],"['March 6, 2019']",['Actual'],"['November 1, 2018']","['March 5, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,373,['NCT03864081'],[],[],"['March 6, 2019']",['Actual'],"['January 1, 2019']","['March 4, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,374,['NCT03862300'],[],[],"['March 5, 2019']",['Actual'],"['February 28, 2019']","['March 1, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,375,['NCT03858140'],[],[],"['February 28, 2019']",['Actual'],"['February 27, 2019']","['February 27, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,376,['NCT03851510'],[],[],"['February 22, 2019']",['Actual'],"['February 15, 2019']","['February 20, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,377,['NCT03839199'],[],[],"['February 15, 2019']",['Actual'],"['December 11, 2018']","['February 11, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,378,['NCT03835026'],[],[],"['February 8, 2019']",['Actual'],"['February 6, 2019']","['February 6, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,379,['NCT03812679'],[],[],"['January 23, 2019']",['Actual'],"['January 4, 2019']","['January 18, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,380,['NCT03805074'],[],[],"['January 15, 2019']",['Actual'],"['January 4, 2019']","['January 11, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,381,['NCT03799549'],[],[],"['January 10, 2019']",['Actual'],"['January 8, 2019']","['January 8, 2019']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,382,['NCT03790046'],[],[],"['December 31, 2018']",['Actual'],"['December 27, 2018']","['December 27, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,383,['NCT03789669'],[],[],"['December 28, 2018']",['Actual'],"['December 27, 2018']","['December 27, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,384,['NCT03788551'],[],[],"['December 27, 2018']",['Actual'],"['November 21, 2018']","['December 22, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,385,['NCT03782116'],[],[],"['December 20, 2018']",['Actual'],"['August 16, 2018']","['December 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,386,['NCT03779984'],[],[],"['December 19, 2018']",['Actual'],"['December 13, 2018']","['December 17, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,387,['NCT03771521'],[],[],"['December 11, 2018']",['Actual'],"['December 7, 2018']","['December 8, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,388,['NCT03771352'],[],[],"['December 11, 2018']",['Actual'],"['November 30, 2018']","['December 7, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,389,['NCT03764254'],[],[],"['December 5, 2018']",['Actual'],"['November 20, 2018']","['December 2, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,390,['NCT03748823'],[],[],"['November 21, 2018']",['Actual'],"['November 19, 2018']","['November 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,391,['NCT03748771'],[],[],"['November 21, 2018']",['Actual'],"['November 12, 2018']","['November 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,392,['NCT03748316'],[],[],"['November 20, 2018']",['Actual'],"['November 14, 2018']","['November 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,393,['NCT03748264'],[],[],"['November 20, 2018']",['Actual'],"['November 13, 2018']","['November 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,394,['NCT03736798'],[],[],"['November 9, 2018']",['Actual'],"['November 7, 2018']","['November 8, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,395,['NCT03730480'],[],[],"['November 5, 2018']",['Actual'],"['November 1, 2018']","['November 1, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,396,['NCT03729024'],[],[],"['November 2, 2018']",['Actual'],"['October 31, 2018']","['October 31, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,397,['NCT03728309'],[],[],"['November 2, 2018']",['Actual'],"['October 31, 2018']","['October 31, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,398,['NCT03716492'],[],[],"['October 23, 2018']",['Actual'],"['October 12, 2018']","['October 18, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,399,['NCT03713281'],[],[],"['October 19, 2018']",['Actual'],"['October 18, 2018']","['October 18, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,400,['NCT03708393'],[],[],"['October 17, 2018']",['Actual'],"['September 28, 2018']","['October 11, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,401,['NCT03706430'],[],[],"['October 16, 2018']",['Actual'],"['October 11, 2018']","['October 11, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,402,['NCT03704636'],[],[],"['October 15, 2018']",['Actual'],"['October 10, 2018']","['October 10, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,403,['NCT03700372'],[],[],"['October 9, 2018']",['Actual'],"['October 4, 2018']","['October 5, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,404,['NCT03700047'],[],[],"['October 9, 2018']",['Actual'],"['October 4, 2018']","['October 5, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,405,['NCT03696316'],[],[],"['October 4, 2018']",['Actual'],"['October 3, 2018']","['October 3, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,406,['NCT03692741'],[],[],"['October 2, 2018']",['Actual'],"['September 29, 2018']","['September 29, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,407,['NCT03685136'],[],[],"['September 26, 2018']",['Actual'],"['September 6, 2018']","['September 24, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,408,['NCT03682432'],[],[],"['September 24, 2018']",['Actual'],"['September 21, 2018']","['September 21, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,409,['NCT03681886'],[],[],"['September 24, 2018']",['Actual'],"['September 20, 2018']","['September 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,410,['NCT03681496'],[],[],"['September 24, 2018']",['Actual'],"['September 20, 2018']","['September 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,411,['NCT03678103'],[],[],"['September 19, 2018']",['Actual'],"['September 17, 2018']","['September 17, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,412,['NCT03677388'],[],[],"['September 19, 2018']",['Actual'],"['September 17, 2018']","['September 17, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,413,['NCT03670277'],[],[],"['September 13, 2018']",['Actual'],"['September 12, 2018']","['September 12, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,414,['NCT03663010'],[],[],"['September 10, 2018']",['Actual'],"['September 6, 2018']","['September 7, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,415,['NCT03642431'],[],[],"['August 22, 2018']",['Actual'],"['August 1, 2018']","['August 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,416,['NCT03641937'],[],[],"['August 22, 2018']",['Actual'],"['August 20, 2018']","['August 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,417,['NCT03631550'],[],[],"['August 15, 2018']",['Actual'],"['August 13, 2018']","['August 14, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,418,['NCT03628898'],[],[],"['August 14, 2018']",['Actual'],"['August 9, 2018']","['August 9, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,419,['NCT03617822'],[],[],"['August 6, 2018']",['Actual'],"['August 1, 2018']","['August 3, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,420,['NCT03614130'],[],[],"['August 3, 2018']",['Actual'],"['July 30, 2018']","['July 30, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,421,['NCT03613363'],[],[],"['August 3, 2018']",['Actual'],"['July 9, 2018']","['July 27, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
