,Rank,NCTId,PrimaryOutcomeMeasure,SecondaryIdDomain,ReferenceCitation,ReferencePMID,ReferenceType,RemovedCountry,ResponsiblePartyInvestigatorAffiliation,ResponsiblePartyInvestigatorFullName,ResponsiblePartyInvestigatorTitle,ResponsiblePartyOldNameTitle,ResponsiblePartyOldOrganization,ResponsiblePartyType,ResultsFirstPostDate,ResultsFirstPostDateType,ResultsFirstSubmitDate,ResultsFirstSubmitQCDate,RetractionPMID,RetractionSource,SamplingMethod
0,136,['NCT01369030'],['Change in Depression Severity as Measured by the 9-item Patient Health Questionnaire (PHQ-9)'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['June 3, 2014']",['Estimate'],"['April 18, 2013']","['May 8, 2014']",[],[],['Probability Sample']
0,137,['NCT01568424'],['Survival'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['April 17, 2017']",['Actual'],"['March 3, 2017']","['March 3, 2017']",[],[],[]
0,138,['NCT02406599'],"['Diagnostic accuracy at the margin level', 'Incomplete Surgical Resection (ISR )']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,139,['NCT03965195'],['Differences in all-cause hospitalization rates during the 2019-20 and 2020-21 influenza seasons'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,140,['NCT01368549'],['To determine if Metanx® improves neuropathic symptoms as evaluated by the Neuropathy Total Symptom Score-6 (NTSS-6)'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,141,['NCT01370954'],"[""To determine if CerefolinNAC® affects a subject's quality of life as measured by the Quality of Life-Alzheimer's Disease Scale (QOL-AD)""]",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,142,['NCT01339546'],['Change in ambulatory care visit rates for acute otitis media between the period before (2001-2009) and after the introduction of the 13vPnC vaccine (2011-2013) among children less than 5 years old'],['Alias Study Number'],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,143,['NCT02252159'],"[""Description of patterns of the disease Polycythemia Vera (PV), and associations of such patterns with patients' exposures or treatments"", 'Incidence (frequency) of disease progression', 'Incidence (frequency) of healthcare resources utilization', 'Incidence (frequency) of complications due to PV', 'Incidence (frequency) and description of PV-related symptoms']",[],"['Grunwald MR, Burke JM, Kuter DJ, Gerds AT, Stein B, Walshauser MA, Parasuraman S, Colucci P, Paranagama D, Savona MR, Mesa R. Symptom Burden and Blood Counts in Patients With Polycythemia Vera in the United States: An Analysis From the REVEAL Study. Clin Lymphoma Myeloma Leuk. 2019 Sep;19(9):579-584.e1. doi: 10.1016/j.clml.2019.06.001. Epub 2019 Jun 13.', 'Mesa R, Boccia RV, Grunwald MR, Oh ST, Colucci P, Paranagama D, Parasuraman S, Stein BL. Patient-Reported Outcomes Data From REVEAL at the Time of Enrollment (Baseline): A Prospective Observational Study of Patients With Polycythemia Vera in the United States. Clin Lymphoma Myeloma Leuk. 2018 Sep;18(9):590-596. doi: 10.1016/j.clml.2018.05.020. Epub 2018 May 28.']","['31303457', '30122202']","['derived', 'derived']",['Ukraine'],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,144,['NCT04072289'],"['Measured postoperative refractive sphere and cylinder', 'Measured distance visual acuity']",[],[],[],[],[],"['United States Naval Medical Center, San Diego']",['John Cason'],['Principle Investigator'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,145,['NCT04423770'],['COVID-19 probable or confirmed case'],[],"['Estrich CG, Mikkelsen M, Morrissey R, Geisinger ML, Ioannidou E, Vujicic M, Araujo MWB. Estimating COVID-19 prevalence and infection control practices among US dentists. J Am Dent Assoc. 2020 Oct 9. pii: S0002-8177(20)30658-9. doi: 10.1016/j.adaj.2020.09.005. [Epub ahead of print]']",['33071007'],['derived'],[],['American Dental Association'],['Cameron Estrich'],['Health Research Analyst'],[],[],['Principal Investigator'],[],[],[],[],[],[],['Non-Probability Sample']
0,146,['NCT01358552'],['To determine the safety and tolerability of Néevo®/NéevoDHA® as measured by side effects and compliance'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,147,['NCT02856646'],"['Composite of Treatment Patterns', 'Overall Survival (OS)', 'Progression Free Survival (PFS)', 'Duration of Response', 'Percentage of patients who achieve complete response', 'Percentage of patients who achieve partial response']",[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,148,['NCT01940679'],['Plasma n-3 concentrations'],[],[],[],[],[],['United States Army Research Institute of Environmental Medicine'],['Tracey Smith'],['Research Dietitian'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,149,['NCT02951598'],['Mean Economic Cost Associated with Amyloid Positive AD'],['Eli Lilly and Company'],"[""Robinson RL, Rentz DM, Bruemmer V, Scott Andrews J, Zagar A, Kim Y, Schwartz RL, Ye W, Fillit HM. Observation of Patient and Caregiver Burden Associated with Early Alzheimer's Disease in the United States: Design and Baseline Findings of the GERAS-US Cohort Study1. J Alzheimers Dis. 2019;72(1):279-292. doi: 10.3233/JAD-190430.""]",['31561360'],['derived'],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,150,['NCT02988934'],['Incremental yield for dysplasia due to WATS sampling above that noted from routine forceps biopsies in various clinical settings.'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],['Probability Sample']
0,151,['NCT01028300'],['The Primary Endpoint of This Study is the Assessment of the Mean Oswestry Low Back Pain Disability Questionnaire (ODI) Improvement at the Twelve (12) Month and Twenty-four (24) Month Follow-up Visits Relative to Baseline.'],[],[],[],[],[],[],[],[],[],[],['Sponsor'],"['February 2, 2016']",['Estimate'],"['December 22, 2015']","['December 22, 2015']",[],[],[]
0,152,['NCT01034865'],[],['Stanford'],[],[],[],[],['Stanford University'],['Mindie H. Nguyen'],['Associate Professor of Medicine'],[],[],['Principal Investigator'],[],[],[],[],[],[],['Non-Probability Sample']
0,153,['NCT02352532'],"['Change in muscle stiffness and activation utilizing shear-wave elastography after dry needling - one week follow-up', 'Change in pain pressure threshold utilizing pressure algometry after dry needling', 'Change in muscle stiffness and activation utilizing shear-wave elastography after dry needling.', 'Change in pain pressure threshold utilizing pressure algometry after dry needling - 1 week follow-up']",[],[],[],[],[],['Baylor University'],['Shane Koppenhaver'],"['PT, PhD']",[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,154,['NCT03198793'],['Change in office systolic blood pressure from baseline to Week 8 (Day 56 Visit)'],[],"['Ferdinand KC, Harrison D, Johnson A. The NEW-HOPE study and emerging therapies for difficult-to-control and resistant hypertension. Prog Cardiovasc Dis. 2020 Jan - Feb;63(1):64-73. doi: 10.1016/j.pcad.2019.12.008. Epub 2020 Jan 8. Review.', 'Ferdinand KC, Balavoine F, Besse B, Black HR, Desbrandes S, Dittrich HC, Nesbitt SD. Efficacy and Safety of Firibastat, A First-in-Class Brain Aminopeptidase A Inhibitor, in Hypertensive Overweight Patients of Multiple Ethnic Origins. Circulation. 2019 Jul 9;140(2):138-146. doi: 10.1161/CIRCULATIONAHA.119.040070. Epub 2019 Apr 24.']","['31923435', '31014072']","['derived', 'derived']",[],[],[],[],[],[],['Sponsor'],[],[],[],[],[],[],[]
0,155,['NCT01112917'],['Technical Success'],[],"['Vena Caval Filter Consensus Conference. Recommended reporting standards for vena caval filter placement and patient follow-up. J Vasc Surg. 1999 Sep;30(3):573-9. Review.', 'Grassi CJ, Swan TL, Cardella JF, Meranze SG, Oglevie SB, Omary RA, Roberts AC, Sacks D, Silverstein MI, Towbin RB, Lewis CA; Society of Interventional Radiology Standards of Practice Committee. Quality improvement guidelines for percutaneous permanent inferior vena cava filter placement for the prevention of pulmonary embolism. J Vasc Interv Radiol. 2003 Sep;14(9 Pt 2):S271-5.']","['10477662', '14514832']","['background', 'background']",[],[],[],[],[],[],['Sponsor'],"['July 11, 2016']",['Estimate'],"['April 18, 2016']","['June 1, 2016']",[],[],[]
0,156,['NCT01764269'],['fever'],[],[],[],[],[],['Columbia University'],"['Melissa Stockwell, MD, MPH']",['Assistant Professor of Pediatrics and Population and Family Health'],[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,157,['NCT03346603'],"['Prevalence of ESBL-producing Enterobacteriaceae', 'Prevalence of carbapenem-resistant Enterobacteriaceae (CRE)', 'Prevalence of carbapenem-resistant non fermenting gram negative bacteria']",[],[],[],[],[],['Olive View-UCLA Education & Research Institute'],['David A. Talan'],['Professor of Medicine in Residence'],[],[],['Principal Investigator'],[],[],[],[],[],[],['Non-Probability Sample']
0,158,['NCT04281290'],['Evaluation of feasibility and safety'],[],"['Djokic M, Cemazar M, Popovic P, Kos B, Dezman R, Bosnjak M, Zakelj MN, Miklavcic D, Potrc S, Stabuc B, Tomazic A, Sersa G, Trotovsek B. Electrochemotherapy as treatment option for hepatocellular carcinoma, a prospective pilot study. Eur J Surg Oncol. 2018 May;44(5):651-657. doi: 10.1016/j.ejso.2018.01.090. Epub 2018 Feb 2.', 'Bimonte S, Leongito M, Granata V, Barbieri A, Del Vecchio V, Falco M, Nasto A, Albino V, Piccirillo M, Palaia R, Amore A, Giacomo Rd, Lastoria S, Setola SV, Fusco R, Petrillo A, Izzo F. Electrochemotherapy in pancreatic adenocarcinoma treatment: pre-clinical and clinical studies. Radiol Oncol. 2016 Feb 16;50(1):14-20. doi: 10.1515/raon-2016-0003. eCollection 2016 Mar 1. Review.', 'Tafuto S, von Arx C, De Divitiis C, Maura CT, Palaia R, Albino V, Fusco R, Membrini M, Petrillo A, Granata V, Izzo F; ENETS Center of Excellence Multidisciplinary Group for Neuroendocrine Tumors in Naples (Italy). Electrochemotherapy as a new approach on pancreatic cancer and on liver metastases. Int J Surg. 2015 Sep;21 Suppl 1:S78-82. doi: 10.1016/j.ijsu.2015.04.095. Epub 2015 Jun 27. Review.']","['29402556', '27069445', '26123385']","['background', 'background', 'background']",[],['University Medical Centre Ljubljana'],['Masa Bosnjak'],"['Masa Bosnjak, PhD, researcher at Institute of Oncology Ljubljana (Collaborator)']",[],[],['Principal Investigator'],[],[],[],[],[],[],[]
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,228,['NCT04320823'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,229,['NCT04319887'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,230,['NCT04318132'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,231,['NCT04314947'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,232,['NCT04314700'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,233,['NCT04313725'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,234,['NCT04310566'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,235,['NCT04307446'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,236,['NCT04306744'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,237,['NCT04305119'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,238,['NCT04303273'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,239,['NCT04299386'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,240,['NCT04299009'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,241,['NCT04298359'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,242,['NCT04296773'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,243,['NCT04295499'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,244,['NCT04287036'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,245,['NCT04285541'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,246,['NCT04281940'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,247,['NCT04279522'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,248,['NCT04277455'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,249,['NCT04263532'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,250,['NCT04252183'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,251,['NCT04247581'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,252,['NCT04244357'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,253,['NCT04243369'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,254,['NCT04243239'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,255,['NCT04239885'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,256,['NCT04237207'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,257,['NCT04236869'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,258,['NCT04230486'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,259,['NCT04224155'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,260,['NCT04223609'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,261,['NCT04220060'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,262,['NCT04219891'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,263,['NCT04211441'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,264,['NCT04210622'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,265,['NCT04207749'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,266,['NCT04206839'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,267,['NCT04206384'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,268,['NCT04203745'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,269,['NCT04202419'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,270,['NCT04201340'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,271,['NCT04200898'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,272,['NCT04196907'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,273,['NCT04195581'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,274,['NCT04194307'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,275,['NCT04192630'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,276,['NCT04189913'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,277,['NCT04189081'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,278,['NCT04186806'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,279,['NCT04184973'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,280,['NCT04178720'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,281,['NCT04177771'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,282,['NCT04177212'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,283,['NCT04176965'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,284,['NCT04175340'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,285,['NCT04166032'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,286,['NCT04162652'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,287,['NCT04158466'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,288,['NCT04153292'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,289,['NCT04152642'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,290,['NCT04151992'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,291,['NCT04151290'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
