,Rank,NCTId,LargeDocDate,LargeDocFilename,LargeDocHasICF,LargeDocHasProtocol,LargeDocHasSAP,LargeDocLabel,LargeDocTypeAbbrev,LargeDocUploadDate,LastKnownStatus,LastUpdatePostDate,LastUpdatePostDateType,LastUpdateSubmitDate,LeadSponsorClass,LeadSponsorName,LocationCity,LocationContactEMail,LocationContactName,LocationContactPhone,LocationContactPhoneExt
0,132,['NCT02939131'],"['July 14, 2020', 'April 27, 2018']","['SAP_000.pdf', 'Prot_ICF_001.pdf']","['No', 'Yes']","['No', 'Yes']","['Yes', 'No']","['Statistical Analysis Plan', 'Study Protocol and Informed Consent Form']","['SAP', 'Prot_ICF']","['07/24/2020 18:29', '08/27/2020 16:45']",[],"['September 22, 2020']",['Actual'],"['September 21, 2020']",['NETWORK'],['International Maternal Pediatric Adolescent AIDS Clinical Trials Group'],"['Alhambra', 'La Jolla', 'Los Angeles', 'Aurora', 'Fort Lauderdale', 'Atlanta', 'Chicago', 'Baltimore', 'Bronx', 'Bronx', 'Stony Brook', 'Memphis', 'Houston']",[],[],[],[]
0,133,['NCT03488264'],[],[],[],[],[],[],[],[],[],"['April 11, 2019']",['Actual'],"['April 10, 2019']",['OTHER'],['Duke University'],"['Durham', 'Mona']",[],[],[],[]
0,134,['NCT01873482'],[],[],[],[],[],[],[],[],[],"['November 2, 2014']",['Estimate'],"['October 31, 2014']",['OTHER'],['Duke University'],['Durham'],[],[],[],[]
0,135,['NCT02829073'],[],[],[],[],[],[],[],[],['Recruiting'],"['May 2, 2017']",['Actual'],"['May 1, 2017']",['FED'],['United States Army Aeromedical Research Laboratory'],['Fort Rucker'],"['stephanie.j.karch.civ@mail.mil', 'william.a.ahroon.civ@mail.mil']","['Stephanie J Karch, Au.D., Ph.D.', 'William A Ahroon, Ph.D.', 'Lynnette B Bardolf, Ph.D.']","['334-255-6827', '334-255-6828']",[]
0,136,['NCT01369030'],[],[],[],[],[],[],[],[],[],"['June 3, 2014']",['Estimate'],"['May 8, 2014']",['INDUSTRY'],"['Pamlab, Inc.']","['Greensboro', 'Nashville']",[],[],[],[]
0,137,['NCT01568424'],[],[],[],[],[],[],[],[],[],"['January 30, 2019']",['Actual'],"['January 28, 2019']",['INDUSTRY'],['Abbott Medical Devices'],"['Phoenix', 'Lexington', 'Minneapolis', 'New York', 'Rochester', 'Durham', 'Pittsburgh', 'Houston', 'Murray', 'Salt Lake City']",[],[],[],[]
0,138,['NCT02406599'],[],[],[],[],[],[],[],[],[],"['January 21, 2020']",['Actual'],"['January 17, 2020']",['INDUSTRY'],['Dune Medical Devices'],"['Washington', 'Jacksonville', 'Tampa', 'Chicago', 'Chicago', 'Baltimore', 'Bethesda', 'Berkeley Heights', 'Albuquerque', 'New York', 'Harrisburg']","['bwood25@jhmi.edu', 'drice22@jhmi.edu', 'dana.kontras@bmcjax.com', 'Andrea_Madrigrano@rush.edu', 'bsquiller1@jhmi.edu', 'mhyman7@jhmi.edu', 'SGFine@salud.unm.edu', 'mesuarez@montefiore.org']","['Brittany Wood, BS', 'Daphne Rice, BS', 'Collette Magnant, MD', 'Dana Kontras', 'Beth-Ann Lesnikoski, MD', 'Andrea Madrigrano, MD', 'Barbara Squiller, RN, MSN, MPH', 'Melissa Hyman', 'Pamela Wright, MD', 'Stepanie Fine, MD', 'Melissa Suarez', 'Sheldon Feldman, MD']","['202-660-5772', '202-660-5629', '904-202-7070', '301-896-2719', '301-896-3221', '718-920-6742']",[]
0,139,['NCT03965195'],[],[],[],[],[],[],[],[],[],"['September 25, 2020']",['Actual'],"['September 23, 2020']",['OTHER'],"['Insight Therapeutics, LLC']",['Norfolk'],[],[],[],[]
0,140,['NCT01368549'],[],[],[],[],[],[],[],[],"['Active, not recruiting']","['January 11, 2012']",['Estimate'],"['January 9, 2012']",['INDUSTRY'],"['Pamlab, L.L.C.']",['Montgomery'],[],[],[],[]
0,141,['NCT01370954'],[],[],[],[],[],[],[],[],[],"['May 9, 2013']",['Estimate'],"['May 7, 2013']",['INDUSTRY'],"['Pamlab, Inc.']",['Hickory'],[],[],[],[]
0,142,['NCT01339546'],[],[],[],[],[],[],[],[],[],"['November 24, 2017']",['Actual'],"['November 21, 2017']",['INDUSTRY'],['Pfizer'],[],[],[],[],[]
0,143,['NCT02252159'],[],[],[],[],[],[],[],[],[],"['June 3, 2019']",['Actual'],"['May 31, 2019']",['INDUSTRY'],['Incyte Corporation'],"['Green Valley', 'Safford', 'Scottsdale', 'Tucson', 'Yuma', 'Jonesboro', 'Little Rock', 'North Little Rock', 'Stuttgart', 'Berkeley', 'Burbank', 'Corona', 'Fountain Valley', 'Highland', 'Laguna Hills', 'Los Alamitos', 'Oceanside', 'Orange', 'Pismo Beach', 'Rancho Mirage', 'Riverside', 'Santa Maria', 'Santa Rosa', 'Tarzana', 'Torrance', 'Vallejo', 'West Hills', 'Whittier', 'Aurora', 'Colorado Springs', 'Fort Collins', 'Pueblo', 'Middletown', 'Norwich', 'Stamford', 'Washington', 'Aventura', 'Boynton Beach', 'Deerfield Beach', 'Fort Lauderdale', 'Hialeah', 'Hollywood', 'Jacksonville', 'Miami Lakes', 'Ocala', 'Pembroke Pines', 'Pensacola', 'Santa Rosa Beach', 'Winter Haven', 'Atlanta', 'Augusta', 'Austell', 'Cartersville', 'Columbus', 'Douglasville', 'Gainesville', 'Marietta', 'Rome', 'Savannah', 'Thomasville', 'Boise', 'Post Falls', 'Berwyn', 'Chicago', 'Danville', 'Decatur', 'Effingham', 'Evanston', 'Harvey', 'Joliet', 'Kewanee', 'Macomb', 'Maywood', 'Morris', 'New Lenox', 'Normal', 'Ottawa', 'Park Ridge', 'Pekin', 'Peoria', 'Peru', 'Princeton', 'Skokie', 'Springfield', 'Urbana', 'Anderson', 'Columbus', 'Crown Point', 'Fort Wayne', 'Indianapolis', 'Lafayette', 'Marion', 'Mooresville', 'New Albany', 'Newburgh', 'Terre Haute', 'Cedar Rapids', 'Iowa City', 'Mason City', 'Sioux City', 'Topeka', 'Wichita', 'Ashland', 'Danville', 'Hazard', 'Lexington', 'Louisville', 'Mount Sterling', 'Paducah', 'Richmond', 'Alexandria', 'Baton Rouge', 'Marrero', 'Shreveport', 'Rockport', 'Baltimore', 'Bethesda', 'Clinton', 'Cumberland', 'Hagerstown', 'Boston', 'Fairhaven', 'Lawrence', 'Pittsfield', 'Worcester', 'Ann Arbor', 'Battle Creek', 'Brighton', 'Canton', 'Chelsea', 'Dearborn', 'Detroit', 'Flint', 'Grand Rapids', 'Jackson', 'Kalamazoo', 'Lansing', 'Marquette', 'Pontiac', 'Saginaw', 'Edina', 'Minneapolis', 'Saint Cloud', 'Saint Louis Park', 'Saint Paul', 'Bolivar', 'Cape Girardeau', 'Kansas City', 'Saint Louis', 'Billings', 'Kalispell', 'Henderson', 'Las Vegas', 'Dover', 'Portsmouth', 'Brick', 'East Orange', 'Edison', 'Flemington', 'Hackettstown', 'Paramus', 'Somerville', 'Sparta', 'Vineland', 'Farmington', 'Albany', 'Binghamton', 'Bronx', 'Brooklyn', 'Cooperstown', 'Corning', 'East Setauket', 'Elmira', 'Herkimer', 'Ithaca', 'Johnson City', 'New York', 'Oneonta', 'Poughkeepsie', 'Rochester', 'Staten Island', 'Utica', 'Albemarle', 'Boone', 'Charlotte', 'Clayton', 'Durham', 'Greenville', 'Hendersonville', 'Henderson', 'Hickory', 'Lincolnton', 'Shelby', 'Smithfield', 'Winston-Salem', 'Bismarck', 'Canton', 'Cincinnati', 'Cleveland', 'Columbus', 'Dover', 'Huber Heights', 'Massillon', 'Mount Vernon', 'Oregon', 'Toledo', 'West Chester', 'Oklahoma City', 'Beaverton', 'Corvallis', 'Portland', 'Salem', 'Allentown', 'Bethlehem', 'Broomall', 'Drexel Hill', 'Easton', 'Gettysburg', 'Hanover', 'Hershey', 'Kittanning', 'Philadelphia', 'Quakertown', 'Sayre', 'Upland', 'Wellsboro', 'Willow Grove', 'York', 'Pawtucket', 'Charleston', 'Hilton Head Island', 'Murrells Inlet', 'Rock Hill', 'Rapid City', 'Sioux Falls', 'Watertown', 'Germantown', 'Jackson', 'Nashville', 'Abilene', 'Athens', 'Bryan', 'Corpus Christi', 'Galveston', 'Houston', 'Jacksonville', 'Plano', 'Richardson', 'Tyler', 'Ogden', 'Salt Lake City', 'Bristol', 'Chesapeake', 'Falls Church', 'Portsmouth', 'Suffolk', 'Bellingham', 'Everett', 'Puyallup', 'Seattle', 'Martinsburg', 'Green Bay', 'Milwaukee', 'Weston', 'Bayamon', 'Ponce']",[],[],[],[]
0,144,['NCT04072289'],[],[],[],[],[],[],[],[],[],"['September 23, 2020']",['Actual'],"['September 21, 2020']",['FED'],"['United States Naval Medical Center, San Diego']",['San Diego'],"['donna.m.murdoch.ctr@mail.mil', 'tyler.p.miles.mil@mail.mil']","['Donna Murdoch, Ph.D.', 'Tyler Miles, O.D.', 'John B Cason, M.D.']","['619-524-0771', '619-524-0771']",[]
0,145,['NCT04423770'],[],[],[],[],[],[],[],[],[],"['August 27, 2020']",['Actual'],"['August 25, 2020']",['OTHER'],['American Dental Association'],['Chicago'],[],[],[],[]
0,146,['NCT01358552'],[],[],[],[],[],[],[],[],[],"['May 1, 2013']",['Estimate'],"['April 30, 2013']",['INDUSTRY'],"['Pamlab, Inc.']",['Corpus Christi'],[],[],[],[]
0,147,['NCT02856646'],[],[],[],[],[],[],[],[],[],"['April 17, 2019']",['Actual'],"['April 15, 2019']",['INDUSTRY'],['Bristol-Myers Squibb'],['Louisville'],[],"['Don Stevens, Site 0001']",['502-899-3366'],[]
0,148,['NCT01940679'],[],[],[],[],[],[],[],[],[],"['March 4, 2014']",['Estimate'],"['March 3, 2014']",['FED'],['United States Army Research Institute of Environmental Medicine'],['Natick'],[],[],[],[]
0,149,['NCT02951598'],[],[],[],[],[],[],[],[],[],"['January 18, 2020']",['Actual'],"['January 16, 2020']",['INDUSTRY'],['Eli Lilly and Company'],"['Anaheim', 'Anaheim', 'Imperial', 'Irvine', 'Irvine', 'Laguna Hills', 'Los Alamitos', 'Panorama City', 'Pasadena', 'Riverside', 'San Bernardino', 'Santa Ana', 'Ventura', 'Englewood', 'New London', 'Atlantis', 'Aventura', 'Clearwater', 'Coral Gables', 'Doral', 'Doral', 'Gainesville', 'Hialeah', 'Hialeah', 'Hialeah', 'Hialeah', 'Hollywood', 'Homestead', 'Jacksonville', 'Jacksonville', 'Lauderdale Lakes', 'Miami Lakes', 'Miami', 'Miami', 'Miami', 'Miami', 'Miami', 'Miami', 'Orange City', 'Orlando', 'Saint Petersburg', 'Tampa', 'Weeki Wachee', 'Atlanta', 'Franklin', 'Jeffersonville', 'Newton', 'Lexington', 'Alexandria', 'Catonsville', 'Hattiesburg', 'Jackson', 'Saint Louis', 'Monroe', 'Brooklyn', 'Brooklyn', 'Lake Placid', 'New Windsor', 'Charlotte', 'Charlotte', 'Charlotte', 'New Bern', 'Centerville', 'Cincinnati', 'Wooster', 'Oklahoma City', 'Philadelphia', 'Cordova', 'Knoxville', 'Carrollton', 'Dallas', 'Frisco', 'Greenville', 'Highlands', 'Irving', 'Lewisville', 'Spokane']",[],[],[],[]
0,150,['NCT02988934'],[],[],[],[],[],[],[],[],[],"['July 17, 2020']",['Actual'],"['July 15, 2020']",['INDUSTRY'],['CDx Diagnostics'],['Chapel Hill'],['susan_moist@med.unc.edu'],"['Susan Moist, MPH, CCRP']",['919-966-7655'],[]
0,151,['NCT01028300'],[],[],[],[],[],[],[],[],[],"['March 2, 2016']",['Estimate'],"['February 2, 2016']",['INDUSTRY'],"['Synthes USA HQ, Inc.']",['San Diego'],[],[],[],[]
0,152,['NCT01034865'],[],[],[],[],[],[],[],[],[],"['May 1, 2017']",['Actual'],"['April 27, 2017']",['OTHER'],['Stanford University'],['Stanford'],[],[],[],[]
0,153,['NCT02352532'],[],[],[],[],[],[],[],[],[],"['July 21, 2017']",['Actual'],"['July 20, 2017']",['OTHER'],['Baylor University'],['Fort Sam Houston'],[],[],[],[]
0,154,['NCT03198793'],[],[],[],[],[],[],[],[],[],"['December 11, 2018']",['Actual'],"['December 10, 2018']",['INDUSTRY'],['Quantum Genomics SA'],['Port Orange'],[],[],[],[]
0,155,['NCT01112917'],[],[],[],[],[],[],[],[],[],"['July 11, 2016']",['Estimate'],"['June 1, 2016']",['INDUSTRY'],"['B. Braun Interventional Systems, Inc']","['Miami', 'Chicago', 'Hinsdale', 'Royal Oak', 'Manhasset', 'New York', 'Abington', 'Pittsburgh', 'Charleston', 'Charlottesville', 'Milwaukee']",[],[],[],[]
0,156,['NCT01764269'],[],[],[],[],[],[],[],[],[],"['June 24, 2014']",['Estimate'],"['June 22, 2014']",['OTHER'],['Columbia University'],"['Atlanta', 'New York']",[],[],[],[]
0,157,['NCT03346603'],[],[],[],[],[],[],[],[],[],"['April 10, 2020']",['Actual'],"['April 9, 2020']",['OTHER'],['Olive View-UCLA Education & Research Institute'],['Sylmar'],[],[],[],[]
0,158,['NCT04281290'],[],[],[],[],[],[],[],[],[],"['February 24, 2020']",['Actual'],"['February 19, 2020']",['OTHER'],['University Medical Centre Ljubljana'],['Ljubljana'],[],[],[],[]
0,159,['NCT04601103'],[],[],[],[],[],[],[],[],[],"['October 23, 2020']",['Actual'],"['October 22, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,160,['NCT04600856'],[],[],[],[],[],[],[],[],[],"['October 28, 2020']",['Actual'],"['October 27, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,161,['NCT04599907'],[],[],[],[],[],[],[],[],[],"['October 23, 2020']",['Actual'],"['October 18, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,162,['NCT04593875'],[],[],[],[],[],[],[],[],[],"['October 20, 2020']",['Actual'],"['October 13, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,163,['NCT04589507'],[],[],[],[],[],[],[],[],[],"['October 19, 2020']",['Actual'],"['October 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,164,['NCT04586205'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 12, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,165,['NCT04585646'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 12, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,166,['NCT04584788'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 12, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,167,['NCT04584099'],[],[],[],[],[],[],[],[],[],"['October 12, 2020']",['Actual'],"['October 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,168,['NCT04577898'],[],[],[],[],[],[],[],[],[],"['October 8, 2020']",['Actual'],"['October 5, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,169,['NCT04577456'],[],[],[],[],[],[],[],[],[],"['October 8, 2020']",['Actual'],"['September 30, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,170,['NCT04569253'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,171,['NCT04567186'],[],[],[],[],[],[],[],[],[],"['September 28, 2020']",['Actual'],"['September 23, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,172,['NCT04562532'],[],[],[],[],[],[],[],[],[],"['September 24, 2020']",['Actual'],"['September 18, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,173,['NCT04558970'],[],[],[],[],[],[],[],[],[],"['September 22, 2020']",['Actual'],"['September 16, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,174,['NCT04558632'],[],[],[],[],[],[],[],[],[],"['September 22, 2020']",['Actual'],"['September 18, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,175,['NCT04558047'],[],[],[],[],[],[],[],[],[],"['September 22, 2020']",['Actual'],"['September 18, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,176,['NCT04557917'],[],[],[],[],[],[],[],[],[],"['September 23, 2020']",['Actual'],"['September 21, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,177,['NCT04557891'],[],[],[],[],[],[],[],[],[],"['September 23, 2020']",['Actual'],"['September 21, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,178,['NCT04556968'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 13, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,179,['NCT04556474'],[],[],[],[],[],[],[],[],[],"['September 21, 2020']",['Actual'],"['September 14, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,180,['NCT04547920'],[],[],[],[],[],[],[],[],[],"['September 14, 2020']",['Actual'],"['September 8, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,181,['NCT04547712'],[],[],[],[],[],[],[],[],[],"['September 14, 2020']",['Actual'],"['September 10, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,182,['NCT04544670'],[],[],[],[],[],[],[],[],[],"['September 10, 2020']",['Actual'],"['September 6, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,183,['NCT04542525'],[],[],[],[],[],[],[],[],[],"['October 22, 2020']",['Actual'],"['October 19, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,184,['NCT04540913'],[],[],[],[],[],[],[],[],[],"['September 7, 2020']",['Actual'],"['September 3, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,185,['NCT04537013'],[],[],[],[],[],[],[],[],[],"['September 3, 2020']",['Actual'],"['August 28, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,186,['NCT04536168'],[],[],[],[],[],[],[],[],[],"['September 2, 2020']",['Actual'],"['September 1, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,187,['NCT04534764'],[],[],[],[],[],[],[],[],[],"['September 1, 2020']",['Actual'],"['August 27, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,188,['NCT04532099'],[],[],[],[],[],[],[],[],[],"['September 25, 2020']",['Actual'],"['September 23, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,189,['NCT04529616'],[],[],[],[],[],[],[],[],[],"['August 27, 2020']",['Actual'],"['August 24, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,190,['NCT04529109'],[],[],[],[],[],[],[],[],[],"['September 28, 2020']",['Actual'],"['September 25, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,191,['NCT04524247'],[],[],[],[],[],[],[],[],[],"['August 24, 2020']",['Actual'],"['August 19, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,192,['NCT04523545'],[],[],[],[],[],[],[],[],[],"['October 5, 2020']",['Actual'],"['October 2, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,193,['NCT04513574'],[],[],[],[],[],[],[],[],[],"['September 2, 2020']",['Actual'],"['August 31, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,194,['NCT04510857'],[],[],[],[],[],[],[],[],[],"['August 12, 2020']",['Actual'],"['August 11, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,195,['NCT04508335'],[],[],[],[],[],[],[],[],[],"['August 11, 2020']",['Actual'],"['August 7, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,196,['NCT04502758'],[],[],[],[],[],[],[],[],[],"['August 6, 2020']",['Actual'],"['August 4, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,197,['NCT04501146'],[],[],[],[],[],[],[],[],[],"['August 6, 2020']",['Actual'],"['July 31, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,198,['NCT04500821'],[],[],[],[],[],[],[],[],[],"['October 19, 2020']",['Actual'],"['October 13, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,199,['NCT04499521'],[],[],[],[],[],[],[],[],[],"['August 5, 2020']",['Actual'],"['July 31, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,200,['NCT04496752'],[],[],[],[],[],[],[],[],[],"['August 3, 2020']",['Actual'],"['July 29, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,201,['NCT04493021'],[],[],[],[],[],[],[],[],[],"['July 30, 2020']",['Actual'],"['July 29, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],"['July 28, 2020']",['Actual'],"['July 23, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],"['September 16, 2020']",['Actual'],"['September 15, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],"['September 30, 2020']",['Actual'],"['September 29, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],"['July 16, 2020']",['Actual'],"['July 15, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],"['September 30, 2020']",['Actual'],"['September 28, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],[],[],"['July 10, 2020']",['Actual'],"['July 7, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],[],[],"['July 22, 2020']",['Actual'],"['July 20, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],[],[],"['August 25, 2020']",['Actual'],"['August 21, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],[],[],"['August 12, 2020']",['Actual'],"['August 11, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],[],[],"['September 16, 2020']",['Actual'],"['September 14, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],[],[],"['October 5, 2020']",['Actual'],"['October 1, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],[],[],"['June 5, 2020']",['Actual'],"['June 3, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],[],[],"['October 8, 2020']",['Actual'],"['October 5, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],[],[],"['October 22, 2020']",['Actual'],"['October 19, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],[],[],"['September 18, 2020']",['Actual'],"['September 17, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],[],[],"['May 19, 2020']",['Actual'],"['May 16, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],[],[],"['September 11, 2020']",['Actual'],"['September 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],[],[],"['May 14, 2020']",['Actual'],"['May 12, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],[],[],"['October 6, 2020']",['Actual'],"['October 5, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],[],[],"['June 11, 2020']",['Actual'],"['June 10, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],[],[],"['May 6, 2020']",['Actual'],"['May 5, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],[],[],"['April 13, 2020']",['Actual'],"['April 10, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],[],[],"['October 22, 2020']",['Actual'],"['October 21, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],[],[],"['October 19, 2020']",['Actual'],"['October 13, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],[],[],"['July 14, 2020']",['Actual'],"['July 10, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],[],[],"['August 7, 2020']",['Actual'],"['August 5, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,228,['NCT04320823'],[],[],[],[],[],[],[],[],[],"['July 7, 2020']",['Actual'],"['July 1, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,229,['NCT04319887'],[],[],[],[],[],[],[],[],[],"['October 20, 2020']",['Actual'],"['October 19, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,230,['NCT04318132'],[],[],[],[],[],[],[],[],[],"['March 23, 2020']",['Actual'],"['March 20, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,231,['NCT04314947'],[],[],[],[],[],[],[],[],[],"['September 11, 2020']",['Actual'],"['September 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,232,['NCT04314700'],[],[],[],[],[],[],[],[],[],"['October 14, 2020']",['Actual'],"['October 13, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,233,['NCT04313725'],[],[],[],[],[],[],[],[],[],"['March 18, 2020']",['Actual'],"['March 16, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,234,['NCT04310566'],[],[],[],[],[],[],[],[],[],"['July 17, 2020']",['Actual'],"['July 16, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,235,['NCT04307446'],[],[],[],[],[],[],[],[],[],"['October 8, 2020']",['Actual'],"['October 6, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,236,['NCT04306744'],[],[],[],[],[],[],[],[],[],"['October 29, 2020']",['Actual'],"['October 27, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,237,['NCT04305119'],[],[],[],[],[],[],[],[],[],"['March 13, 2020']",['Actual'],"['March 11, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,238,['NCT04303273'],[],[],[],[],[],[],[],[],[],"['October 29, 2020']",['Actual'],"['October 28, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,239,['NCT04299386'],[],[],[],[],[],[],[],[],[],"['March 6, 2020']",['Actual'],"['March 3, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,240,['NCT04299009'],[],[],[],[],[],[],[],[],[],"['June 19, 2020']",['Actual'],"['June 18, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,241,['NCT04298359'],[],[],[],[],[],[],[],[],[],"['October 8, 2020']",['Actual'],"['October 6, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,242,['NCT04296773'],[],[],[],[],[],[],[],[],[],"['August 25, 2020']",['Actual'],"['August 24, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,243,['NCT04295499'],[],[],[],[],[],[],[],[],[],"['March 4, 2020']",['Actual'],"['March 2, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,244,['NCT04287036'],[],[],[],[],[],[],[],[],[],"['March 26, 2020']",['Actual'],"['March 25, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,245,['NCT04285541'],[],[],[],[],[],[],[],[],[],"['July 17, 2020']",['Actual'],"['July 16, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,246,['NCT04281940'],[],[],[],[],[],[],[],[],[],"['September 16, 2020']",['Actual'],"['September 14, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,247,['NCT04279522'],[],[],[],[],[],[],[],[],[],"['September 16, 2020']",['Actual'],"['September 15, 2020']",[],['[Redacted]'],[],[],[],[],[]
0,248,['NCT04277455'],[],[],[],[],[],[],[],[],[],"['August 11, 2020']",['Actual'],"['August 9, 2020']",[],['[Redacted]'],[],[],[],[],[]
