,Rank,NCTId,OtherEventSourceVocabulary,OtherEventStatsGroupId,OtherEventStatsNumAffected,OtherEventStatsNumAtRisk,OtherEventStatsNumEvents,OtherEventTerm,OtherOutcomeDescription,OtherOutcomeMeasure,OtherOutcomeTimeFrame,OutcomeAnalysisCILowerLimit,OutcomeAnalysisCILowerLimitComment,OutcomeAnalysisCINumSides,OutcomeAnalysisCIPctValue,OutcomeAnalysisCIUpperLimit,OutcomeAnalysisCIUpperLimitComment,OutcomeAnalysisDispersionType,OutcomeAnalysisDispersionValue,OutcomeAnalysisEstimateComment,OutcomeAnalysisGroupId
0,202,['NCT04488666'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,203,['NCT04483791'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,204,['NCT04476784'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,205,['NCT04474054'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,206,['NCT04469218'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,207,['NCT04466930'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,208,['NCT04455997'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,209,['NCT04455854'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,210,['NCT04450108'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,211,['NCT04437615'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,212,['NCT04422990'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,213,['NCT04419714'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,214,['NCT04409158'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,215,['NCT04403542'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,216,['NCT04400643'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,217,['NCT04394546'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,218,['NCT04388787'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,219,['NCT04388722'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,220,['NCT04386785'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,221,['NCT04378764'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,222,['NCT04377438'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,223,['NCT04338971'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,224,['NCT04335981'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,225,['NCT04332640'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,226,['NCT04330001'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,227,['NCT04324593'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,228,['NCT04320823'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,229,['NCT04319887'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,230,['NCT04318132'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,231,['NCT04314947'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,232,['NCT04314700'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,233,['NCT04313725'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,234,['NCT04310566'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,235,['NCT04307446'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,236,['NCT04306744'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,237,['NCT04305119'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,238,['NCT04303273'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,239,['NCT04299386'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,240,['NCT04299009'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,241,['NCT04298359'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,242,['NCT04296773'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,243,['NCT04295499'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,244,['NCT04287036'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,245,['NCT04285541'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,246,['NCT04281940'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,247,['NCT04279522'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,248,['NCT04277455'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,249,['NCT04263532'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,250,['NCT04252183'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,251,['NCT04247581'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,252,['NCT04244357'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,253,['NCT04243369'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,254,['NCT04243239'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,255,['NCT04239885'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,256,['NCT04237207'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,257,['NCT04236869'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,258,['NCT04230486'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,259,['NCT04224155'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,260,['NCT04223609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,261,['NCT04220060'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,262,['NCT04219891'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,263,['NCT04211441'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,264,['NCT04210622'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,265,['NCT04207749'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,266,['NCT04206839'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,267,['NCT04206384'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,268,['NCT04203745'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,269,['NCT04202419'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,270,['NCT04201340'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,271,['NCT04200898'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,272,['NCT04196907'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,273,['NCT04195581'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,274,['NCT04194307'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,275,['NCT04192630'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,276,['NCT04189913'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,277,['NCT04189081'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,278,['NCT04186806'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,279,['NCT04184973'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,280,['NCT04178720'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,281,['NCT04177771'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,282,['NCT04177212'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,283,['NCT04176965'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,284,['NCT04175340'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,285,['NCT04166032'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,286,['NCT04162652'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,287,['NCT04158466'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,288,['NCT04153292'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,289,['NCT04152642'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,290,['NCT04151992'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,291,['NCT04151290'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,292,['NCT04141007'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,293,['NCT04136158'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,294,['NCT04134286'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,295,['NCT04130490'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,296,['NCT04127188'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,297,['NCT04121754'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,298,['NCT04119609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,299,['NCT04116879'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,300,['NCT04116866'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,301,['NCT04112784'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,302,['NCT04112628'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,303,['NCT04112134'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,304,['NCT04106934'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,305,['NCT04096495'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,306,['NCT04087395'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,307,['NCT04085328'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,308,['NCT04083742'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,309,['NCT04082078'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,310,['NCT04081727'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,311,['NCT04079842'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,312,['NCT04079816'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,313,['NCT04078490'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,314,['NCT04073823'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,315,['NCT04069585'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,316,['NCT04068818'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,317,['NCT04065659'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,318,['NCT04064606'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,319,['NCT04060524'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,320,['NCT04057105'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,321,['NCT04056494'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,322,['NCT04055519'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,323,['NCT04055324'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,324,['NCT04054401'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,325,['NCT04046627'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,326,['NCT04043234'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,327,['NCT04040933'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,328,['NCT04036747'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,329,['NCT04035161'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,330,['NCT04033315'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,331,['NCT04032977'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,332,['NCT04031989'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,333,['NCT04031976'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,334,['NCT04030702'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,335,['NCT04011826'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,336,['NCT04008836'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,337,['NCT04005586'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,338,['NCT04003831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,339,['NCT03999944'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,340,['NCT03997357'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,341,['NCT03996187'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,342,['NCT03995355'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,343,['NCT03992768'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,344,['NCT03991468'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,345,['NCT03972995'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,346,['NCT03971721'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,347,['NCT03969875'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,348,['NCT03967184'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,349,['NCT03964831'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,350,['NCT03953274'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,351,['NCT03950895'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,352,['NCT03949335'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,353,['NCT03944629'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,354,['NCT03942016'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,355,['NCT03941912'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,356,['NCT03934463'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,357,['NCT03934125'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,358,['NCT03931213'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,359,['NCT03925545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,360,['NCT03920280'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,361,['NCT03918928'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,362,['NCT03912584'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,363,['NCT03911700'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,364,['NCT03898778'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,365,['NCT03897751'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,366,['NCT03897712'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,367,['NCT03895034'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,368,['NCT03888352'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,369,['NCT03872609'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,370,['NCT03872466'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,371,['NCT03871179'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,372,['NCT03864848'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,373,['NCT03864081'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,374,['NCT03862300'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,375,['NCT03858140'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,376,['NCT03851510'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,377,['NCT03839199'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,378,['NCT03835026'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,379,['NCT03812679'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,380,['NCT03805074'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,381,['NCT03799549'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,382,['NCT03790046'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,383,['NCT03789669'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,384,['NCT03788551'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,385,['NCT03782116'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,386,['NCT03779984'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,387,['NCT03771521'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,388,['NCT03771352'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,389,['NCT03764254'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,390,['NCT03748823'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,391,['NCT03748771'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,392,['NCT03748316'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,393,['NCT03748264'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,394,['NCT03736798'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,395,['NCT03730480'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,396,['NCT03729024'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,397,['NCT03728309'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,398,['NCT03716492'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,399,['NCT03713281'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,400,['NCT03708393'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,401,['NCT03706430'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,402,['NCT03704636'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,403,['NCT03700372'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,404,['NCT03700047'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,405,['NCT03696316'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,406,['NCT03692741'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,407,['NCT03685136'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,408,['NCT03682432'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,409,['NCT03681886'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,410,['NCT03681496'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,411,['NCT03678103'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,412,['NCT03677388'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,413,['NCT03670277'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,414,['NCT03663010'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,415,['NCT03642431'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,416,['NCT03641937'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,417,['NCT03631550'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,418,['NCT03628898'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,419,['NCT03617822'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,420,['NCT03614130'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,421,['NCT03613363'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,422,['NCT03611101'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,423,['NCT03604900'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,424,['NCT03604562'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,425,['NCT03604432'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,426,['NCT03601182'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,427,['NCT03600194'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,428,['NCT03599271'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,429,['NCT03589911'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,430,['NCT03586167'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,431,['NCT03578302'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,432,['NCT03574259'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,433,['NCT03564366'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,434,['NCT03560141'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,435,['NCT03550807'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,436,['NCT03540576'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,437,['NCT03538561'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,438,['NCT03525704'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,439,['NCT03523208'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,440,['NCT03508778'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,441,['NCT03502200'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,442,['NCT03500341'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,443,['NCT03497910'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,444,['NCT03488849'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,445,['NCT03488238'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,446,['NCT03482297'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,447,['NCT03477370'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,448,['NCT03467204'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,449,['NCT03465514'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,450,['NCT03462576'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,451,['NCT03451786'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,452,['NCT03442842'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,453,['NCT03441971'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,454,['NCT03441880'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,455,['NCT03441477'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,456,['NCT03439189'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,457,['NCT03435224'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,458,['NCT03435211'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,459,['NCT03431883'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,460,['NCT03423251'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,461,['NCT03421145'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,462,['NCT03418545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,463,['NCT03408444'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,464,['NCT03388138'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
