,Rank,NCTId,DetailedDescription,DispFirstPostDate,DispFirstPostDateType,DispFirstSubmitDate,DispFirstSubmitQCDate,EligibilityCriteria,EnrollmentCount,EnrollmentType,EventGroupDeathsNumAffected,EventGroupDeathsNumAtRisk,EventGroupDescription,EventGroupId,EventGroupOtherNumAffected,EventGroupOtherNumAtRisk,EventGroupSeriousNumAffected,EventGroupSeriousNumAtRisk,EventGroupTitle,EventsDescription,EventsFrequencyThreshold
0,11,['NCT00026728'],"['Kaposi sarcoma herpesvirus (KSHV) is the viral cause of Kaposi sarcoma. Although infection with this virus appears to be uncommon in the United States, the prevalence in the general population in uncertain, and routes for transmission are poorly characterized. This study makes use of questionnaire data and serum specimens obtained in the third National Health and Nutrition Survey (NHAnes III). Sera from 18,168 individuals in this study were tested for antibodies to the KSHV proteins K8.1 and LANA. We will use these measurements to estimate KSHV seroprevalence for the overall U.S. general population and for demographic subgroups. To characterize potential transmission routes, we will also examine whether KSHV seroprevalence is related to sexual activity and exposures to blood, as indicated by responses to questionnaire items and previous NHANES III measurements of markers of relevant viral infections.']",[],[],[],[],['No specific eligibility criteria was provided for this protocol.'],['20169'],[],[],[],[],[],[],[],[],[],[],[],[]
0,12,['NCT01211990'],"['Background:\n\nThe number of individuals who choose to travel out of their native country for medical treatment in the United States has been growing (Purnell & Paulanka, 1998). State-of-the art care for children with cancer or rare diseases is not available in all countries, especially those where the ubiquity of cancer is a new phenomenon (Granda-Cameron, 1999). Due to the proximity of Latin America and the growing numbers of Latinos already in the United States, many, though not all, of the international patients being treated in U.S. hospitals are from Spanish-speaking countries (Coatsworth, Duncan, Pantin, & Szapocznik, 2006). While there are benefits associated with obtaining care in the United States such as improved access to specialized medical services, barriers posed by linguistic and cultural differences may play a role in the provision of adequate care for these children and their families. Additional challenges associated with receiving care in another country include failure to adhere to medical regimen due to breakdowns in communication, increased stress upon the caregiver to navigate a foreign health system and adjust to a foreign culture, and being uprooted from supportive social networks and family members (Flores, Abreu, Schwartz, & Hill, 2000). Parents of children with more severe and/or complex diseases may find themselves settling in the United States at the cost of leaving behind loved ones and careers in their country of origin. Provision of optimal care for these patients includes addressing the adjustment needs of their families; the caregiver-patient relationship has a significant influence on the child s physical and psychological outcomes (Brown et al., 2008). Exploring the experiences and needs of internationalfamilies that come to the United States seeking medical care for their child may help health care centers to provide more appropriate resources and may improve the overall quality of culturally-sensitive care provided to these families.\n\nObjective: This is a pilot, exploratory study designed to obtain greater understanding about the unique experiences of international families, mostly Latino families, who choose to participate in clinical research or seek medical treatment in the United States. Due to the lack of research on this phenomenon, the study will utilize qualitative methods to extrapolate the main themes that characterize this experience. The end goal of the study is to identify unique risk and protective factors that link directly to feasible interventions, so that we can provide this growing population with the standard of care expected by the mission of the NIH.\n\nAims:\n\nTo identify factors affecting the decision by international caregivers to seek treatment in the United States, with a specific focus on how medical information is obtained and utilized in the decision-making process.\n\nTo explore the experience of international caregivers in adapting to the medical and social culture of the United States.\n\nTo explore the thoughts and concerns of international caregivers regarding termination of treatment and subsequent re-entry into their native country.\n\nTo identify the presence and kind of positive growth experiences that occur in international families seeking medical care in the United States\n\nTo develop a set of concrete risk and protective factors associated with this experience in order to link to feasible interventions.\n\n(The term caregiver in this protocol is used to encapsulate any individual, such as a parent, close relative, foster parent, or head of household, who attends to the needs of the ill child.)\n\nStudy Population:\n\nThis is a study taking place at the National Institutes of Health (NIH). All caregivers of a child between the ages of 0-25 from a foreign country who have traveled to the United States for the purpose of enrolling in a research protocol and/or seeking treatment for their child s medical condition will be invited to participate in this study. Caregivers who immigrated to the United States for reasons other than obtaining these services for their child s condition will not be eligible to enroll in this study. Given the present demographic populations at NIH, it is expected that participants will include, but not be limited to, individuals from the Caribbean, Dominican Republic, Puerto Rico, Chile, Peru, Guatemala, and Mexico. This sampling frame ensures that the presence of black, white, and mixed race individuals will be represented, acknowledging ethnicities that are often overlooked in studies focusing specifically on the experience of a given ethnic or racial group.\n\nSocioeconomic situation of the families is expected to vary widely; at NIH, individuals who meet the criteria for this study are from all different socioeconomic strata and have varying levels of education.\n\nDesign:\n\nThis is a qualitative study that will utilize narrative interview techniques to gather data, and content analysis techniques to analyze data. Data will be gathered according to theories of saturation of content, while collecting sufficient data to ensure credibility and face validity (Mays & Pope, 2000). NVivo, a validated quantitative research tool will be used for data analysis.']",[],[],[],[],"['INCLUSION CRITERIA:\nCaregivers of children aged 0-25.\nThe children of the participants must be involved in clinical research or be receiving treatment for their child s medical condition. This includes but is not limited to oncological and hematological diseases, conditions requiring transplant, and rare immunodeficiency or genetic conditions.\nThe family traveled to the US for the purpose of addressing their child s medical condition.\nCaregivers must be from a country outside of the United States. Care givers must be fluent in Spanish or English.\nCaregiver has been away from the country of origin for a minimum of three months.\nThe child s treatment protocol PI must agree to have the research team contact potential participants in order to explore their interest in this protocol.\n\nEXCLUSION CRITERIA:\n\nThe caregiver participant immigrated to the US for reasons other than enrolling in a research study or addressing their child s medical condition.\nPresence of psychotic symptoms or severe psychological distress, which in the judgment of the Principal or Associate Investigator or consulting psychiatrist would compromise the caregiver s ability to engage in the interview or is likely to interfere with the study procedures or results.']",['22'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,13,['NCT02663219'],"['This study will use deep-chain respondent driven sampling (DC-RDS) and direct recruitment (DR) to identify and recruit HIV-infected MSM who are not virally suppressed. A subset of these men will be enrolled into one of two study arms. The intervention arm will provide a Case Manager (CM) intervention package designed to enhance linkage to care, antiretroviral treatment (ART) initiation, treatment adherence and retention in care. The control arm will provide the standard of care (SOC) for linkage to care, initiation of ART, treatment adherence and retention in care. The primary outcome of the study is viral suppression 24 months after enrollment. Phylogenetic methods will be used to evaluate the relationship between viruses in study participants. Mathematical modeling will be performed using demographic, behavioral, and clinical data generated from this study and other sources to estimate the population-level impact of the CM intervention on HIV incidence and to estimate the level of identification, linkage, ART coverage and viral suppression that would be required to achieve a substantial reduction in HIV incidence among MSM in the US settings where the study is conducted.']",[],[],[],[],"['Inclusion Criteria:\n\nIndividuals who meet all of the following criteria are eligible for study screening:\n\nBiological male (at birth)\nSelf-report of history of anal intercourse with another man\n16 years or older\n\nIndividuals who are eligible for screening and who meet all of the following criteria are eligible for enrollment into the CM intervention and SOC control arms:\n\nHIV-infected, as defined in the HPTN 078 Study-Specific Procedures (SSP) Manual\nNot virally suppressed (defined as HIV VL ≥ 1000 copies/ml)\nCan receive HIV care at one of the participating clinics (as chosen by each site)\nNo current plan to relocate in the 24 months following enrollment\n\nExclusion Criteria:\n\nIndividuals who meet any of the following criteria will be excluded from study screening:\n\nUnable or unwilling to provide consent/assent for study participation.\nActive or previous participation in an HIV vaccine trial.\nAny condition that, in the opinion of the Investigator of Record (IoR), would make participation in the study unsafe, complicate interpretation of study outcome data, or otherwise interfere with achieving the study objectives.\n\nIndividuals who are eligible for screening, but who meet the following criteria are excluded from enrollment into the CM intervention and SOC control arms:\n\n• Current participation in a linkage or ART adherence study']",['356'],['Anticipated'],[],[],[],[],[],[],[],[],[],[],[]
0,14,['NCT00121108'],[],"['July 2, 2012']",['Estimate'],"['March 8, 2012']","['June 27, 2012']","[""Inclusion Criteria:\n\n6 months of age or younger at randomization (child must be randomized on or before their 6-month birthday)\nMale or female Native American\nGeneral state of good health\nWritten informed consent obtained from the patient's parent(s) or legal guardian\n\nExclusion Criteria:\n\nGestational age less than or equal to 35 weeks\nChronic lung disease of prematurity\nA bleeding diathesis that would preclude IM injections\nHospitalization at the time of randomization (unless discharge is anticipated within 10 days)\nActive RSV infection (a child with signs/symptoms of respiratory infection must have negative RSV testing) or known prior history of RSV infection\nA documented wheezing episode before enrollment\nKnown renal impairment\nKnown hepatic dysfunction\nClinically significant congenital anomaly of the respiratory tract\nChronic seizure or evolving or unstable neurologic disorder\nCongenital heart disease (children with uncomplicated CHD [e.g., PDA, small septal defect] and children with complicated CHD who are currently anatomically and hemodynamically)\nKnown immunodeficiency\nMother with HIV infection (unless the child has been proven to be not infected)\nKnown allergy to Ig products\nReceipt of palivizumab, RSV-IGIV, or other RSV-specific monoclonal antibody, or any other polyclonal antibody (for example, hepatitis B IG, IVIG) within 3 months prior to randomization\nAnticipated use of palivizumab or IVIG during the study (blood transfusions permitted)\nPrevious receipt of RSV vaccines\nParticipation in other investigational drug product studies\nAny medical or social condition which, in the opinion of the investigator, would adversely affect monitoring the infant\nInability to complete the study follow-up period through up to 5 years of age""]",['2127'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,15,['NCT01861210'],[],[],[],[],[],['Inclusion Criteria:\n\nmale at birth\ncurrently self-identify as male\nat least 18 years of age\nhave been in a couple with a man for at least 3 months\nwilling to complete a follow-up study visit in 3 months\nable to complete study assessments in English.\n\nExclusion Criteria:\n\nknown to be HIV-positive\nover 39 years of age\neither partner being unwilling to accept randomization to the couples testing arm\neither partner planning to move from the Atlanta area within 3 months of the initial study visit\neither partner reporting a history of intimate partner violence\neither partner reporting feeling coerced to tested with his partner'],['216'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,16,['NCT02911155'],"['The field of nuclear medicine has expanded rapidly since its inception in the mid-20th century, with nuclear medicine technologists now potentially experiencing higher levels of radiation exposure relative to other medical worker populations. Many radiopharmaceuticals and procedures used in previous decades are now obsolete and are being replaced by new and emerging radioisotopes and combined-modality and molecular imaging procedures. While improvements in imaging technologies and the introduction of certain radioisotopes have generally reduced patient exposure to radiation, nuclear medicine technologists have become increasingly specialized in these newer procedures and are performing these and other nuclear medicine procedures with increasing frequency. Furthermore, lead aprons are less effective in protecting workers during nuclear medicine procedures, specifically higher-energy procedures (e.g., positron emission tomography (PET)), compared to other radiation-related procedures, and are seldom used by technologists performing nuclear medicine. As a result, cumulative doses to nuclear medicine technologists are expected to have increased. We hypothesize that certified nuclear medicine technologists may experience higher risks of some radiation-related cancers and other adverse health outcomes compared to most other medical specialty groups. There is currently very little information about radiation-related risks associated with performing these procedures due, in part, to limited information on occupational doses associated with current nuclear medicine practices. To characterize organ-specific doses that could later be used to quantify risks for specific radiation-related disease outcomes, either directly (through subsequent follow-up) or indirectly (through risk projection methods), we plan to collect detailed work history information on nuclear medicine procedures and associated radiation safety practices, as well as badge doses, for a representative sample of 1,500 technologists certified in nuclear medicine in the U.S. This information will complement similar data collected in 2013-2014 from an independent sample of approximately 4,500 general radiologic technologists in the U.S. Radiologic Technologists Study (USRT) who had reported working with these procedures. However, unlike the USRT sample, the proposed sample is expected to be higher-risk, including only those workers with a specialty certification in nuclear medicine who will have been begun working with nuclear medicine procedures much earlier in their career, at ages associated with greater susceptibility to radiation-related carcinogenesis.']",[],[],[],[],"['ELIGIBILITY CRITERIA:\nTechnologists from the target population of approximately 25,000 individuals who were first certified in nuclear medicine technology in the U.S. after 1980, are currently alive and residing in the U.S., and are not participants of the USRT study.']",['229'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,17,['NCT00724867'],['This is a long-term continuation study to provide continuing treatment to subjects who completed study HGS1006-C1056 in the United States. This study is to evaluate the long-term safety and efficacy of belimumab (LymphoStat-B™) in subjects with SLE disease.'],[],[],[],[],['Inclusion Criteria:\n\nHave completed the HGS1006-C1056 protocol in the United States through Week 72 visit.\nBe able to receive 1st dose of belimumab for HGS 1006-c1066 four weeks after last dose in HGS1006-c1056.\n\nExclusion Criteria:\n\nHave developed any other medical disease or condition that has made the subject unsuitable for this study in the opinion of their physician.'],['268'],['Actual'],[],[],['Belimumab 10 mg/kg IV every 28 days'],['EG000'],['266'],['268'],['112'],['268'],['Belimumab 10 mg/kg IV'],"['SAEs and non-serious AEs were collected in members of the MITT Population, comprised of all participants who received at least one dose of study medication.']",['5']
0,18,['NCT03973905'],[],[],[],[],[],"[""Inclusion Criteria:\n\nInclusion criteria for case infants:\n\nCase infants were eligible for the enrolment if they:\nwere at least 2 days old and < 2 months old on the cough onset date\nresided in the catchment area on their cough onset date\nwere born in a hospital in their state of residence\nwere ≥37 weeks' gestational age at birth\nwere neither adopted nor in foster care\ndid not live in a residential care facility\n\nInclusion criteria for control infants:\n\nControl infants were eligible for the enrolment if they:\nwere at least 2 days old and <2 months old on the case infant's cough onset date\nwere born in a hospital in their state of residence\nwere ≥37 weeks' gestational age at birth\nwere neither adopted nor in foster care\ndid not live in a residential care facility\nwere born at the same hospital as the case infant\n\ndid not have pertussis diagnosis prior to the cough onset date of the corresponding case infant\n\nExclusion Criteria:\n\nInfants (case and controls) whose mothers have received Adacel or mothers without brand information available, as well as controls who were matched to a case whose mother received Adacel or mothers without brand information available, will be excluded from the analysis of the effectiveness of vaccination with Boostrix.""]",['290'],['Actual'],"['0', '0']","['0', '0']","['Infant subjects of at least 2 days old and less than (<) 2 months old, who met the pertussis diagnosis definition (laboratory confirmed pertussis, epidemiological linkage to a laboratory-confirmed case, clinically compatible illness), and who met the case infants inclusion criteria (resided in the catchment area on their cough onset date, were born in a hospital in their state of residence, had at least 37 weeks gestational age at birth, were neither adopted, nor in foster care and did not live in a residential care facility) This post-hoc analysis was limited to cases and controls whose mothers were either vaccinated with Boostrix or did not receive any Tdap vaccine. Cases with no remaining matched control were also excluded from the analysis and vice versa.', 'Infant subjects of at least 2 days old and less than (<) 2 months old, who did not have a pertussis diagnosis prior to the cough onset date and who met the inclusion criteria for control infants (were born on a hospital in their state of residence, were at least 37 weeks gestational age at birth, were neither adopted, nor in foster care, did not live in a residential care facility, were born at the same hospital as the case infant) This post-hoc analysis was limited to cases and controls whose mothers were either vaccinated with Boostrix or did not receive any Tdap vaccine. Cases with no remaining matched control were also excluded from the analysis and vice versa.']","['EG000', 'EG001']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['Pertussis Case Group', 'Control Group']","['All-Cause Mortality, Serious Adverse Events and Other Adverse Events were not collected/monitored in this observational study.']",['0']
0,19,['NCT00340457'],"[""Incidence rates of renal cell cancer have increased rapidly in the U.S. and other countries. In particular, rates among African Americans have risen more sharply than any other cancer site. We propose to conduct a population-based case-control study of renal cell cancer two areas of the U.S. with a high proportion of African American residents: Detroit, Michigan (Wayne State University), and Chicago, Illinois (University of Illinois at Chicago). Westat, Inc. is the coordinating center. Participants are being recruited over a period of four years. A total of 2,100 cases (1,400 Caucasian Americans and 700 African Americans) and 2,800 controls (1,400 each of Caucasian and African Americans) will be recruited. In-person interviews are conducted with cases and controls to elicit information on demographic background and history of exposures. A 40 ml blood sample and a buccal cell sample are collected from cases and controls for genetic analyses. Tumor tissue blocks will be collected from as many cases as possible for assays of tumor mutations. Diagnostic slides will be collected for standardized reclassification of tumors into clear cell, papillary, and other histologic subtypes. Medical records for all cases will be reviewed for presenting symptoms, tumor stage, size and grade, and methods leading to diagnosis of renal cell cancer. Telephone interviews are conducted with the nest-of-kin of eligible cases who died before we could interview them. Permission is being sought from the next-of-kin to assess the case's medical records and obtain tumor tissue samples.""]",[],[],[],[],"['INCLUSION CRITERIA - CASES:\n\nResidents of the study areas who are diagnosed with histologically confirmed renal cell carcinoma at ages 20 to 79 years over a four year study will be potentially eligible for the study.\n\nIn addition, only eligible patients who are mentally/physically able to provide informed consent and undergo interviews will be approached for participation.\n\nINCLUSION CRITERIA - CONTROLS:\n\nPopulation-based controls will be frequency-matched to the cases by study center, race, age and sex, at the ratio of one control per case for non-African Americans and two controls per case for African Americans.\n\nControls aged 65 years and older will be identified from Health Care Financing Administration (HCFA) files.\n\nControls under age 65 years will be identified from residents of the study areas by random telephone digit dialing (RDD).']",['2424'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
0,20,['NCT02429284'],"['Chronic thromboembolic pulmonary hypertension (CTEPH) is a subset of pulmonary hypertension (PH) characterized by the obstruction of pulmonary arteries with fibrotic material and vascular remodeling that leads to increased pulmonary arterial pressure and right ventricular failure.\n\nA United States CTEPH Registry has been established under the guidance of a Steering Committee consisting of recognized physicians and scientists with expertise in CTEPH and related diseases. The mission of the Registry will be to promote a greater understanding of the prevalence, pathophysiology, evaluation, and treatment of patients with CTEPH through shared information, education, and collaborative investigation among PH centers of excellence throughout the U.S. The development of a national CTEPH registry will be an important element in the advancement of the understanding of CTEPH and improvement in the care of patients who suffer from this debilitating disease.\n\nAll consecutive consenting patients recently diagnosed (< 6 months) with CTEPH at participating study sites will be enrolled. At the time of study entry, data on prior history and evaluation will be obtained from patient interview and review of medical records. Patients will be followed biannually after enrollment until the conclusion of the study (minimum of 1 year follow-up for final patients enrolled).\n\nMuch of the data gathered by the Registry will be presented as descriptive statistics. The Registry will seek the assistance of a biostatistician to develop a statistical plan for within patient and between patient cohort analyses.\n\nApproximately 750 patients with newly diagnosed (< 6 months) CTEPH will be enrolled.\n\nTIME FRAME:\n\nParticipants will be followed from the time of their enrollment until 1 year after the final patient is enrolled. Short term outcome measures and medical history will be collected during the initial visit, and clinical data will be collected from the initial clinic visits, hospital says, or procedures (if applicable). Patients will then be followed every 6 months after their enrollment for long term outcome measures on quality of life, functional status, and medical treatments.\n\nDATA ANALYSES:\n\nDemographics and Clinical Course:\n\nDemographics, risk factors, time to appropriate testing and diagnosis, PAH targeted medication use, functional status, and hemodynamics at the time of enrollment will be provided annually as aggregate data to all investigators.\n\nEvaluating Outcomes of PTE Surgery:\n\nDescriptive statistics of the peri-operative data collected will be provided as aggregate data to all investigators annually. Immediate post-operative and longitudinal follow-up of all patients undergoing PTE surgery will also be provided as aggregate data annually to all sites. Comparisons of hemodynamics, functional status, medication and supplemental oxygen use and healthcare utilization will be made between the pre-operative data and longitudinal post-operative data.\n\nEvaluating Predictors of Successful PTE:\n\nUsing longitudinal data collected on post-operative PTE patients, a definition of ""successful PTE"" will be established based upon hemodynamics, functional status and QoL. Retrospective analysis of pre-, peri-, and post-operative data can then be analyzed to identify factors that predict a ""successful"" or ""unsuccessful"" PTE surgery.\n\nEvaluating Outcomes of Nonsurgical Therapy of CTEPH:\n\nPredominantly descriptive statistics will be used to describe why patients are not operative candidates and the nonsurgical therapies (medication, balloon pulmonary angioplasty) used for treatment. Changes in hemodynamics, functional status, QoL and healthcare utilization on therapy will be provided as aggregate data annually.\n\nEvolving Research Needs:\n\nTo adapt to the evolving science and research needs of the CTEPH community, separate analysis plans will be developed for new objectives identified and minor changes in the eCRF may occur in response to new diagnostics and treatments, if approved by the Steering Committee. Ongoing assessment of enrollment and data captured will also be performed by the Steering Committee to be certain the goals of the Registry are being met.\n\nCOMMITTEES:\n\nA Steering Committee, chaired by Dr. Kim Kerr, is comprised of thought leaders in the areas of cardiology, pulmonology, and cardiothoracic surgery with expertise in CTEPH. The committee will have the following responsibilities:\n\nProvide advice and guidance on the U.S. CTEPH Registry study design and protocol\nProvide advice and guidance on the variables to be captured by the eCRF\nProvide guidance on study sites selection\nReview data results and provide insights into interpretation of the data annually\nProvide input on the planning and organization of abstracts and manuscripts\nReview abstracts and papers for submission to scientific journals or conferences\nPresent data at conferences\n\nAn Adjudication Committee, consisting of physicians with expertise in the diagnosis of CTEPH, will review all patients felt by Investigators to be eligible for the Registry. The adjudication committee members must confirm the diagnosis of CTEPH before the subject can be enrolled in the Registry.']",[],[],[],[],"[""Inclusion Criteria:\n\nPatients must be a permanent resident of the United States\n\nDocumentation of the following hemodynamic parameters by right heart catheterization\n\nMean pulmonary arterial pressure (PAPm) ≥ 25 mm Hg at rest and,\nPulmonary artery wedge pressure (PAWP) ≤ 15 mm Hg (or > 15 mmHg if justified)\n\nRadiologic confirmation that chronic thromboembolic disease is the cause of the pulmonary hypertension by\n\nOne or more mismatched perfusion defect(s) by lung ventilation/perfusion scan, and\nConfirmation of chronic thromboembolic disease by evidence of bands/webs, vessel narrowing or occlusion seen on CT pulmonary angiogram (CTA), conventional angiography or MR angiography (MRA).\nPatients must be diagnosed with CTEPH within 6 months of being considered for study eligibility (signing of consent to participate). The date of diagnosis will be defined as when both hemodynamic criteria have been met and chronic thromboembolic disease is confirmed to be the cause of the pulmonary hypertension by an abnormal V/Q scan and the presence of chronic thromboembolic disease on CTA, MRA or pulmonary angiography. Hemodynamic and radiologic criteria can be met at separate time points; the most recently met criteria time point will be defined as the date of diagnosis.\nPrior to enrollment all subjects must have the diagnosis of CTEPH confirmed by the Adjudication Committee.\n\nExclusion Criteria:\n\nPatients unwilling or unable to provide written consent for participation in the study. Appropriate surrogate consent will be obtained for pediatric patients as defined by each investigational site's IRB.\nPatients with an underlying medical disorder with an anticipated life expectancy less than 2 years.\n\nPatients who do not meet inclusion criteria including:\n\nHave not had documentation of hemodynamic criteria by right heart catheterization as outlined in the inclusion criteria\nDo not have radiologic confirmation of chronic thromboembolic disease as outlined in the inclusion criteria\nMeet the criteria for inclusion into WHO Groups I, II, III, or V""]",['754'],['Actual'],[],[],[],[],[],[],[],[],[],[],[]
