,Rank,NCTId,InterventionArmGroupLabel,InterventionBrowseBranchAbbrev,InterventionBrowseBranchName,InterventionBrowseLeafAsFound,InterventionBrowseLeafId,InterventionBrowseLeafName,InterventionBrowseLeafRelevance,InterventionDescription,InterventionMeshId,InterventionMeshTerm,InterventionName,InterventionOtherName,InterventionType,IsFDARegulatedDevice,IsFDARegulatedDrug,IsPPSD,IsUSExport,IsUnapprovedDevice,Keyword
0,104,['NCT01235260'],"['002', '001']","['All', 'AnCoag']","['All Drugs and Chemicals', 'Anticoagulants']",['GBR'],"['M10483', 'M1702', 'M2825', 'M23799']","['Mitogens', 'Becaplermin', 'Anticoagulants', 'Angiogenesis Inducing Agents']","['low', 'high', 'low', 'low']","['A cohort of becaplermin nonusers (ie, patients who are not treated with becaplermin but are similar in characteristics to patients in the becaplermin user cohort)', 'A cohort of becaplermin users (ie, patients with diabetes treated with becaplermin)']",['D000077214'],['Becaplermin'],"['Becaplermin nonusers', 'Becaplermin users']",[],"['Other', 'Drug']",[],[],[],[],[],"['REGRANEX (becaplermin)', 'Platelet-derived growth factor BB', 'Cancer', 'Cancer incidence', 'Cancer mortality', 'Lower Extremity Diabetic Neuropathic Ulcer']"
0,105,['NCT03390660'],['birth cohorts'],[],[],[],[],[],[],"['WIC program is a welfare program in the U.S. to provide nutritional supplements to low-income women, infants, and children.']",[],[],['WIC program participation'],[],['Other'],['No'],['No'],[],[],[],[]
0,106,['NCT00837499'],"['African-American Women in U.S.', 'Mexican Women from Mexico', 'Mexican-American Women in U.S.']",[],[],[],[],[],[],"['Interview and survey during visit or by phone, 30 - 40 minutes.']",[],[],['Questionnaire'],['Survey'],['Behavioral'],['No'],['No'],[],[],[],"['Breast', 'Breast Cancer', 'Risk Factors', 'Mexican Women', 'Mexican-American Women', 'African-American Women', 'Epidemiological', 'Questionnaire', 'Survey', 'Interview']"
0,107,['NCT01629537'],"['Stellate Ganglion Block (SGB)', 'Placebo']","['CNSDep', 'All']","['Central Nervous System Depressants', 'All Drugs and Chemicals']",[],['M2688'],['Anesthetics'],['low'],"['For participants receiving the stellate ganglion injection with ropivicaine, a 22 g needle will be directed percutaneously to the anterolateral C6 vertebral body Using ultrasound guidance to avoid the nearby vascular structures and identify the appropriate vertebral level and tissue plane. After negative aspiration for blood and CSF, and digital subtraction, 2cc of Iohexol,(Omnipaque 180) will be injected through the needle under live fluoroscopy to visualize dye spread over the pre-vertebral plane At this point, 7 cc 0.5% ropivicaine will be injected and the needle will be removed.', 'In participants randomized to the placebo injection, the same positioning, monitoring, sterile preparation and technique and local anesthesia protocol will be used. The 22 g needle will instead be placed in the subcutaneous, superficial tissues overlying the C6 tubercle, but superficial enough that the prevertebral fascial plane of the stellate ganglion will not be breached. Using fluoroscopic guidance, this needle will be injected with 2 cc of contrast dye to confirm superficial spread. The needle will then be injected with 5 cc of preservative free normal saline and the needle will be removed.']",[],[],"['Stellate Ganglion Block injection with ropivicane', 'Placebo Procedure']",[],"['Procedure', 'Procedure']",[],[],[],[],[],['Post Traumatic Stress Disorder']
0,108,['NCT00351741'],"['High Frequency', 'Conventional']",[],[],[],[],[],[],"['Ventilatory support delivering high frequency percussive ventilation using the Volumetric Diffusive Respirator', 'Respiratory support with a conventional mode of ventilation using a conventional ventilator (Draeger Evita XL)']",[],[],"['Ventilation - High Frequency Percussive Ventilation', 'Ventilation - ARDSnet']","['High Frequency Percussive Ventilation', 'Volumetric Diffusive Respirator', 'Lung Protective Ventilation', 'Low Tidal Volume Strategy', 'Conventional Mechanical Ventilation']","['Device', 'Device']",[],[],[],[],[],['Burns']
0,109,['NCT01965561'],"['CRoC', 'AAJT', 'JETT', 'SJT']",[],[],[],[],[],[],"['Use of Combat Ready Clamp (CRoC)', 'Use of Abdominal Aortic and Junctional Tourniquet (AAJT)', 'Use of Junctional Emergency Treatment Tool (JETT)', 'Use of SAM Junctional Tourniquet (SJT)']",[],[],"['CRoC', 'AAJT', 'JETT', 'SJT']",[],"['Device', 'Device', 'Device', 'Device']",[],[],[],[],[],[]
0,110,['NCT01927835'],"['Group 1A: Treatment', 'Group 1B: Treatment', 'Group 1A: Treatment', 'Group 1B: Treatment', 'Group 2A: Treatment', 'Group 2B: Treatment', 'Group 1A: Treatment', 'Group 1B: Treatment', 'Group 2A: Treatment', 'Group 2B: Treatment', 'Group 1A: Treatment', 'Group 1B: Treatment', 'Group 2A: Treatment', 'Group 2B: Treatment', 'Group 1A: Treatment', 'Group 1B: Treatment', 'Group 3A: Placebo', 'Group 3B: Placebo']","['All', 'Gast', 'Infe', 'ANeo']","['All Drugs and Chemicals', 'Gastrointestinal Agents', 'Anti-Infective Agents', 'Antineoplastic Agents']",['Group'],"['M15943', 'M2458', 'M266402', 'M8784']","['Vaccines', 'Aluminum Hydroxide', 'polysaccharide-K', 'Immunologic Factors']","['high', 'low', 'low', 'low']","['4 mg of DNA encoding clade C ZM96 Gag and gp140, CN54 Pol-Nef, administered IM', '≥ 5x10^6 PFU/ml encoding clade C ZM96 gp140 for a planned maximum dose of 1.2x10^8 PFU/ml; administered IM', '≥ 5x10^6 PFU encoding ZM96 Gag and CN54 Pol-Nef, administered IM for a planned maximum dose of 1.1x10^7 PFU/ml; administered IM', '300 mcg of subtype B (MN) HIV gp120 glycoprotein and 300 mcg of subtype E (A244) HIV gp120 glycoprotein absorbed onto 600 mcg of aluminum hydroxide gel adjuvant, administered IM', 'Sodium Chloride for injection, 0.9%; administered IM']",['D000014612'],['Vaccines'],"['DNA-HIV-PT123 vaccine', 'NYVAC-HIV-PT1 vaccine', 'NYVAC-HIV-PT4 vaccine', 'AIDSVAX B/E vaccine', 'Placebo for DNA/NYVAC/AIDSVAX']",[],"['Biological', 'Biological', 'Biological', 'Biological', 'Biological']",[],[],[],[],[],[]
0,111,['NCT01704235'],['Primary health care providers'],[],[],[],[],[],[],"['The demographic form will include the following items: age, age at immigration, years lived in the United States, Vietnamese speaking ability, and marital status. In addition for participants who are primary health care providers, the following items will be included: annual income before taxes, gender, race and ethnicity, specialty area of practice, and number of years practicing as a primary health care provider, practice setting, and country received Pap test training.\n\nA semi-structured interview guide will also be used and will include possible probing questions. A semi-structured interview guide was developed with the research team.']",[],[],['Demographic Form and Semi-Structured Interview Guide'],[],['Other'],[],[],[],[],[],['screening']
0,112,['NCT01306266'],"['rizatriptan', 'Placebo']",['All'],['All Drugs and Chemicals'],['Device used'],"['M214846', 'M14095', 'M18231', 'M19088']","['Rizatriptan', 'Serotonin', 'Serotonin Receptor Agonists', 'Neurotransmitter Agents']","['high', 'low', 'low', 'low']","['initial treatment with Maxalt-MLT 10 mg followed by treatment with placebo. Drug is to be taken at onset of a moderate or severe headache', 'Initial treatment with placebo followed by treatment with Maxalt-MLT 10 mg at onset of a moderate or severe headache.']",['C000093622'],['Rizatriptan'],"['Rizatriptan', 'Placebo']","['Maxalt', 'sugar pill']","['Drug', 'Drug']",[],[],[],[],[],"['active duty', 'blast induced', 'headache']"
0,113,['NCT00796315'],['Doxylamine Succinate (USP)'],"['AnEm', 'Gast', 'All']","['Antiemetics', 'Gastrointestinal Agents', 'All Drugs and Chemicals']","['ASKP1240', 'Breg']","['M6077', 'M199564', 'M2832', 'M7464', 'M8291', 'M8293', 'M219111', 'M8292', 'M19088']","['Doxylamine', 'Doxylamine succinate', 'Antiemetics', 'Gastrointestinal Agents', 'Histamine', 'Histamine H1 Antagonists', 'Histamine phosphate', 'Histamine Antagonists', 'Neurotransmitter Agents']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['One dose of liquid, dosing range 3.125mg/7.5mL - 12.5mg/30mL']","['D000004319', 'C000035385']","['Doxylamine', 'Doxylamine succinate']",['Doxylamine Succinate USP'],['Doxylamine Succinate United States Pharmacopeia (USP)'],['Drug'],[],[],[],[],[],['Pharmacokinetic study']
0,114,['NCT00005463'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,115,['NCT03382418'],"['Group 1: gp145 C.6980 (high dose)', 'Group 2: gp145 C.6980 (low dose)', 'Group 3: Placebo', 'Group 1: gp145 C.6980 (high dose)', 'Group 2: gp145 C.6980 (low dose)']","['All', 'Gast']","['All Drugs and Chemicals', 'Gastrointestinal Agents']",['Intravenous anesthesia'],"['M15943', 'M2458', 'M2209', 'M8784', 'M2769', 'M2800', 'M7464']","['Vaccines', 'Aluminum Hydroxide', 'Adjuvants, Immunologic', 'Immunologic Factors', 'Antacids', 'Anti-Ulcer Agents', 'Gastrointestinal Agents']","['low', 'high', 'low', 'low', 'low', 'low', 'low']","['Administered by intramuscular injection in the deltoid.', 'Sodium Chloride for Injection, 0.9%; Administered by intramuscular injection in the deltoid.', 'Administered by intramuscular injection in the deltoid.']",['D000000536'],['Aluminum Hydroxide'],"['gp145 C.6980 Vaccine', 'Placebo', 'Aluminum Hydroxide Adjuvant']","['HIV Env gp145 C.6980', 'recombinant oligomeric gp145 clade C Env protein', 'Aluminum Hydroxide Suspension']","['Biological', 'Biological', 'Biological']",['No'],['Yes'],[],[],[],[]
0,116,['NCT00054743'],[],"['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",[],"['M24015', 'M20301']","['Anti-Retroviral Agents', 'Nevirapine']","['low', 'low']",[],[],[],['Blood draw'],[],['Procedure'],[],[],[],[],[],"['Race', 'Ethnicity', 'Pharmacogenetics', 'Cytochrome P450', 'Population Pharmacokinetics', 'HIV']"
0,117,['NCT00730964'],['Phase 4'],[],[],[],[],[],[],"['The recommended dose of Optison is 0.5mL injected into a peripheral vein. This may be repeated for further contrast enhancement as needed.\n\nThe injection rate should not exceed 1mL per second. Follow the Optison injection with a flush of 0.9% sodium chloride injection, USP or 5% dextrose in water injection, United States Pharmacopeia (USP) .\n\nThe maximum total dose should not exceed 5.0mL in any 10 minutes period. The maximum total dose should not exceed 8.7mL in any one patient study.']",[],[],"['Perflutren Protein-Type A Microspheres Injectable Suspension, United States Pharmacopeia (USP)']",['Optison'],['Drug'],[],[],[],[],[],"['Surveillance', 'Optison', 'Perflutren', 'Echocardiography', 'Subjects receive Optison during enhanced echocardiography']"
0,118,['NCT02886689'],['1'],[],[],[],[],[],[],[],[],[],['TNF-alpha antagonist and other biotherapy'],[],['Drug'],[],[],[],[],[],[]
0,119,['NCT00005455'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,120,['NCT01150695'],"['Group A (DVC-LVS)', 'Group B (USAMRIID-LVS)', 'Group A (DVC-LVS)', 'Group B (USAMRIID-LVS)']",['All'],['All Drugs and Chemicals'],['Group'],"['M15943', 'M8784']","['Vaccines', 'Immunologic Factors']","['high', 'low']","['Normal saline will be administered to all subjects as a control and will be given at the same visit as the vaccine (Day 0).', 'Undiluted Francisella tularensis live attenuated vaccine [approximately 1x10^9 colony forming units (cfu)/mL] produced by Dynport Vaccine Company. Administered by scarification in the ulnar aspect of the volar surface (palm side) of the forearm midway between the wrist and the elbow.', 'Undiluted Francisella tularensis live attenuated vaccine (approximately 1x10^9 cfu/mL) in use by the United States Army Medical Research Institute of Infectious Diseases. Administered by scarification in the ulnar aspect of the volar surface (palm side) of the forearm midway between the wrist and the elbow.']",['D000014612'],['Vaccines'],"['Placebo', 'Undiluted Francisella tularensis live attenuated vaccine', 'Undiluted Francisella tularensis live attenuated vaccine']",[],"['Other', 'Biological', 'Biological']",[],[],[],[],[],"['vaccine, Francisella tularensis, Tularemia, rabbit fever, parent protocol']"
0,121,['NCT00245076'],[],[],[],[],[],[],[],[],[],[],"['smoking cessation intervention', 'internet-based intervention']",[],"['Behavioral', 'Other']",[],[],[],[],[],"['unspecified adult solid tumor, protocol specific']"
0,122,['NCT00935623'],"['Cohort 1', 'Cohort 2']",[],[],[],[],[],[],['Malaria challenge'],[],[],['Malaria Challenge'],[],['Biological'],[],[],[],[],[],"['Malaria, Plasmodium vivax']"
0,123,['NCT03688126'],"['Self-Guided Lifestyle Intervention', 'Structured Lifestyle Intervention']",[],[],[],[],[],[],"['Lifestyle intervention that involves providing participants with education, support, and tangible tools to assist them in developing and carrying out healthier lifestyle practices.', 'Lifestyle intervention that involves a structured program of diet, physical and cognitive exercise, and management of cardiometabolic risks.']",[],[],"['Self-Guided Lifestyle Intervention', 'Structured Lifestyle Intervention']","['SG', 'STR']","['Behavioral', 'Behavioral']",['No'],['No'],[],[],[],"['cognitive decline', 'dementia', 'cognitive function']"
0,124,['NCT02053506'],"['Immune-enhancing nutritional beverage', 'Probiotics (BB-12)', 'Immune-enhancing nutritional beverage', 'Probiotics (BB-12)']","['Micro', 'All', 'Vi', 'Ot', 'AA', 'HB']","['Micronutrients', 'All Drugs and Chemicals', 'Vitamins', 'Other Dietary Supplements', 'Amino Acids', 'Herbal and Botanical']",['Of Children'],"['M3094', 'M16141', 'M16351', 'T437', 'T477', 'T415', 'T367', 'T6', 'T1', 'T303']","['Ascorbic Acid', 'Vitamins', 'Zinc', 'Ascorbic Acid', 'Vitamin C', 'Omega 3 Fatty Acid', 'Bifidobacterium', 'Glutamine', 'Arginine', 'Strawberry']","['low', 'low', 'low', 'low', 'low', 'low', 'high', 'low', 'low', 'low']","['Combination of arginine, glutamine, omega-3 fatty acids, vitamin C and zinc.', 'Probiotics (Bifidobacterium Animalis Lactis, BB-12®, Chr Hansen A/S, Hoersholm, Denmark) will be administered as a strawberry-flavored, powdered candy (1 g). The candy will be packaged in a small foil pouch, and each pouch will contain approximately 1 billion colony forming units (CFU) of BB-12® in powder form.', 'Dietary protein at RDA of 0.8 grams•kg-1 body weight•day-1 and a placebo beverage during and after the period of sleep restriction.']",[],[],"['Immune-enhancing nutritional beverage', 'Probiotics (BB-12)', 'Placebo (for nutritional beverage and probiotic)']","['Bifidobacterium Animalis Lactis, BB-12®']","['Dietary Supplement', 'Dietary Supplement', 'Dietary Supplement']",[],[],[],[],[],[]
0,125,['NCT03933215'],['Cladribine Tablets'],"['Analg', 'CNSDep', 'All', 'ANeo']","['Analgesics', 'Central Nervous System Depressants', 'All Drugs and Chemicals', 'Antineoplastic Agents']",['Cast'],"['M10565', 'M18208', 'M8795', 'M8784']","['Morphine', 'Cladribine', 'Immunosuppressive Agents', 'Immunologic Factors']","['low', 'high', 'low', 'low']","['No intervention will be administered as a part of this study. Participants will receive cladribine tablets as per investigator discretion and as per United States approved label: 3.5 milligram/kilogram (mg/kg) body weight over 2 years, administered as 1 treatment course of 1.75 mg/kg per year.']",['D000017338'],['Cladribine'],['Cladribine Tablets'],[],['Drug'],[],[],[],[],[],"['Multiple Sclerosis', 'Cladribine Tablets', 'Observational', 'Mavenclad']"
0,126,['NCT03933202'],['Cladribine Tablets'],"['Analg', 'CNSDep', 'All', 'ANeo']","['Analgesics', 'Central Nervous System Depressants', 'All Drugs and Chemicals', 'Antineoplastic Agents']",['Cast'],"['M10565', 'M18208', 'M8795', 'M8784']","['Morphine', 'Cladribine', 'Immunosuppressive Agents', 'Immunologic Factors']","['low', 'high', 'low', 'low']","['No intervention will be administered as a part of this study. Participants will receive cladribine tablets as per investigator discretion and as per United States approved label: 3.5 milligram/kilogram (mg/kg) body weight over 2 years, administered as 1 treatment course of 1.75 mg/kg per year.']",['D000017338'],['Cladribine'],['Cladribine Tablets'],[],['Drug'],[],[],[],[],[],"['Multiple Sclerosis', 'Cladribine Tablets', 'Observational', 'Mavenclad']"
0,127,['NCT00005171'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,128,['NCT01256164'],"['Fibrocaps + Gelfoam', 'Gelfoam']","['Coag', 'All']","['Coagulants', 'All Drugs and Chemicals']","['Methicillin-resistant', 'Forward']","['M8159', 'M7479', 'M16874', 'M4842']","['Hemostatics', 'Gelatin Sponge, Absorbable', 'Fibrin Tissue Adhesive', 'Coagulants']","['low', 'high', 'high', 'low']","['Fibrocaps powder (max dose 1.5g) should be applied directly to the bleeding site or to the Gelfoam and then applied to the bleeding site. Re-application of 1.5 g of Fibrocaps is allowed.', 'An identified Target Bleeding Site (TBS) should be treated with application of Gelfoam followed by light manual pressure with a sterile gauze.']","['D000015718', 'D000005781']","['Fibrin Tissue Adhesive', 'Gelatin Sponge, Absorbable']","['Fibrocaps (fibrin sealant)', 'Gelfoam']",['Pro-0601'],"['Device', 'Device']",[],[],[],[],[],"['fibrin sealants', 'hemostatics', 'time to hemostasis']"
0,129,['NCT03631472'],['RheOx Treatment'],[],[],[],[],[],[],"['RheOx is a device-based, energy delivery system that delivers energy to ablate soft tissue such as the airway epithelium and sub-mucosal tissue layers. The energy is delivered via a proprietary catheter through the bronchoscope.']",[],[],['RheOx'],"['Bronchial Rheoplasty', 'Gala Airway Treatment System']",['Device'],['Yes'],['No'],[],[],['Yes'],[]
0,130,['NCT03699709'],['Intervention Arm'],[],[],[],[],[],[],"['Receive culturally-tailored healthy food budgeting, purchasing, and cooking skills curriculum']",[],[],"['Budgeting, purchasing and cooking educational intervention']",[],['Behavioral'],['No'],['No'],[],[],[],"['diet', 'cooking skills']"
0,131,['NCT00237263'],[],"['AnDyAg', 'All', 'Ot']","['Anti-Dyskinesia Agents', 'All Drugs and Chemicals', 'Other Dietary Supplements']",['MPH'],"['M260511', 'M2876', 'T373']","['Entacapone', 'Antiparkinson Agents', 'Catechol']","['high', 'low', 'low']",[],['C000071192'],['Entacapone'],['Entacapone'],[],['Drug'],[],[],[],[],[],"[""Parkinson's disease, end-of -dose wearing-off, entacapone""]"
0,132,['NCT02939131'],"['COMB-R', 'Enhanced Standard of Care']",[],[],[],[],[],[],"['Behavioral therapy based on a manualized approach developed specifically for youth living with both HIV and depression, using problem-solving, motivational interviewing and cognitive-behavioral strategies to decrease adherence obstacles and increase wellness. The medication management algorithm includes guidance for clinicians on strategies and tactics to treat depression in this population, including factors to consider when deciding on treatments (i.e., drug-drug interactions, side effects).', 'Ongoing psychopharmacological and psychosocial counseling and treatment for depression at HIV clinical treatment centers enhanced by providing clinicians with up-to-date information and didactic training on current principles for use of medication and psychotherapy in the treatment of depression.']",[],[],"['Health and Wellness Combined Cognitive Behavioral Therapy and a Medication Management Algorithm', 'Enhanced Standard of Care']",[],"['Behavioral', 'Behavioral']",['No'],['No'],[],[],[],"['Cognitive Behavioral Therapy', 'Medication Management']"
0,133,['NCT03488264'],[],[],[],[],[],[],[],[],[],[],[],[],[],['No'],['No'],[],[],[],[]
0,134,['NCT01873482'],['Movement with rhythm'],[],[],[],[],[],[],['Movement to rhythm'],[],[],['Movement to rhythm'],[],['Behavioral'],[],[],[],[],[],[]
0,135,['NCT02829073'],"['Oasis™ device', 'Placebo device']",[],[],[],[],[],[],"['The Neuromonics Oasis™ treatment device will be fit to individuals reporting significant tinnitus. Assessment of primary and secondary measures will be made at 0 and 6 months following fitting.', 'A placebo device, identical to the Neuromonics Oasis™ device with altered firmware will be fit to individuals reporting significant tinnitus. Assessment of primary and secondary measures will be made at 0 and 6 months following fitting.']",[],[],"['Neuromonics Tinnitus Treatment Program', 'Placebo Device']",['Neuromonics Oasis™ treatment device'],"['Device', 'Device']",[],[],[],[],[],"['Tinnitus', 'Double-blind', 'Neuromonic Tinnitus Treatment Program', 'Oasis™']"
0,136,['NCT01369030'],['Deplin®'],"['Micro', 'Hemat', 'All', 'PsychDr', 'Vi', 'AA']","['Micronutrients', 'Hematinics', 'All Drugs and Chemicals', 'Psychotropic Drugs', 'Vitamins', 'Amino Acids']",[],"['M7201', 'M16141', 'M2828', 'M21610', 'M13166', 'M13172', 'M16129', 'M16131', 'M8517', 'T447', 'T446', 'T448', 'T475', 'T474', 'T459', 'T461', 'T476', 'T441', 'T444', 'T451', 'T12']","['Folic Acid', 'Vitamins', 'Antidepressive Agents', 'Vitamin B 6', 'Pyridoxal', 'Pyridoxine', 'Vitamin B Complex', 'Vitamin B 12', 'Hydroxocobalamin', 'Folinic Acid', 'Folic Acid', 'Folate', 'Vitamin B9', 'Vitamin B6', 'Pyridoxal', 'Pyridoxine', 'Vitamin B12', 'Cobalamin', 'Cyanocobalamin', 'Methylcobalamin', 'Methionine']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['Deplin® is an orally administered medical food available in a 7.5mg tablet or a 15mg caplet with each containing either 7.5mg or 15mg of L-methylfolate, respectively - which is the primary biologically active and immediately bioavailable form of folate. Dosage for this study will be 1 15mg caplet QD.']",[],[],['Deplin®'],[],['Other'],[],[],[],[],[],"['L-methylfolate', 'Deplin', 'depression', 'antidepressant', 'combination therapy', 'augmentation', 'folate', 'folic acid', 'homocysteine', 'methionine', 'MTHFR genotype', 'C677T mutation', 'vitamin B6', 'vitamin B12']"
0,137,['NCT01568424'],['Treatment Group'],"['Infe', 'All']","['Anti-Infective Agents', 'All Drugs and Chemicals']",[],['M14787'],['Sulfamethazine'],['low'],['Patients will be treated with a CentriMag RVAS'],[],[],['CentriMag RVAS placement'],[],['Device'],[],[],[],[],[],"['Heart Failure', 'Right Ventricular Failure', 'Levitronix', 'Thoratec Corporation']"
0,138,['NCT02406599'],"['SOC + Device', 'SOC + Additional Inspection']",[],[],[],[],[],[],"['The surgeon will use the MarginProbe System to identify cancerous tissue at the margins (≤ 1mm) of the main ex-vivo lumpectomy specimen following primary excision', 'The surgeon will perform additional inspection and assessment of the margins of the main ex-vivo lumpectomy specimen following primary excision']",[],[],"['Margin Probe', 'Control: Additional inspection']",[],"['Device', 'Other']",[],[],[],[],[],[]
0,139,['NCT03965195'],"['RIV4', 'IV4']","['All', 'HB']","['All Drugs and Chemicals', 'Herbal and Botanical']",['Group'],"['M15943', 'M8784', 'T217', 'T240']","['Vaccines', 'Immunologic Factors', 'Mace', 'Nutmeg']","['high', 'low', 'low', 'low']","['Nursing home residents and staff 18 years and older are allocated to receive quadrivalent recombinant influenza vaccine.', 'Nursing home residents and staff 18 years and older are allocated to receive standard dose quadrivalent influenza vaccine']",['D000014612'],['Vaccines'],"['Recombinant Influenza Vaccine', 'Standard Dose Quadrivalent Influenza Vaccine']","['Flublok', 'RIV4', 'IV4']","['Biological', 'Biological']",['No'],['Yes'],[],[],[],"['Influenza', 'Vaccine', 'Vaccination', 'Nursing Home', 'Respiratory-Related Hospitalizations', 'Cluster Randomized Trial', 'MACE (Major Adverse Cardiovascular Event)', 'Cardiorespiratory-Related Hospitalizations', 'All-Cause Hospitalization']"
0,140,['NCT01368549'],['Metanx®'],"['Micro', 'Hemat', 'All', 'Vi']","['Micronutrients', 'Hematinics', 'All Drugs and Chemicals', 'Vitamins']",[],"['M7201', 'M16141', 'M21610', 'M13166', 'M13172', 'M16129', 'M16131', 'M8517', 'M13168', 'T447', 'T446', 'T448', 'T475', 'T474', 'T459', 'T461', 'T476', 'T441', 'T444', 'T451']","['Folic Acid', 'Vitamins', 'Vitamin B 6', 'Pyridoxal', 'Pyridoxine', 'Vitamin B Complex', 'Vitamin B 12', 'Hydroxocobalamin', 'Pyridoxal Phosphate', 'Folinic Acid', 'Folic Acid', 'Folate', 'Vitamin B9', 'Vitamin B6', 'Pyridoxal', 'Pyridoxine', 'Vitamin B12', 'Cobalamin', 'Cyanocobalamin', 'Methylcobalamin']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","[""Metanx® is an orally-administered medical food, and each tablet contains 3mg of L-methylfolate, 35mg of Pyridoxal-5'-phosphate, and 2 mg of Methylcobalamin- which are the biologically active and immediately bioavailable forms of folate, vitamin B6, and vitamin B12, respectively. Dosage will be 1 tablet BID.""]",[],[],['Metanx® (a medical food)'],[],['Other'],[],[],[],[],[],"['Metanx', 'diabetes', 'neuropathy', 'folic acid', 'folate', 'L-methylfolate', 'vitamin B6', ""Pyridoxal 5'-phosphate"", 'vitamin B12', 'methylcobalamin', 'DPN']"
0,141,['NCT01370954'],['CerefolinNAC®'],"['All', 'BDCA', 'Micro', 'Hemat', 'Infe', 'Resp', 'Vi']","['All Drugs and Chemicals', 'Bone Density Conservation Agents', 'Micronutrients', 'Hematinics', 'Anti-Infective Agents', 'Respiratory System Agents', 'Vitamins']",[],"['M3963', 'M3980', 'M7201', 'M16141', 'M2056', 'M2873', 'M252284', 'M16129', 'M16131', 'M8517', 'T447', 'T446', 'T448', 'T475', 'T476', 'T441', 'T444', 'T451']","['Calcium', 'Calcium, Dietary', 'Folic Acid', 'Vitamins', 'Acetylcysteine', 'Antioxidants', 'N-monoacetylcystine', 'Vitamin B Complex', 'Vitamin B 12', 'Hydroxocobalamin', 'Folinic Acid', 'Folic Acid', 'Folate', 'Vitamin B9', 'Vitamin B12', 'Cobalamin', 'Cyanocobalamin', 'Methylcobalamin']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['CerefolinNAC® is an orally-administered medical food, and each caplet contains 2 mg Methylcobalamin, 600 mg N-acetylcysteine, and 6 mg of L-methylfolate Calcium (as Metafolin®), which is the primary biologically active and immediately bioavailable form of folate. Dosage will be 1 caplet QD.']",[],[],['CerefolinNAC®'],[],['Other'],[],[],[],[],[],"['CerefolinNAC', 'early memory loss', ""pre-alzheimer's disease"", 'cognitive function', 'folic acid', 'folate', 'L-methylfolate', 'vitamin B12', 'methylcobalamin', 'N-acetylcysteine', 'NAC', 'oxidative stress', 'memory deficit', 'antioxidant']"
0,142,['NCT01339546'],['Study population'],[],[],[],[],[],[],[],[],[],['no intervention'],[],['Other'],[],[],[],[],[],"['ecologic', 'cross sectional', 'trend analysis']"
0,143,['NCT02252159'],[],"['Antipy', 'Infl', 'ARhu', 'FiAg', 'Analg', 'PlAggInh', 'All', 'ANeo', 'Infe', 'AnSickAg']","['Antipyretics', 'Anti-Inflammatory Agents', 'Antirheumatic Agents', 'Fibrinolytic Agents', 'Analgesics', 'Platelet Aggregation Inhibitors', 'All Drugs and Chemicals', 'Antineoplastic Agents', 'Anti-Infective Agents', 'Antisickling Agents']",[],"['M3129', 'M3918', 'M8990', 'M8552', 'M258332']","['Aspirin', 'Busulfan', 'Interferons', 'Hydroxyurea', 'Anagrelide']","['low', 'low', 'low', 'low', 'low']",[],[],[],[],[],[],[],[],[],[],[],"['Polycythemia', 'Polycythemia Vera', 'Hematologic Diseases', 'Myeloproliferative Disorders', 'Bone Marrow Diseases', 'Hydroxyurea', 'Antineoplastic Agents', 'Therapeutic Uses', 'Pharmacologic Actions', 'Antisickling Agents', 'Hematologic Agents', 'Enzyme Inhibitors', 'Molecular Mechanisms of Pharmacological Action', 'Nucleic Acid Synthesis Inhibitors']"
0,144,['NCT04072289'],['Low cylinder (treatment)'],[],[],[],[],[],[],['treatment of low cylinder (<0.75D)'],[],[],['Visumax spherocylindrical treatment'],[],['Device'],['Yes'],['No'],[],[],[],"['refractive surgery', 'small incision lenticule extraction', 'femtosecond laser', 'myopia', 'astigmatism']"
0,145,['NCT04423770'],['U.S. dentists'],[],[],[],[],[],[],['No intervention; this is a purely observational study'],[],[],['No intervention'],[],['Other'],['No'],['No'],[],[],[],"['SARS-CoV-2', 'COVID-19', 'survey', 'dentistry', 'infection control']"
