,NCTId,HealthyVolunteers
8659,NCT03592264,No
2384,NCT00224913,No
8466,NCT00574769,No
1941,NCT00218517,No
2355,NCT01854229,No
1940,NCT03596203,No
8465,NCT00408200,No
1939,NCT04242173,No
8649,NCT01733017,No
1937,NCT01100905,No
2356,NCT01173276,No
2382,NCT00798551,No
2381,NCT00012883,No
8634,NCT02019667,No
2380,NCT01333917,No
2407,NCT02055222,No
2374,NCT03976336,No
1977,NCT01327963,No
2301,NCT01631747,No
2413,NCT00013442,No
8496,NCT02508935,No
8501,NCT03582683,No
2298,NCT00048555,No
2299,NCT02091154,No
1910,NCT01545232,No
1964,NCT03480217,No
2313,NCT00127686,No
8504,NCT01618461,No
8638,NCT00619671,No
8455,NCT00496366,No
8636,NCT00779363,No
8505,NCT00846534,No
2311,NCT04357587,No
2412,NCT02277314,No
8457,NCT02621944,No
2320,NCT04502290,No
1966,NCT00278772,No
2415,NCT01822171,No
2316,NCT01996943,No
8637,NCT03608085,No
8665,NCT02344537,No
1967,NCT01188473,No
2318,NCT03112993,No
1971,NCT01617915,No
1968,NCT03009019,No
2317,NCT04450316,No
1974,NCT00790803,No
2302,NCT02879812,No
8502,NCT01174290,No
1979,NCT04571697,No
2306,NCT02070029,No
2308,NCT03205982,No
8503,NCT00359580,No
2421,NCT02265250,No
8454,NCT01001429,No
2409,NCT01364805,No
8459,NCT04309370,No
1973,NCT03006276,No
1972,NCT02838368,No
2307,NCT01092078,No
2297,NCT03062033,No
8458,NCT02399215,No
2419,NCT00102817,No
8640,NCT00766051,No
1912,NCT02052544,No
8639,NCT02111525,No
1975,NCT00710619,No
8666,NCT00258752,No
1969,NCT00929071,No
2324,NCT02509377,No
2408,NCT01770184,No
8499,NCT00993590,No
2315,NCT02781844,No
8495,NCT01236586,No
2420,NCT00123578,No
1980,NCT03005639,No
8763,NCT04179721,Accepts Healthy Volunteers
8276,NCT02929485,Accepts Healthy Volunteers
9698,NCT03984994,Accepts Healthy Volunteers
9699,NCT03984929,Accepts Healthy Volunteers
8762,NCT04481568,Accepts Healthy Volunteers
8079,NCT01167270,Accepts Healthy Volunteers
8073,NCT02184494,Accepts Healthy Volunteers
8205,NCT03181022,Accepts Healthy Volunteers
9602,NCT04055168,Accepts Healthy Volunteers
8095,NCT04294966,Accepts Healthy Volunteers
9687,NCT03995979,Accepts Healthy Volunteers
8744,NCT01566890,Accepts Healthy Volunteers
9599,NCT04056455,Accepts Healthy Volunteers
7673,NCT03266120,Accepts Healthy Volunteers
9598,NCT04056468,Accepts Healthy Volunteers
9695,NCT03989492,Accepts Healthy Volunteers
8096,NCT03790358,Accepts Healthy Volunteers
9980,NCT03776539,Accepts Healthy Volunteers
7737,NCT03774602,Accepts Healthy Volunteers
7677,NCT03677674,Accepts Healthy Volunteers
7736,NCT03210415,Accepts Healthy Volunteers
9694,NCT03990389,Accepts Healthy Volunteers
8192,NCT00826605,Accepts Healthy Volunteers
9710,NCT03979846,Accepts Healthy Volunteers
8739,NCT02496780,Accepts Healthy Volunteers
7089,NCT00109616,Accepts Healthy Volunteers
8671,NCT04042909,Accepts Healthy Volunteers
9586,NCT04068883,Accepts Healthy Volunteers
8272,NCT00874575,Accepts Healthy Volunteers
8603,NCT01237106,Accepts Healthy Volunteers
6977,NCT00485914,Accepts Healthy Volunteers
8585,NCT02700698,Accepts Healthy Volunteers
9976,NCT03779269,Accepts Healthy Volunteers
8066,NCT02197390,Accepts Healthy Volunteers
9998,NCT03767595,Accepts Healthy Volunteers
7088,NCT03279120,Accepts Healthy Volunteers
8101,NCT03887793,Accepts Healthy Volunteers
8207,NCT03313375,Accepts Healthy Volunteers
8175,NCT00694044,Accepts Healthy Volunteers
6981,NCT00265447,Accepts Healthy Volunteers
9719,NCT03970512,Accepts Healthy Volunteers
9582,NCT04072549,Accepts Healthy Volunteers
8271,NCT02333045,Accepts Healthy Volunteers
7136,NCT00504335,Accepts Healthy Volunteers
7090,NCT01679938,Accepts Healthy Volunteers
7585,NCT04035382,Accepts Healthy Volunteers
7567,NCT03870204,Accepts Healthy Volunteers
9704,NCT03982069,Accepts Healthy Volunteers
9705,NCT03981978,Accepts Healthy Volunteers
8071,NCT03665675,Accepts Healthy Volunteers
9979,NCT03777046,Accepts Healthy Volunteers
9996,NCT03768206,Accepts Healthy Volunteers
7733,NCT03413709,Accepts Healthy Volunteers
7587,NCT02755636,Accepts Healthy Volunteers
8588,NCT02360644,Accepts Healthy Volunteers
8069,NCT02641990,Accepts Healthy Volunteers
7758,NCT02944149,Accepts Healthy Volunteers
8587,NCT01800318,Accepts Healthy Volunteers
8586,NCT00000798,Accepts Healthy Volunteers
7135,NCT00615979,Accepts Healthy Volunteers
7676,NCT03202745,Accepts Healthy Volunteers
9711,NCT03978598,Accepts Healthy Volunteers
8097,NCT03772210,Accepts Healthy Volunteers
8098,NCT03582566,Accepts Healthy Volunteers
9683,NCT03997916,Accepts Healthy Volunteers
8089,NCT03489434,Accepts Healthy Volunteers
8093,NCT02952352,Accepts Healthy Volunteers
8078,NCT01389544,Accepts Healthy Volunteers
7670,NCT02225847,Accepts Healthy Volunteers
9644,NCT04024631,Accepts Healthy Volunteers
9988,NCT03771638,Accepts Healthy Volunteers
9646,NCT04022889,Accepts Healthy Volunteers
9647,NCT04022707,Accepts Healthy Volunteers
7119,NCT02293226,Accepts Healthy Volunteers
8286,NCT03817931,Accepts Healthy Volunteers
9987,NCT03771963,Accepts Healthy Volunteers
7669,NCT04377581,Accepts Healthy Volunteers
8673,NCT00944060,Accepts Healthy Volunteers
7120,NCT02291640,Accepts Healthy Volunteers
9652,NCT04018599,Accepts Healthy Volunteers
7122,NCT04586049,Accepts Healthy Volunteers
9653,NCT04018274,Accepts Healthy Volunteers
9620,NCT04044521,Accepts Healthy Volunteers
8198,NCT02313181,Accepts Healthy Volunteers
8591,NCT00490945,Accepts Healthy Volunteers
9659,NCT04016233,Accepts Healthy Volunteers
9660,NCT04016077,Accepts Healthy Volunteers
7747,NCT01624337,Accepts Healthy Volunteers
9642,NCT04025463,Accepts Healthy Volunteers
8202,NCT03278340,Accepts Healthy Volunteers
8185,NCT02266576,Accepts Healthy Volunteers
8290,NCT00608036,Accepts Healthy Volunteers
9628,NCT04038697,Accepts Healthy Volunteers
9632,NCT04038463,Accepts Healthy Volunteers
8595,NCT02079766,Accepts Healthy Volunteers
8664,NCT02415764,Accepts Healthy Volunteers
8667,NCT01773239,Accepts Healthy Volunteers
9634,NCT04037865,Accepts Healthy Volunteers
9627,NCT04038840,Accepts Healthy Volunteers
7117,NCT02305524,Accepts Healthy Volunteers
9635,NCT04036396,Accepts Healthy Volunteers
8196,NCT00170079,Accepts Healthy Volunteers
9636,NCT04033237,Accepts Healthy Volunteers
7116,NCT02430506,Accepts Healthy Volunteers
7115,NCT00111163,Accepts Healthy Volunteers
7745,NCT00858988,Accepts Healthy Volunteers
9638,NCT04032834,Accepts Healthy Volunteers
8184,NCT02022657,Accepts Healthy Volunteers
9639,NCT04027010,Accepts Healthy Volunteers
8183,NCT00125580,Accepts Healthy Volunteers
7108,NCT03834714,Accepts Healthy Volunteers
7750,NCT03453866,Accepts Healthy Volunteers
9991,NCT03770377,Accepts Healthy Volunteers
7672,NCT00438594,Accepts Healthy Volunteers
9606,NCT04053868,Accepts Healthy Volunteers
7101,NCT02544061,Accepts Healthy Volunteers
8294,NCT03280836,Accepts Healthy Volunteers
7664,NCT03393637,Accepts Healthy Volunteers
7099,NCT01937338,Accepts Healthy Volunteers
7118,NCT02295618,Accepts Healthy Volunteers
7131,NCT02330081,Accepts Healthy Volunteers
8200,NCT00542113,Accepts Healthy Volunteers
7582,NCT03932929,Accepts Healthy Volunteers
7098,NCT03127293,Accepts Healthy Volunteers
8180,NCT00414323,Accepts Healthy Volunteers
8278,NCT01240616,Accepts Healthy Volunteers
9604,NCT04054687,Accepts Healthy Volunteers
7739,NCT00470158,Accepts Healthy Volunteers
9679,NCT04000555,Accepts Healthy Volunteers
8760,NCT01513343,Accepts Healthy Volunteers
8092,NCT03481049,Accepts Healthy Volunteers
8201,NCT03003949,Accepts Healthy Volunteers
7097,NCT00156663,Accepts Healthy Volunteers
9607,NCT04052503,Accepts Healthy Volunteers
9672,NCT04002882,Accepts Healthy Volunteers
9608,NCT04049682,Accepts Healthy Volunteers
8194,NCT01492738,Accepts Healthy Volunteers
7666,NCT02298361,Accepts Healthy Volunteers
9616,NCT04047420,Accepts Healthy Volunteers
7751,NCT03529695,Accepts Healthy Volunteers
8087,NCT02571478,Accepts Healthy Volunteers
9614,NCT04047836,Accepts Healthy Volunteers
7125,NCT04481048,Accepts Healthy Volunteers
9664,NCT04014400,Accepts Healthy Volunteers
7752,NCT04312334,Accepts Healthy Volunteers
8188,NCT01632202,Accepts Healthy Volunteers
7754,NCT03255941,Accepts Healthy Volunteers
7105,NCT00202046,Accepts Healthy Volunteers
7741,NCT00136370,Accepts Healthy Volunteers
9667,NCT04007666,Accepts Healthy Volunteers
8088,NCT03893708,Accepts Healthy Volunteers
9669,NCT04004598,Accepts Healthy Volunteers
7740,NCT00441298,Accepts Healthy Volunteers
7126,NCT04387812,Accepts Healthy Volunteers
7753,NCT04092114,Accepts Healthy Volunteers
9651,NCT04019197,Accepts Healthy Volunteers
9929,NCT03810703,Accepts Healthy Volunteers
8270,NCT03170700,Accepts Healthy Volunteers
9941,NCT03803488,Accepts Healthy Volunteers
7614,NCT01851629,Accepts Healthy Volunteers
7694,NCT02910934,Accepts Healthy Volunteers
7695,NCT00208572,Accepts Healthy Volunteers
9861,NCT03861832,Accepts Healthy Volunteers
9942,NCT03802994,Accepts Healthy Volunteers
9863,NCT03858777,Accepts Healthy Volunteers
9865,NCT03855410,Accepts Healthy Volunteers
9866,NCT03854916,Accepts Healthy Volunteers
7044,NCT02817984,Accepts Healthy Volunteers
8245,NCT03112720,Accepts Healthy Volunteers
7003,NCT03398395,Accepts Healthy Volunteers
9868,NCT03852485,Accepts Healthy Volunteers
7038,NCT01591707,Accepts Healthy Volunteers
9869,NCT03851016,Accepts Healthy Volunteers
9870,NCT03850600,Accepts Healthy Volunteers
9871,NCT03849937,Accepts Healthy Volunteers
8244,NCT04150055,Accepts Healthy Volunteers
9873,NCT03849144,Accepts Healthy Volunteers
9874,NCT03848962,Accepts Healthy Volunteers
7706,NCT01746264,Accepts Healthy Volunteers
7040,NCT01884545,Accepts Healthy Volunteers
9877,NCT03848403,Accepts Healthy Volunteers
8242,NCT04492462,Accepts Healthy Volunteers
8693,NCT03868930,Accepts Healthy Volunteers
7000,NCT01907906,Accepts Healthy Volunteers
7708,NCT00859716,Accepts Healthy Volunteers
8622,NCT03616171,Accepts Healthy Volunteers
9944,NCT03800927,Accepts Healthy Volunteers
7056,NCT01291758,Accepts Healthy Volunteers
9831,NCT03877003,Accepts Healthy Volunteers
8164,NCT00482963,Accepts Healthy Volunteers
7608,NCT00263341,Accepts Healthy Volunteers
9834,NCT03875339,Accepts Healthy Volunteers
7609,NCT03894241,Accepts Healthy Volunteers
9836,NCT03875209,Accepts Healthy Volunteers
7053,NCT01507129,Accepts Healthy Volunteers
6998,NCT03165968,Accepts Healthy Volunteers
8645,NCT00995696,Accepts Healthy Volunteers
8163,NCT00700791,Accepts Healthy Volunteers
8687,NCT00870207,Accepts Healthy Volunteers
9843,NCT03869216,Accepts Healthy Volunteers
8131,NCT00481182,Accepts Healthy Volunteers
7712,NCT01910493,Accepts Healthy Volunteers
8224,NCT00759733,Accepts Healthy Volunteers
9847,NCT03867344,Accepts Healthy Volunteers
7612,NCT04366284,Accepts Healthy Volunteers
9946,NCT03799640,Accepts Healthy Volunteers
9849,NCT03866616,Accepts Healthy Volunteers
7711,NCT02843178,Accepts Healthy Volunteers
7049,NCT01663792,Accepts Healthy Volunteers
9945,NCT03799848,Accepts Healthy Volunteers
8716,NCT03602014,Accepts Healthy Volunteers
9881,NCT03844906,Accepts Healthy Volunteers
7589,NCT03967912,Accepts Healthy Volunteers
9913,NCT03820609,Accepts Healthy Volunteers
7025,NCT02558829,Accepts Healthy Volunteers
8236,NCT03511001,Accepts Healthy Volunteers
7023,NCT01942564,Accepts Healthy Volunteers
8142,NCT02853435,Accepts Healthy Volunteers
9933,NCT03807635,Accepts Healthy Volunteers
7021,NCT03483649,Accepts Healthy Volunteers
9932,NCT03807739,Accepts Healthy Volunteers
9910,NCT03822962,Accepts Healthy Volunteers
7697,NCT04016909,Accepts Healthy Volunteers
9911,NCT03822325,Accepts Healthy Volunteers
7627,NCT04242160,Accepts Healthy Volunteers
9914,NCT03819881,Accepts Healthy Volunteers
8135,NCT01223404,Accepts Healthy Volunteers
7634,NCT00198796,Accepts Healthy Volunteers
7014,NCT03462758,Accepts Healthy Volunteers
8701,NCT04118972,Accepts Healthy Volunteers
8635,NCT00833898,Accepts Healthy Volunteers
9922,NCT03814473,Accepts Healthy Volunteers
9923,NCT03813966,Accepts Healthy Volunteers
8151,NCT01545934,Accepts Healthy Volunteers
8231,NCT02255357,Accepts Healthy Volunteers
7630,NCT03432715,Accepts Healthy Volunteers
9927,NCT03811444,Accepts Healthy Volunteers
7632,NCT03156010,Accepts Healthy Volunteers
8237,NCT04363450,Accepts Healthy Volunteers
9904,NCT03828370,Accepts Healthy Volunteers
8632,NCT02088749,Accepts Healthy Volunteers
9934,NCT03805438,Accepts Healthy Volunteers
8228,NCT00879996,Accepts Healthy Volunteers
7640,NCT00468832,Accepts Healthy Volunteers
7705,NCT04377412,Accepts Healthy Volunteers
8157,NCT03353922,Accepts Healthy Volunteers
9886,NCT03841864,Accepts Healthy Volunteers
7037,NCT03080246,Accepts Healthy Volunteers
7036,NCT01454999,Accepts Healthy Volunteers
9939,NCT03803683,Accepts Healthy Volunteers
9889,NCT03839745,Accepts Healthy Volunteers
7032,NCT01747811,Accepts Healthy Volunteers
8136,NCT02566317,Accepts Healthy Volunteers
8713,NCT04221997,Accepts Healthy Volunteers
7007,NCT03321292,Accepts Healthy Volunteers
7622,NCT02202031,Accepts Healthy Volunteers
7030,NCT02374918,Accepts Healthy Volunteers
7008,NCT00387296,Accepts Healthy Volunteers
7623,NCT01903889,Accepts Healthy Volunteers
7638,NCT01169428,Accepts Healthy Volunteers
7625,NCT02171312,Accepts Healthy Volunteers
9900,NCT03831451,Accepts Healthy Volunteers
8230,NCT03344419,Accepts Healthy Volunteers
8238,NCT00784849,Accepts Healthy Volunteers
7026,NCT03237013,Accepts Healthy Volunteers
8127,NCT01276600,Accepts Healthy Volunteers
7607,NCT02435264,Accepts Healthy Volunteers
7714,NCT04133766,Accepts Healthy Volunteers
7074,NCT03866837,Accepts Healthy Volunteers
7597,NCT01984801,Accepts Healthy Volunteers
7078,NCT03833219,Accepts Healthy Volunteers
7077,NCT04241133,Accepts Healthy Volunteers
9751,NCT03940508,Accepts Healthy Volunteers
9752,NCT03938974,Accepts Healthy Volunteers
9754,NCT03938077,Accepts Healthy Volunteers
9755,NCT03937531,Accepts Healthy Volunteers
9756,NCT03937453,Accepts Healthy Volunteers
9757,NCT03936985,Accepts Healthy Volunteers
8113,NCT00679666,Accepts Healthy Volunteers
9760,NCT03933631,Accepts Healthy Volunteers
7598,NCT01925963,Accepts Healthy Volunteers
7716,NCT04044235,Accepts Healthy Volunteers
9762,NCT03933488,Accepts Healthy Volunteers
9763,NCT03931772,Accepts Healthy Volunteers
8114,NCT01683227,Accepts Healthy Volunteers
7655,NCT02816294,Accepts Healthy Volunteers
8115,NCT04441307,Accepts Healthy Volunteers
7599,NCT04320576,Accepts Healthy Volunteers
8606,NCT00407615,Accepts Healthy Volunteers
9962,NCT03788486,Accepts Healthy Volunteers
9961,NCT03792477,Accepts Healthy Volunteers
9960,NCT03792516,Accepts Healthy Volunteers
7726,NCT00115271,Accepts Healthy Volunteers
8214,NCT03557294,Accepts Healthy Volunteers
7685,NCT03478553,Accepts Healthy Volunteers
8212,NCT01297062,Accepts Healthy Volunteers
9747,NCT03942549,Accepts Healthy Volunteers
9724,NCT03964454,Accepts Healthy Volunteers
9725,NCT03963908,Accepts Healthy Volunteers
7590,NCT03839719,Accepts Healthy Volunteers
9728,NCT03962049,Accepts Healthy Volunteers
7085,NCT02176928,Accepts Healthy Volunteers
9973,NCT03781856,Accepts Healthy Volunteers
8208,NCT02191306,Accepts Healthy Volunteers
9729,NCT03961932,Accepts Healthy Volunteers
8104,NCT04106882,Accepts Healthy Volunteers
8173,NCT01839123,Accepts Healthy Volunteers
7084,NCT00688714,Accepts Healthy Volunteers
9971,NCT03782493,Accepts Healthy Volunteers
9731,NCT03961308,Accepts Healthy Volunteers
7083,NCT00109551,Accepts Healthy Volunteers
9734,NCT03954977,Accepts Healthy Volunteers
7082,NCT02904369,Accepts Healthy Volunteers
8172,NCT01846845,Accepts Healthy Volunteers
9968,NCT03785366,Accepts Healthy Volunteers
9737,NCT03951883,Accepts Healthy Volunteers
8266,NCT03584945,Accepts Healthy Volunteers
9741,NCT03947749,Accepts Healthy Volunteers
9744,NCT03945383,Accepts Healthy Volunteers
8735,NCT01678079,Accepts Healthy Volunteers
8217,NCT03227575,Accepts Healthy Volunteers
9773,NCT03922724,Accepts Healthy Volunteers
8261,NCT03223337,Accepts Healthy Volunteers
7652,NCT03672461,Accepts Healthy Volunteers
7689,NCT01489215,Accepts Healthy Volunteers
7063,NCT00810225,Accepts Healthy Volunteers
8123,NCT01980771,Accepts Healthy Volunteers
8124,NCT02213029,Accepts Healthy Volunteers
9953,NCT03795701,Accepts Healthy Volunteers
9806,NCT03898570,Accepts Healthy Volunteers
9807,NCT03898115,Accepts Healthy Volunteers
7720,NCT04244799,Accepts Healthy Volunteers
9809,NCT03897140,Accepts Healthy Volunteers
8125,NCT01469663,Accepts Healthy Volunteers
9812,NCT03890471,Accepts Healthy Volunteers
7717,NCT01539005,Accepts Healthy Volunteers
7603,NCT01287104,Accepts Healthy Volunteers
9819,NCT03882762,Accepts Healthy Volunteers
7057,NCT01243060,Accepts Healthy Volunteers
9820,NCT03882359,Accepts Healthy Volunteers
7651,NCT01802723,Accepts Healthy Volunteers
9951,NCT03796286,Accepts Healthy Volunteers
9821,NCT03881891,Accepts Healthy Volunteers
8615,NCT01644812,Accepts Healthy Volunteers
8728,NCT03722316,Accepts Healthy Volunteers
8647,NCT03238456,Accepts Healthy Volunteers
9824,NCT03881267,Accepts Healthy Volunteers
8256,NCT02717754,Accepts Healthy Volunteers
6996,NCT01652352,Accepts Healthy Volunteers
9776,NCT03921814,Accepts Healthy Volunteers
7600,NCT04271150,Accepts Healthy Volunteers
8168,NCT01958437,Accepts Healthy Volunteers
8609,NCT03200366,Accepts Healthy Volunteers
6991,NCT01594008,Accepts Healthy Volunteers
8731,NCT02982070,Accepts Healthy Volunteers
6992,NCT04122326,Accepts Healthy Volunteers
8219,NCT00968773,Accepts Healthy Volunteers
8220,NCT00126152,Accepts Healthy Volunteers
9783,NCT03914573,Accepts Healthy Volunteers
8730,NCT04178577,Accepts Healthy Volunteers
7723,NCT01668992,Accepts Healthy Volunteers
9786,NCT03913260,Accepts Healthy Volunteers
9787,NCT03913169,Accepts Healthy Volunteers
9788,NCT03912363,Accepts Healthy Volunteers
8120,NCT00404274,Accepts Healthy Volunteers
6994,NCT02866422,Accepts Healthy Volunteers
9791,NCT03908996,Accepts Healthy Volunteers
7067,NCT00572884,Accepts Healthy Volunteers
6995,NCT02807506,Accepts Healthy Volunteers
9792,NCT03907917,Accepts Healthy Volunteers
8258,NCT00067353,Accepts Healthy Volunteers
7066,NCT00633009,Accepts Healthy Volunteers
7688,NCT01942746,Accepts Healthy Volunteers
8223,NCT00775476,Accepts Healthy Volunteers
9753,NCT03938103,Accepts Healthy Volunteers
7543,NCT02443727,Accepts Healthy Volunteers
9580,NCT04073914,Accepts Healthy Volunteers
9110,NCT04495283,Accepts Healthy Volunteers
9116,NCT04486716,Accepts Healthy Volunteers
7489,NCT02725255,Accepts Healthy Volunteers
7488,NCT02894294,Accepts Healthy Volunteers
7487,NCT02903602,Accepts Healthy Volunteers
9112,NCT04494945,Accepts Healthy Volunteers
8373,NCT03929939,Accepts Healthy Volunteers
7319,NCT03869060,Accepts Healthy Volunteers
8869,NCT02972255,Accepts Healthy Volunteers
7320,NCT04298138,Accepts Healthy Volunteers
7321,NCT01093053,Accepts Healthy Volunteers
8873,NCT00759746,Accepts Healthy Volunteers
7864,NCT03328572,Accepts Healthy Volunteers
7322,NCT01208870,Accepts Healthy Volunteers
8376,NCT02149823,Accepts Healthy Volunteers
7317,NCT00822692,Accepts Healthy Volunteers
9123,NCT04484805,Accepts Healthy Volunteers
9578,NCT04075682,Accepts Healthy Volunteers
8510,NCT04473729,Accepts Healthy Volunteers
7303,NCT01964859,Accepts Healthy Volunteers
7494,NCT00153777,Accepts Healthy Volunteers
8511,NCT03406260,Accepts Healthy Volunteers
9137,NCT04474210,Accepts Healthy Volunteers
7860,NCT04465708,Accepts Healthy Volunteers
8364,NCT04474405,Accepts Healthy Volunteers
7309,NCT04474093,Accepts Healthy Volunteers
7313,NCT00437021,Accepts Healthy Volunteers
7310,NCT04028180,Accepts Healthy Volunteers
8365,NCT00947206,Accepts Healthy Volunteers
8867,NCT03095391,Accepts Healthy Volunteers
8868,NCT02679729,Accepts Healthy Volunteers
7493,NCT00213083,Accepts Healthy Volunteers
9124,NCT04484337,Accepts Healthy Volunteers
8377,NCT01891383,Accepts Healthy Volunteers
7484,NCT03429257,Accepts Healthy Volunteers
8875,NCT04019977,Accepts Healthy Volunteers
8500,NCT03841682,Accepts Healthy Volunteers
7478,NCT00722280,Accepts Healthy Volunteers
7331,NCT04565366,Accepts Healthy Volunteers
8885,NCT02071121,Accepts Healthy Volunteers
9071,NCT04528446,Accepts Healthy Volunteers
8385,NCT02792296,Accepts Healthy Volunteers
7334,NCT02734238,Accepts Healthy Volunteers
9070,NCT04530500,Accepts Healthy Volunteers
9096,NCT04506307,Accepts Healthy Volunteers
9069,NCT04531514,Accepts Healthy Volunteers
8386,NCT01537887,Accepts Healthy Volunteers
8498,NCT02224352,Accepts Healthy Volunteers
9065,NCT04538963,Accepts Healthy Volunteers
8388,NCT04300049,Accepts Healthy Volunteers
8389,NCT01422135,Accepts Healthy Volunteers
7330,NCT00204477,Accepts Healthy Volunteers
8883,NCT00331058,Accepts Healthy Volunteers
7872,NCT04027218,Accepts Healthy Volunteers
7481,NCT03822611,Accepts Healthy Volunteers
8880,NCT03600532,Accepts Healthy Volunteers
7869,NCT01687153,Accepts Healthy Volunteers
9083,NCT04518059,Accepts Healthy Volunteers
9084,NCT04517734,Accepts Healthy Volunteers
9085,NCT04517552,Accepts Healthy Volunteers
7971,NCT02169024,Accepts Healthy Volunteers
9089,NCT04513990,Accepts Healthy Volunteers
8379,NCT01511432,Accepts Healthy Volunteers
8378,NCT04418934,Accepts Healthy Volunteers
9093,NCT04508751,Accepts Healthy Volunteers
7866,NCT03823898,Accepts Healthy Volunteers
8876,NCT02085473,Accepts Healthy Volunteers
7324,NCT02666859,Accepts Healthy Volunteers
8862,NCT00542360,Accepts Healthy Volunteers
7302,NCT02194582,Accepts Healthy Volunteers
7301,NCT03623022,Accepts Healthy Volunteers
9206,NCT04392323,Accepts Healthy Volunteers
8353,NCT00704912,Accepts Healthy Volunteers
8523,NCT03731598,Accepts Healthy Volunteers
9212,NCT04388319,Accepts Healthy Volunteers
8848,NCT01033942,Accepts Healthy Volunteers
9209,NCT04389957,Accepts Healthy Volunteers
9207,NCT04392232,Accepts Healthy Volunteers
8849,NCT02043496,Accepts Healthy Volunteers
9194,NCT04406935,Accepts Healthy Volunteers
7279,NCT00658190,Accepts Healthy Volunteers
9201,NCT04400903,Accepts Healthy Volunteers
8356,NCT02482935,Accepts Healthy Volunteers
7280,NCT02562872,Accepts Healthy Volunteers
7506,NCT04579328,Accepts Healthy Volunteers
7505,NCT00337428,Accepts Healthy Volunteers
9218,NCT04382963,Accepts Healthy Volunteers
8847,NCT02079480,Accepts Healthy Volunteers
9220,NCT04380415,Accepts Healthy Volunteers
7272,NCT01338701,Accepts Healthy Volunteers
9222,NCT04379843,Accepts Healthy Volunteers
8002,NCT03010644,Accepts Healthy Volunteers
7271,NCT02465307,Accepts Healthy Volunteers
8845,NCT04149639,Accepts Healthy Volunteers
8844,NCT00859053,Accepts Healthy Volunteers
8352,NCT02028286,Accepts Healthy Volunteers
7269,NCT03052010,Accepts Healthy Volunteers
9229,NCT04374760,Accepts Healthy Volunteers
8003,NCT00483028,Accepts Healthy Volunteers
7847,NCT01165476,Accepts Healthy Volunteers
7268,NCT02993458,Accepts Healthy Volunteers
7267,NCT02938975,Accepts Healthy Volunteers
7266,NCT01399138,Accepts Healthy Volunteers
7998,NCT02831582,Accepts Healthy Volunteers
9193,NCT04407377,Accepts Healthy Volunteers
7300,NCT02469324,Accepts Healthy Volunteers
7989,NCT04032106,Accepts Healthy Volunteers
9163,NCT04444050,Accepts Healthy Volunteers
9160,NCT04449510,Accepts Healthy Volunteers
7990,NCT00122447,Accepts Healthy Volunteers
9157,NCT04452331,Accepts Healthy Volunteers
8516,NCT02133209,Accepts Healthy Volunteers
9154,NCT04456738,Accepts Healthy Volunteers
8860,NCT03945552,Accepts Healthy Volunteers
8521,NCT04018092,Accepts Healthy Volunteers
9147,NCT04463992,Accepts Healthy Volunteers
7987,NCT02795104,Accepts Healthy Volunteers
9145,NCT04466644,Accepts Healthy Volunteers
8861,NCT00967083,Accepts Healthy Volunteers
7298,NCT02946736,Accepts Healthy Volunteers
7299,NCT03920137,Accepts Healthy Volunteers
7496,NCT00615641,Accepts Healthy Volunteers
7291,NCT02825654,Accepts Healthy Volunteers
8359,NCT00271921,Accepts Healthy Volunteers
9168,NCT04437732,Accepts Healthy Volunteers
7499,NCT02548208,Accepts Healthy Volunteers
9173,NCT04430010,Accepts Healthy Volunteers
9174,NCT04429568,Accepts Healthy Volunteers
9177,NCT04426838,Accepts Healthy Volunteers
9178,NCT04426526,Accepts Healthy Volunteers
9179,NCT04424576,Accepts Healthy Volunteers
9180,NCT04424446,Accepts Healthy Volunteers
8853,NCT01156610,Accepts Healthy Volunteers
9184,NCT04417946,Accepts Healthy Volunteers
8852,NCT03723395,Accepts Healthy Volunteers
7283,NCT02722356,Accepts Healthy Volunteers
7503,NCT01637324,Accepts Healthy Volunteers
8520,NCT04258332,Accepts Healthy Volunteers
7473,NCT00446979,Accepts Healthy Volunteers
8393,NCT02808598,Accepts Healthy Volunteers
8892,NCT01748994,Accepts Healthy Volunteers
8999,NCT04592549,Accepts Healthy Volunteers
9002,NCT04587804,Accepts Healthy Volunteers
8430,NCT02808702,Accepts Healthy Volunteers
7386,NCT02553148,Accepts Healthy Volunteers
7932,NCT01316055,Accepts Healthy Volunteers
8935,NCT03635905,Accepts Healthy Volunteers
8936,NCT01197911,Accepts Healthy Volunteers
8939,NCT04475718,Accepts Healthy Volunteers
8992,NCT04596241,Accepts Healthy Volunteers
8997,NCT04592783,Accepts Healthy Volunteers
8435,NCT02802774,Accepts Healthy Volunteers
7429,NCT03207152,Accepts Healthy Volunteers
8995,NCT04593784,Accepts Healthy Volunteers
8994,NCT04594902,Accepts Healthy Volunteers
7903,NCT04216030,Accepts Healthy Volunteers
8429,NCT00224419,Accepts Healthy Volunteers
9003,NCT04587713,Accepts Healthy Volunteers
8428,NCT03613038,Accepts Healthy Volunteers
8469,NCT00760383,Accepts Healthy Volunteers
9008,NCT04582617,Accepts Healthy Volunteers
7898,NCT03884816,Accepts Healthy Volunteers
7935,NCT03567018,Accepts Healthy Volunteers
8471,NCT01258244,Accepts Healthy Volunteers
7377,NCT02975596,Accepts Healthy Volunteers
7438,NCT04043182,Accepts Healthy Volunteers
9011,NCT04580797,Accepts Healthy Volunteers
