NCTId,Attribute,Value
NCT00708955,1001-10000,1
NCT00708916,0-50,1
NCT00708903,51-100,1
NCT00708851,0-50,1
NCT00708799,51-100,1
NCT00708760,51-100,1
NCT00708734,0-50,1
NCT00708721,0-50,1
NCT00708604,0-50,1
NCT00708591,51-100,1
NCT00708565,0-50,1
NCT00708487,201-500,1
NCT00708474,0-50,1
NCT00708461,1001-10000,1
NCT00708448,0-50,1
NCT00708305,51-100,1
NCT00708279,0-50,1
NCT00708227,51-100,1
NCT00708097,51-100,1
NCT00708045,0-50,1
NCT00707876,101-200,1
NCT00707863,0-50,1
NCT00707811,101-200,1
NCT00707642,0-50,1
NCT00707629,0-50,1
NCT00707577,201-500,1
NCT00707499,0-50,1
NCT00707473,0-50,1
NCT00707343,0-50,1
NCT00707291,51-100,1
NCT00707278,0-50,1
NCT00707213,0-50,1
NCT00707187,101-200,1
NCT00707174,51-100,1
NCT00707135,0-50,1
NCT00707057,201-500,1
NCT00706992,0-50,1
NCT00706966,0-50,1
NCT00706940,51-100,1
NCT00706901,101-200,1
NCT00706875,51-100,1
NCT00706836,0-50,1
NCT00706823,0-50,1
NCT00706810,0-50,1
NCT00706784,0-50,1
NCT00706732,0-50,1
NCT00706615,0-50,1
NCT00706550,101-200,1
NCT00706511,0-50,1
NCT00706485,0-50,1
NCT00706459,51-100,1
NCT00706420,0-50,1
NCT00706407,0-50,1
NCT00706381,0-50,1
NCT00706368,201-500,1
NCT00706329,0-50,1
NCT00706290,0-50,1
NCT00706225,0-50,1
NCT00706186,0-50,1
NCT00706173,0-50,1
NCT00706160,101-200,1
NCT00706121,1001-10000,1
NCT00706004,0-50,1
NCT00705900,51-100,1
NCT00705887,51-100,1
NCT00705848,0-50,1
NCT00705835,0-50,1
NCT00705809,501-1000,1
NCT00705731,501-1000,1
NCT00705705,501-1000,1
NCT00705653,0-50,1
NCT00705640,0-50,1
NCT00705536,0-50,1
NCT00705523,0-50,1
NCT00705497,0-50,1
NCT00705458,201-500,1
NCT00705380,0-50,1
NCT00705354,0-50,1
NCT00705250,0-50,1
NCT00705237,0-50,1
NCT00705159,101-200,1
NCT00705120,0-50,1
NCT00704938,0-50,1
NCT00704925,0-50,1
NCT00704834,0-50,1
NCT00704821,51-100,1
NCT00704691,0-50,1
NCT00704626,101-200,1
NCT00704613,201-500,1
NCT00704457,0-50,1
NCT00704431,0-50,1
NCT00704418,101-200,1
NCT00704379,51-100,1
NCT00704353,501-1000,1
NCT00704340,201-500,1
NCT00704327,101-200,1
NCT00704197,0-50,1
NCT00704028,101-200,1
NCT00703989,0-50,1
NCT00703976,51-100,1
NCT00703963,101-200,1
NCT00703937,501-1000,1
NCT00703885,0-50,1
NCT00703807,0-50,1
NCT00703781,101-200,1
NCT00703729,51-100,1
NCT00703638,0-50,1
NCT00703625,0-50,1
NCT00703586,0-50,1
NCT00703456,0-50,1
NCT00703443,101-200,1
NCT00703417,0-50,1
NCT00703313,51-100,1
NCT00703248,0-50,1
NCT00703222,0-50,1
NCT00703209,101-200,1
NCT00703196,201-500,1
NCT00703183,0-50,1
NCT00703170,0-50,1
NCT00703105,0-50,1
NCT00703092,0-50,1
NCT00703001,201-500,1
NCT00702923,0-50,1
NCT00702689,0-50,1
NCT00702676,51-100,1
NCT00702533,51-100,1
NCT00702455,201-500,1
NCT00702377,101-200,1
NCT00702364,51-100,1
NCT00702260,0-50,1
NCT00702208,101-200,1
NCT00702104,0-50,1
NCT00702091,0-50,1
NCT00702039,0-50,1
NCT00701987,0-50,1
NCT00701857,0-50,1
NCT00701779,51-100,1
NCT00701727,0-50,1
NCT00701688,0-50,1
NCT00701636,0-50,1
NCT00701571,101-200,1
NCT00701376,101-200,1
NCT00701311,0-50,1
NCT00701298,0-50,1
NCT00701233,0-50,1
NCT00701194,101-200,1
NCT00701168,0-50,1
NCT00701051,51-100,1
NCT00700973,101-200,1
NCT00700947,0-50,1
NCT00700921,0-50,1
NCT00700908,101-200,1
NCT00700752,0-50,1
NCT00700687,51-100,1
NCT00700596,0-50,1
NCT00700518,0-50,1
NCT00700505,0-50,1
NCT00700479,0-50,1
NCT00700167,0-50,1
NCT00700128,0-50,1
NCT00700115,51-100,1
NCT00700076,0-50,1
NCT00700011,0-50,1
NCT00699946,201-500,1
NCT00699907,101-200,1
NCT00699894,0-50,1
NCT00699803,51-100,1
NCT00699595,0-50,1
NCT00699556,0-50,1
NCT00699504,51-100,1
NCT00699439,1001-10000,1
NCT00699413,0-50,1
NCT00699244,201-500,1
NCT00699218,0-50,1
NCT00699153,201-500,1
NCT00699101,201-500,1
NCT00699036,101-200,1
NCT00699010,0-50,1
NCT00698997,101-200,1
NCT00698984,51-100,1
NCT00698945,0-50,1
NCT00698776,0-50,1
NCT00698724,101-200,1
NCT00698711,0-50,1
NCT00698542,201-500,1
NCT00698529,51-100,1
NCT00698451,51-100,1
NCT00698399,0-50,1
NCT00698139,0-50,1
NCT00698100,0-50,1
NCT00698035,51-100,1
NCT00698009,0-50,1
NCT00697996,0-50,1
NCT00697892,0-50,1
NCT00697801,201-500,1
NCT00697788,0-50,1
NCT00697671,0-50,1
NCT00697606,201-500,1
NCT00697580,101-200,1
NCT00697541,0-50,1
NCT00697411,201-500,1
NCT00697385,0-50,1
NCT00697268,0-50,1
NCT00697138,0-50,1
NCT00697047,1001-10000,1
NCT00697034,0-50,1
NCT00696852,51-100,1
NCT00696683,51-100,1
NCT00696618,0-50,1
NCT00696553,51-100,1
NCT00696501,201-500,1
NCT00696488,0-50,1
NCT00696462,0-50,1
NCT00696449,51-100,1
NCT00696410,0-50,1
NCT00696397,0-50,1
NCT00696371,0-50,1
NCT00696293,0-50,1
NCT00696280,101-200,1
NCT00696228,101-200,1
NCT00696176,0-50,1
NCT00696124,0-50,1
NCT00696111,51-100,1
NCT00696085,501-1000,1
NCT00696007,0-50,1
NCT00695968,0-50,1
NCT00695877,0-50,1
NCT00695864,0-50,1
NCT00695851,0-50,1
NCT00695786,101-200,1
NCT00695773,101-200,1
NCT00695747,51-100,1
NCT00695695,501-1000,1
NCT00695682,0-50,1
NCT00695630,0-50,1
NCT00695604,0-50,1
NCT00695591,0-50,1
NCT00695578,0-50,1
NCT00695500,0-50,1
NCT00695435,0-50,1
NCT00695409,101-200,1
NCT00695318,0-50,1
NCT00695279,51-100,1
NCT00695253,0-50,1
NCT00695240,51-100,1
NCT00695227,201-500,1
NCT00695162,51-100,1
NCT00695136,0-50,1
NCT00695123,10000plus,1
NCT00695084,0-50,1
NCT00695006,51-100,1
NCT00694967,51-100,1
NCT00694759,0-50,1
NCT00694746,0-50,1
NCT00694733,101-200,1
NCT00694655,101-200,1
NCT00694564,0-50,1
NCT00694525,0-50,1
NCT00694512,51-100,1
NCT00694486,0-50,1
NCT00694473,51-100,1
NCT00694447,0-50,1
NCT00694434,101-200,1
NCT00694421,101-200,1
NCT00694317,0-50,1
NCT00694291,0-50,1
NCT00694278,0-50,1
NCT00694187,0-50,1
NCT00694122,0-50,1
NCT00694096,0-50,1
NCT00694070,51-100,1
NCT00694018,201-500,1
NCT00693953,101-200,1
NCT00693940,101-200,1
NCT00693914,101-200,1
NCT00693901,0-50,1
NCT00693823,51-100,1
NCT00693719,0-50,1
NCT00693693,0-50,1
NCT00693654,0-50,1
NCT00693628,0-50,1
NCT00693602,51-100,1
NCT00693550,101-200,1
NCT00693511,0-50,1
NCT00693459,0-50,1
NCT00693433,0-50,1
NCT00693303,0-50,1
NCT00693264,0-50,1
NCT00693238,201-500,1
NCT00693225,51-100,1
NCT00693212,101-200,1
NCT00693173,0-50,1
NCT00693160,0-50,1
NCT00693134,0-50,1
NCT00693095,0-50,1
NCT00693082,0-50,1
NCT00693043,0-50,1
NCT00692991,101-200,1
NCT00692926,0-50,1
NCT00692900,0-50,1
NCT00692861,0-50,1
NCT00692822,51-100,1
NCT00692796,51-100,1
NCT00692783,0-50,1
NCT00692692,0-50,1
NCT00692640,0-50,1
NCT00692549,51-100,1
NCT00692484,0-50,1
NCT00692471,51-100,1
NCT00692432,0-50,1
NCT00692419,201-500,1
NCT00692380,0-50,1
NCT00692328,51-100,1
NCT00692315,0-50,1
NCT00692302,51-100,1
NCT00692211,201-500,1
NCT00692120,51-100,1
NCT00692094,0-50,1
NCT00692055,0-50,1
NCT00692029,0-50,1
NCT00692016,0-50,1
NCT00691977,0-50,1
NCT00691886,0-50,1
NCT00691873,0-50,1
NCT00691795,0-50,1
NCT00691769,0-50,1
NCT00691756,101-200,1
NCT00691717,201-500,1
NCT00691678,51-100,1
NCT00691665,101-200,1
NCT00691652,0-50,1
NCT00691639,501-1000,1
NCT00691626,101-200,1
NCT00691600,0-50,1
NCT00691574,0-50,1
NCT00691561,201-500,1
NCT00691535,201-500,1
NCT00691496,201-500,1
NCT00691457,0-50,1
NCT00691444,0-50,1
NCT00691431,51-100,1
NCT00691366,0-50,1
NCT00691327,10000plus,1
NCT00691223,51-100,1
NCT00691210,0-50,1
NCT00691197,201-500,1
NCT00691158,0-50,1
NCT00691132,101-200,1
NCT00691041,201-500,1
NCT00691015,0-50,1
NCT00690976,201-500,1
NCT00690950,0-50,1
NCT00690924,0-50,1
NCT00690911,0-50,1
NCT00690885,0-50,1
NCT00690846,0-50,1
NCT00690833,0-50,1
NCT00690755,101-200,1
NCT00690690,201-500,1
NCT00690677,0-50,1
NCT00690664,51-100,1
NCT00690625,0-50,1
NCT00690534,51-100,1
NCT00690521,0-50,1
NCT00690417,101-200,1
NCT00690352,201-500,1
NCT00690339,501-1000,1
NCT00690313,0-50,1
NCT00690235,0-50,1
NCT00690183,0-50,1
NCT00690170,0-50,1
NCT00690027,201-500,1
NCT00690014,0-50,1
NCT00689884,0-50,1
NCT00689871,501-1000,1
NCT00689754,201-500,1
NCT00689286,0-50,1
NCT00689091,10000plus,1
NCT00689078,0-50,1
NCT00689026,51-100,1
NCT00688987,0-50,1
NCT00688961,0-50,1
NCT00688935,0-50,1
NCT00688857,0-50,1
NCT00688805,0-50,1
NCT00688636,0-50,1
NCT00688597,0-50,1
NCT00688493,0-50,1
NCT00688350,0-50,1
NCT00688311,0-50,1
NCT00688285,201-500,1
NCT00688259,51-100,1
NCT00688220,0-50,1
NCT00688168,201-500,1
NCT00688155,51-100,1
NCT00688142,0-50,1
NCT00688129,101-200,1
NCT00688051,0-50,1
NCT00688038,0-50,1
NCT00688025,0-50,1
NCT00687830,101-200,1
NCT00687739,51-100,1
NCT00687674,0-50,1
NCT00687479,101-200,1
NCT00687453,0-50,1
NCT00687167,0-50,1
NCT00687128,51-100,1
NCT00687115,51-100,1
NCT00687076,101-200,1
NCT00686998,101-200,1
NCT00686972,51-100,1
NCT00686764,0-50,1
NCT00686712,101-200,1
NCT00686647,51-100,1
NCT00686634,101-200,1
NCT00686608,51-100,1
NCT00686348,201-500,1
NCT00686296,51-100,1
NCT00686283,0-50,1
NCT00686231,0-50,1
NCT00686192,0-50,1
NCT00686127,0-50,1
NCT00685945,0-50,1
NCT00685932,101-200,1
NCT00685919,51-100,1
NCT00685906,0-50,1
NCT00685880,0-50,1
NCT00685854,0-50,1
NCT00685815,0-50,1
NCT00685763,0-50,1
NCT00685737,0-50,1
NCT00685724,51-100,1
NCT00685620,201-500,1
NCT00685503,0-50,1
NCT00685386,51-100,1
NCT00685295,51-100,1
NCT00685243,0-50,1
NCT00685178,201-500,1
NCT00685061,51-100,1
NCT00685048,201-500,1
NCT00685035,0-50,1
NCT00685009,1001-10000,1
NCT00684957,0-50,1
NCT00684905,0-50,1
NCT00684879,201-500,1
NCT00684788,0-50,1
NCT00684775,0-50,1
NCT00684749,101-200,1
NCT00684697,51-100,1
NCT00684580,10000plus,1
NCT00684437,201-500,1
NCT00684411,0-50,1
NCT00684398,501-1000,1
NCT00684359,0-50,1
NCT00684294,0-50,1
NCT00684255,0-50,1
NCT00684242,0-50,1
NCT00684164,0-50,1
NCT00684138,201-500,1
NCT00684086,201-500,1
NCT00684008,0-50,1
NCT00683956,0-50,1
NCT00683943,0-50,1
NCT00683852,201-500,1
NCT00683826,0-50,1
NCT00683787,0-50,1
NCT00683774,0-50,1
NCT00683670,0-50,1
NCT00683631,101-200,1
NCT00683540,0-50,1
NCT00683462,0-50,1
NCT00683371,0-50,1
NCT00683280,51-100,1
NCT00683254,0-50,1
NCT00683241,0-50,1
NCT00683189,0-50,1
NCT00683163,0-50,1
NCT00683150,51-100,1
NCT00683046,201-500,1
NCT00683033,51-100,1
NCT00683020,201-500,1
NCT00683007,0-50,1
NCT00682968,0-50,1
NCT00682929,0-50,1
NCT00682916,0-50,1
NCT00682890,0-50,1
NCT00682851,501-1000,1
NCT00682786,101-200,1
NCT00682734,201-500,1
NCT00682721,0-50,1
NCT00682682,0-50,1
NCT00682513,101-200,1
NCT00682474,1001-10000,1
NCT00682448,0-50,1
NCT00682435,201-500,1
NCT00682422,0-50,1
NCT00682383,0-50,1
NCT00682357,0-50,1
NCT00682188,51-100,1
NCT00682110,0-50,1
NCT00682058,101-200,1
NCT00682032,201-500,1
NCT00681954,51-100,1
NCT00681928,51-100,1
NCT00681915,0-50,1
NCT00681902,101-200,1
NCT00681889,0-50,1
NCT00681681,101-200,1
NCT00681655,101-200,1
NCT00681590,101-200,1
NCT00681525,0-50,1
NCT00681512,0-50,1
NCT00681473,0-50,1
NCT00681447,101-200,1
NCT00681408,0-50,1
NCT00681395,51-100,1
NCT00681343,0-50,1
NCT00681317,0-50,1
NCT00681304,0-50,1
NCT00681239,0-50,1
NCT00681213,101-200,1
NCT00681161,51-100,1
NCT00681148,0-50,1
NCT00681044,0-50,1
NCT00680966,101-200,1
NCT00680875,1001-10000,1
NCT00680862,0-50,1
NCT00680849,201-500,1
NCT00680836,51-100,1
NCT00680823,101-200,1
NCT00680797,0-50,1
NCT00680771,0-50,1
NCT00680719,101-200,1
NCT00680615,1001-10000,1
NCT00680589,0-50,1
NCT00680576,101-200,1
NCT00680537,51-100,1
NCT00680524,0-50,1
NCT00680511,51-100,1
NCT00680498,0-50,1
NCT00680459,0-50,1
NCT00680420,0-50,1
NCT00680381,51-100,1
NCT00680368,51-100,1
NCT00680355,0-50,1
NCT00680290,0-50,1
NCT00680277,0-50,1
NCT00680225,0-50,1
NCT00680212,51-100,1
NCT00680199,0-50,1
NCT00680160,0-50,1
NCT00680147,501-1000,1
NCT00680121,101-200,1
NCT00680095,0-50,1
NCT00679835,0-50,1
NCT00679601,0-50,1
NCT00679458,0-50,1
NCT00679406,0-50,1
NCT00679367,0-50,1
NCT00679302,101-200,1
NCT00679198,501-1000,1
NCT00679094,0-50,1
NCT00679081,0-50,1
NCT00679042,0-50,1
NCT00679029,0-50,1
NCT00678925,101-200,1
NCT00678899,0-50,1
NCT00678873,0-50,1
NCT00678860,101-200,1
NCT00678821,51-100,1
NCT00678730,101-200,1
NCT00678717,0-50,1
NCT00678639,101-200,1
NCT00678600,1001-10000,1
NCT00678574,0-50,1
NCT00678470,0-50,1
NCT00678431,0-50,1
NCT00678379,101-200,1
NCT00678249,201-500,1
NCT00678158,51-100,1
NCT00678145,101-200,1
NCT00678054,0-50,1
NCT00678041,0-50,1
NCT00678015,0-50,1
NCT00678002,101-200,1
NCT00677976,0-50,1
NCT00677911,0-50,1
NCT00677898,201-500,1
NCT00677885,0-50,1
NCT00677872,0-50,1
NCT00677742,501-1000,1
NCT00677703,501-1000,1
NCT00677651,0-50,1
NCT00677625,201-500,1
NCT00677430,201-500,1
NCT00677235,201-500,1
NCT00677183,0-50,1
NCT00677157,201-500,1
NCT00677092,0-50,1
NCT00677079,0-50,1
NCT00677040,0-50,1
NCT00677014,1001-10000,1
NCT00676962,0-50,1
NCT00676897,0-50,1
NCT00676858,0-50,1
NCT00676806,0-50,1
NCT00676598,51-100,1
NCT00676585,0-50,1
NCT00676481,501-1000,1
NCT00676468,0-50,1
NCT00676455,0-50,1
NCT00676442,0-50,1
NCT00676273,101-200,1
NCT00676208,0-50,1
NCT00676195,0-50,1
NCT00676156,0-50,1
NCT00676104,0-50,1
NCT00676026,0-50,1
NCT00675922,51-100,1
NCT00675870,51-100,1
NCT00675831,0-50,1
NCT00675766,201-500,1
NCT00675727,0-50,1
NCT00675701,201-500,1
NCT00675675,51-100,1
NCT00675558,0-50,1
NCT00675532,0-50,1
NCT00675467,0-50,1
NCT00675454,201-500,1
NCT00675441,0-50,1
NCT00675415,201-500,1
NCT00675376,201-500,1
NCT00675350,0-50,1
NCT00675311,201-500,1
NCT00675298,201-500,1
NCT00675233,0-50,1
NCT00675207,101-200,1
NCT00675051,0-50,1
NCT00675038,51-100,1
NCT00674882,501-1000,1
NCT00674804,1001-10000,1
NCT00674791,0-50,1
NCT00674765,101-200,1
NCT00674674,0-50,1
NCT00674648,0-50,1
NCT00674570,101-200,1
NCT00674518,101-200,1
NCT00674505,0-50,1
NCT00674492,0-50,1
NCT00674479,51-100,1
NCT00674427,0-50,1
NCT00674245,0-50,1
NCT00674219,0-50,1
NCT00674206,0-50,1
NCT00674128,101-200,1
NCT00674024,0-50,1
NCT00674011,0-50,1
NCT00673855,0-50,1
NCT00673816,0-50,1
NCT00673764,0-50,1
NCT00673738,0-50,1
NCT00673595,0-50,1
NCT00673569,0-50,1
NCT00673439,0-50,1
NCT00673374,101-200,1
NCT00673322,0-50,1
NCT00673309,501-1000,1
NCT00673244,0-50,1
NCT00673218,0-50,1
NCT00673179,0-50,1
NCT00673114,0-50,1
NCT00673010,0-50,1
NCT00672971,0-50,1
NCT00672932,0-50,1
NCT00672906,101-200,1
NCT00672880,101-200,1
NCT00672841,51-100,1
NCT00672828,501-1000,1
NCT00672815,101-200,1
NCT00672789,0-50,1
NCT00672750,51-100,1
NCT00672737,51-100,1
NCT00672672,0-50,1
NCT00672646,101-200,1
NCT00672633,0-50,1
NCT00672542,0-50,1
NCT00672516,0-50,1
NCT00672503,201-500,1
NCT00672451,0-50,1
NCT00672438,201-500,1
NCT00672360,0-50,1
NCT00672269,0-50,1
NCT00672256,51-100,1
NCT00672243,0-50,1
NCT00672230,201-500,1
NCT00672217,51-100,1
NCT00672178,0-50,1
NCT00672165,0-50,1
NCT00672152,0-50,1
NCT00672087,501-1000,1
NCT00671983,0-50,1
NCT00671957,0-50,1
NCT00671931,0-50,1
NCT00671892,501-1000,1
NCT00671853,101-200,1
NCT00671814,51-100,1
NCT00671801,0-50,1
NCT00671723,0-50,1
NCT00671710,0-50,1
NCT00671697,0-50,1
NCT00671684,0-50,1
NCT00671658,201-500,1
NCT00671632,0-50,1
NCT00671593,0-50,1
NCT00671554,0-50,1
NCT00671541,0-50,1
NCT00671515,0-50,1
NCT00671463,0-50,1
NCT00671450,51-100,1
NCT00671424,0-50,1
NCT00671411,0-50,1
NCT00671385,1001-10000,1
NCT00671229,201-500,1
NCT00671177,201-500,1
NCT00671112,0-50,1
NCT00670995,1001-10000,1
NCT00670917,51-100,1
NCT00670904,101-200,1
NCT00670826,51-100,1
NCT00670800,0-50,1
NCT00670774,0-50,1
NCT00670748,0-50,1
NCT00670423,0-50,1
NCT00670410,0-50,1
NCT00670397,0-50,1
NCT00670332,501-1000,1
NCT00670280,101-200,1
NCT00670267,0-50,1
NCT00670202,0-50,1
NCT00670150,0-50,1
NCT00670046,0-50,1
NCT00669968,0-50,1
NCT00669890,0-50,1
NCT00669877,51-100,1
NCT00669851,0-50,1
NCT00669799,0-50,1
NCT00669734,0-50,1
NCT00669682,0-50,1
NCT00669669,0-50,1
NCT00669656,0-50,1
NCT00669630,201-500,1
NCT00669578,51-100,1
NCT00669552,0-50,1
NCT00669539,101-200,1
NCT00669526,51-100,1
NCT00669500,1001-10000,1
NCT00669461,0-50,1
NCT00669396,51-100,1
NCT00669383,51-100,1
NCT00669305,0-50,1
NCT00669279,0-50,1
NCT00669188,201-500,1
NCT00669175,0-50,1
NCT00669162,0-50,1
NCT00669019,0-50,1
NCT00668967,51-100,1
NCT00668954,0-50,1
NCT00668902,0-50,1
NCT00668811,0-50,1
NCT00668785,0-50,1
NCT00668746,0-50,1
NCT00668655,0-50,1
NCT00668564,0-50,1
NCT00668551,0-50,1
NCT00668512,0-50,1
NCT00668499,0-50,1
NCT00668473,0-50,1
NCT00668382,0-50,1
NCT00668265,0-50,1
NCT00668187,51-100,1
NCT00668174,101-200,1
NCT00668161,201-500,1
NCT00667953,0-50,1
NCT00667940,51-100,1
NCT00667927,0-50,1
NCT00667901,0-50,1
NCT00667888,201-500,1
NCT00667875,51-100,1
NCT00667836,201-500,1
NCT00667784,0-50,1
NCT00667771,51-100,1
NCT00667693,101-200,1
NCT00667654,51-100,1
NCT00667641,0-50,1
NCT00667589,0-50,1
NCT00667550,0-50,1
NCT00667498,0-50,1
NCT00667485,0-50,1
NCT00667394,0-50,1
NCT00667329,0-50,1
NCT00667303,51-100,1
NCT00667290,51-100,1
NCT00667264,0-50,1
NCT00667238,201-500,1
NCT00667225,0-50,1
NCT00667186,1001-10000,1
NCT00667134,0-50,1
NCT00667095,0-50,1
NCT00667030,51-100,1
NCT00667017,0-50,1
NCT00667004,101-200,1
NCT00666952,101-200,1
NCT00666913,101-200,1
NCT00666848,0-50,1
NCT00666822,101-200,1
NCT00666796,0-50,1
NCT00666705,0-50,1
NCT00666653,0-50,1
NCT00666614,0-50,1
NCT00666601,0-50,1
NCT00666536,501-1000,1
NCT00666250,0-50,1
NCT00666172,201-500,1
NCT00666107,101-200,1
NCT00666003,0-50,1
NCT00665990,0-50,1
NCT00665977,0-50,1
NCT00665782,0-50,1
NCT00665769,101-200,1
NCT00665743,0-50,1
NCT00665704,0-50,1
NCT00665691,101-200,1
NCT00665678,101-200,1
NCT00665652,0-50,1
NCT00665613,201-500,1
NCT00665548,0-50,1
NCT00665470,0-50,1
NCT00665444,0-50,1
NCT00665431,501-1000,1
NCT00665249,51-100,1
NCT00665236,51-100,1
NCT00665184,0-50,1
NCT00665132,0-50,1
NCT00665106,0-50,1
NCT00665002,0-50,1
NCT00664807,1001-10000,1
NCT00664755,101-200,1
NCT00664729,101-200,1
NCT00664703,0-50,1
NCT00664677,0-50,1
NCT00664664,501-1000,1
NCT00664586,0-50,1
NCT00664560,501-1000,1
NCT00664482,0-50,1
NCT00664404,51-100,1
NCT00664274,101-200,1
NCT00664261,1001-10000,1
NCT00664235,51-100,1
NCT00664209,51-100,1
NCT00664196,0-50,1
NCT00664131,101-200,1
NCT00664092,201-500,1
NCT00664079,0-50,1
NCT00664053,51-100,1
NCT00663975,0-50,1
NCT00663871,201-500,1
NCT00663793,0-50,1
NCT00663754,201-500,1
NCT00663663,201-500,1
NCT00663637,0-50,1
NCT00663611,51-100,1
NCT00663585,0-50,1
NCT00663533,0-50,1
NCT00663520,0-50,1
NCT00663507,0-50,1
NCT00663481,0-50,1
NCT00663442,0-50,1
NCT00663156,0-50,1
NCT00663091,51-100,1
NCT00663065,0-50,1
NCT00663013,0-50,1
NCT00662987,0-50,1
NCT00662883,0-50,1
NCT00662779,0-50,1
NCT00662662,1001-10000,1
NCT00662623,101-200,1
NCT00662584,0-50,1
NCT00662545,0-50,1
NCT00662519,0-50,1
NCT00662454,101-200,1
NCT00662402,101-200,1
NCT00662389,0-50,1
NCT00662363,51-100,1
NCT00662324,51-100,1
NCT00662311,0-50,1
NCT00662233,0-50,1
NCT00662207,0-50,1
NCT00662168,0-50,1
NCT00662155,101-200,1
NCT00662142,0-50,1
NCT00662103,101-200,1
NCT00662038,1001-10000,1
NCT00661947,0-50,1
NCT00661895,51-100,1
NCT00661882,201-500,1
NCT00661869,201-500,1
NCT00661856,201-500,1
NCT00661817,201-500,1
NCT00661791,51-100,1
NCT00661765,0-50,1
NCT00661674,0-50,1
NCT00661622,51-100,1
NCT00661583,0-50,1
NCT00661544,0-50,1
NCT00661466,0-50,1
NCT00661323,0-50,1
NCT00661154,0-50,1
NCT00661141,0-50,1
NCT00661089,0-50,1
NCT00661050,0-50,1
NCT00660725,0-50,1
NCT00660699,0-50,1
NCT00660686,51-100,1
NCT00660621,0-50,1
NCT00660608,0-50,1
NCT00660543,0-50,1
NCT00660530,0-50,1
NCT00660426,0-50,1
NCT00660400,0-50,1
NCT00660348,0-50,1
NCT00660283,0-50,1
NCT00660270,51-100,1
NCT00660166,0-50,1
NCT00660140,0-50,1
NCT00660127,0-50,1
NCT00660088,51-100,1
NCT00660049,0-50,1
NCT00660036,0-50,1
NCT00659971,201-500,1
NCT00659945,101-200,1
NCT00659906,51-100,1
NCT00659880,0-50,1
NCT00659828,0-50,1
NCT00659815,201-500,1
NCT00659776,101-200,1
NCT00659737,101-200,1
NCT00659646,51-100,1
NCT00659633,0-50,1
NCT00659555,0-50,1
NCT00659529,0-50,1
NCT00659490,101-200,1
NCT00659464,0-50,1
NCT00659399,0-50,1
NCT00659334,101-200,1
NCT00659256,51-100,1
NCT00659204,0-50,1
NCT00659165,0-50,1
NCT00659126,101-200,1
NCT00659048,101-200,1
NCT00659035,201-500,1
NCT00658957,0-50,1
NCT00658892,0-50,1
NCT00658749,51-100,1
NCT00658736,0-50,1
NCT00658385,0-50,1
NCT00658281,0-50,1
NCT00658242,201-500,1
NCT00658112,0-50,1
NCT00657891,0-50,1
NCT00657813,0-50,1
NCT00657800,51-100,1
NCT00657631,0-50,1
NCT00657605,0-50,1
NCT00657553,0-50,1
NCT00657358,0-50,1
NCT00657345,0-50,1
NCT00657332,101-200,1
NCT00657280,0-50,1
NCT00657202,0-50,1
NCT00657085,0-50,1
NCT00657046,51-100,1
NCT00656942,201-500,1
NCT00656916,0-50,1
NCT00656903,51-100,1
NCT00656877,0-50,1
NCT00656864,0-50,1
NCT00656851,0-50,1
NCT00656838,10000plus,1
NCT00656708,101-200,1
NCT00656669,0-50,1
NCT00656643,101-200,1
NCT00656617,101-200,1
NCT00656539,0-50,1
NCT00656500,201-500,1
NCT00656487,51-100,1
NCT00656474,0-50,1
NCT00656461,0-50,1
NCT00656448,51-100,1
NCT00656357,0-50,1
NCT00656344,0-50,1
NCT00656331,0-50,1
NCT00656318,0-50,1
NCT00656292,51-100,1
NCT00656266,0-50,1
NCT00656201,201-500,1
NCT00656123,0-50,1
NCT00656110,51-100,1
NCT00656097,101-200,1
NCT00656071,51-100,1
NCT00656058,0-50,1
NCT00656045,0-50,1
NCT00656032,0-50,1
NCT00655993,0-50,1
NCT00655980,501-1000,1
NCT00655915,101-200,1
NCT00655889,0-50,1
NCT00655850,0-50,1
NCT00655746,0-50,1
NCT00655681,0-50,1
NCT00655655,51-100,1
NCT00655642,101-200,1
NCT00655564,0-50,1
NCT00655447,10000plus,1
NCT00655434,201-500,1
NCT00655395,0-50,1
NCT00655382,0-50,1
NCT00655239,101-200,1
NCT00655226,0-50,1
NCT00655161,0-50,1
NCT00655109,51-100,1
NCT00655096,1001-10000,1
NCT00655070,0-50,1
NCT00655057,51-100,1
NCT00655005,51-100,1
NCT00654953,101-200,1
NCT00654810,51-100,1
NCT00654771,51-100,1
NCT00654693,0-50,1
NCT00654667,0-50,1
NCT00654563,0-50,1
NCT00654511,101-200,1
NCT00654355,0-50,1
NCT00654329,101-200,1
NCT00654264,0-50,1
NCT00654238,51-100,1
NCT00654199,0-50,1
NCT00654160,0-50,1
NCT00654147,0-50,1
NCT00654134,0-50,1
NCT00654108,51-100,1
NCT00653900,0-50,1
NCT00653861,51-100,1
NCT00653822,51-100,1
NCT00653809,51-100,1
NCT00653757,51-100,1
NCT00653705,101-200,1
NCT00653692,0-50,1
NCT00653666,0-50,1
NCT00653601,0-50,1
NCT00653575,201-500,1
NCT00653536,0-50,1
NCT00653471,51-100,1
NCT00653393,0-50,1
NCT00653263,0-50,1
NCT00652899,0-50,1
NCT00652886,0-50,1
NCT00652834,0-50,1
NCT00652756,0-50,1
NCT00652548,51-100,1
NCT00652496,201-500,1
