NCTId,Attribute,Value
NCT01699815,Drug,1
NCT01699906,Other,1
NCT01699958,Behavioral,1
NCT01700010,Drug,1
NCT01700036,Drug,1
NCT01700049,Drug,1
NCT01700166,Biological,1
NCT01700179,Drug,1
NCT01700205,Other,1
NCT01700257,Other,1
NCT01700257,Radiation,1
NCT01700270,Drug,1
NCT01700348,Device,1
NCT01700387,Drug,1
NCT01700400,Drug,1
NCT01700426,Drug,1
NCT01700426,Other,1
NCT01700439,Device,1
NCT01700517,Other,1
NCT01700530,Drug,1
NCT01700530,Other,1
NCT01700673,Biological,1
NCT01700673,Drug,1
NCT01700725,Drug,1
NCT01700725,Other,1
NCT01700751,Drug,1
NCT01700816,Device,1
NCT01700829,Drug,1
NCT01700868,Other,1
NCT01700881,Other,1
NCT01700894,Behavioral,1
NCT01700946,Biological,1
NCT01700946,Device,1
NCT01700946,Drug,1
NCT01700946,Other,1
NCT01700946,Procedure,1
NCT01700959,Drug,1
NCT01700972,Procedure,1
NCT01700985,Drug,1
NCT01701024,Drug,1
NCT01701037,Drug,1
NCT01701037,Other,1
NCT01701050,Other,1
NCT01701063,Drug,1
NCT01701102,Procedure,1
NCT01701115,Drug,1
NCT01701115,Procedure,1
NCT01701154,Other,1
NCT01701206,Behavioral,1
NCT01701219,Drug,1
NCT01701258,Drug,1
NCT01701284,Device,1
NCT01701323,Biological,1
NCT01701323,Drug,1
NCT01701349,Drug,1
NCT01701362,Drug,1
NCT01701375,Drug,1
NCT01701388,Device,1
NCT01701401,Drug,1
NCT01701414,Drug,1
NCT01701492,Other,1
NCT01701505,Drug,1
NCT01701531,Drug,1
NCT01701557,Other,1
NCT01701570,Behavioral,1
NCT01701570,Other,1
NCT01701583,Drug,1
NCT01701622,Drug,1
NCT01701674,Biological,1
NCT01701674,Drug,1
NCT01701674,Procedure,1
NCT01701817,Other,1
NCT01701973,Drug,1
NCT01701986,Biological,1
NCT01701986,Drug,1
NCT01701986,Other,1
NCT01701986,Procedure,1
NCT01701999,Biological,1
NCT01702012,Behavioral,1
NCT01702012,DietarySupplement,1
NCT01702025,Drug,1
NCT01702038,Drug,1
NCT01702064,Drug,1
NCT01702077,Procedure,1
NCT01702116,Procedure,1
NCT01702155,Drug,1
NCT01702168,Other,1
NCT01702181,Drug,1
NCT01702194,Drug,1
NCT01702220,Behavioral,1
NCT01702220,Other,1
NCT01702246,Drug,1
NCT01702259,Device,1
NCT01702272,Device,1
NCT01702285,Drug,1
NCT01702311,Drug,1
NCT01702376,Drug,1
NCT01702428,Biological,1
NCT01702441,Drug,1
NCT01702493,Drug,1
NCT01702519,Drug,1
NCT01702532,Drug,1
NCT01702623,Drug,1
NCT01702649,Drug,1
NCT01702701,Drug,1
NCT01702805,Procedure,1
NCT01702844,Drug,1
NCT01702857,Biological,1
NCT01702857,Other,1
NCT01702883,Other,1
NCT01702896,Drug,1
NCT01702909,Drug,1
NCT01702961,Drug,1
NCT01702987,DietarySupplement,1
NCT01702987,Drug,1
NCT01703039,Drug,1
NCT01703039,Other,1
NCT01703065,Drug,1
NCT01703117,Drug,1
NCT01703143,Procedure,1
NCT01703156,Procedure,1
NCT01703169,Drug,1
NCT01703195,Procedure,1
NCT01703260,Drug,1
NCT01703468,Drug,1
NCT01703481,Drug,1
NCT01703494,Biological,1
NCT01703507,Drug,1
NCT01703507,Radiation,1
NCT01703533,Drug,1
NCT01703546,Procedure,1
NCT01703559,Drug,1
NCT01703559,Other,1
NCT01703572,Drug,1
NCT01703598,Device,1
NCT01703598,Procedure,1
NCT01703663,Device,1
NCT01703702,Drug,1
NCT01703741,Drug,1
NCT01703754,Drug,1
NCT01703754,Genetic,1
NCT01703767,Behavioral,1
NCT01703793,Drug,1
NCT01703923,Drug,1
NCT01703949,Biological,1
NCT01703949,Drug,1
NCT01703949,Other,1
NCT01703988,Drug,1
NCT01704079,Drug,1
NCT01704079,Other,1
NCT01704157,Device,1
NCT01704196,Drug,1
NCT01704209,Drug,1
NCT01704209,Procedure,1
NCT01704235,Other,1
NCT01704365,Biological,1
NCT01704521,Drug,1
NCT01704560,Other,1
NCT01704573,Drug,1
NCT01704625,Procedure,1
NCT01704651,Drug,1
NCT01704768,Behavioral,1
NCT01704807,Device,1
NCT01704820,Procedure,1
NCT01704833,Behavioral,1
NCT01704859,DietarySupplement,1
NCT01704859,Drug,1
NCT01704885,Behavioral,1
NCT01704885,Other,1
NCT01704924,Device,1
NCT01704924,Procedure,1
NCT01704937,Drug,1
NCT01705067,Device,1
NCT01705093,DietarySupplement,1
NCT01705106,Drug,1
NCT01705106,Other,1
NCT01705119,Other,1
NCT01705145,Drug,1
NCT01705288,Drug,1
NCT01705288,Procedure,1
NCT01705301,Device,1
NCT01705340,Biological,1
NCT01705340,Drug,1
NCT01705340,Other,1
NCT01705366,Device,1
NCT01705366,Procedure,1
NCT01705431,Behavioral,1
NCT01705483,Drug,1
NCT01705496,Radiation,1
NCT01705509,Drug,1
NCT01705548,Radiation,1
NCT01705574,Drug,1
NCT01705587,Drug,1
NCT01705600,Behavioral,1
NCT01705652,Drug,1
NCT01705691,Drug,1
NCT01705821,Device,1
NCT01705821,Procedure,1
NCT01705860,Biological,1
NCT01705886,Device,1
NCT01705886,Procedure,1
NCT01705899,Drug,1
NCT01705938,Drug,1
NCT01705951,Biological,1
NCT01705951,Other,1
NCT01705964,Drug,1
NCT01705964,Other,1
NCT01705977,Biological,1
NCT01705977,Other,1
NCT01706081,Procedure,1
NCT01706146,Drug,1
NCT01706211,Drug,1
NCT01706315,Drug,1
NCT01706328,Drug,1
NCT01706367,Biological,1
NCT01706432,Other,1
NCT01706432,Radiation,1
NCT01706458,Biological,1
NCT01706510,Drug,1
NCT01706523,Drug,1
NCT01706536,Drug,1
NCT01706666,Drug,1
NCT01706666,Other,1
NCT01706666,Procedure,1
NCT01706679,Drug,1
NCT01706705,Device,1
NCT01706705,Other,1
NCT01706770,Device,1
NCT01706822,Device,1
NCT01706835,Drug,1
NCT01706913,Other,1
NCT01706939,Drug,1
NCT01706939,Radiation,1
NCT01706965,Drug,1
NCT01706991,Device,1
NCT01707004,Biological,1
NCT01707004,Drug,1
NCT01707004,Other,1
NCT01707004,Procedure,1
NCT01707004,Radiation,1
NCT01707030,Other,1
NCT01707043,Drug,1
NCT01707056,Other,1
NCT01707069,Biological,1
NCT01707095,Other,1
NCT01707173,Behavioral,1
NCT01707225,Drug,1
NCT01707251,Drug,1
NCT01707264,Drug,1
NCT01707290,Drug,1
NCT01707303,Other,1
NCT01707381,Drug,1
NCT01707394,Drug,1
NCT01707407,Drug,1
NCT01707420,Drug,1
NCT01707433,Other,1
NCT01707472,Biological,1
NCT01707524,Procedure,1
NCT01707667,Drug,1
NCT01707693,Behavioral,1
NCT01707823,Drug,1
NCT01707823,Other,1
NCT01707992,Drug,1
NCT01708044,Drug,1
NCT01708044,Other,1
NCT01708070,Behavioral,1
NCT01708122,Drug,1
NCT01708135,Behavioral,1
NCT01708161,Drug,1
NCT01708174,Drug,1
NCT01708187,Biological,1
NCT01708226,Behavioral,1
NCT01708252,Device,1
NCT01708278,Drug,1
NCT01708278,Other,1
NCT01708291,Behavioral,1
NCT01708304,Behavioral,1
NCT01708317,Behavioral,1
NCT01708330,Drug,1
NCT01708369,Drug,1
NCT01708382,Device,1
NCT01708408,Genetic,1
NCT01708434,Device,1
NCT01708447,Device,1
NCT01708447,Drug,1
NCT01708447,Other,1
NCT01708460,Device,1
NCT01708473,Device,1
NCT01708473,Drug,1
NCT01708499,Device,1
NCT01708512,Device,1
NCT01708525,Device,1
NCT01708525,Other,1
NCT01708538,Drug,1
NCT01708551,Device,1
NCT01708564,Biological,1
NCT01708590,Drug,1
NCT01708603,Drug,1
NCT01708629,Drug,1
NCT01708655,Other,1
NCT01708694,DietarySupplement,1
NCT01708707,Drug,1
NCT01708785,Behavioral,1
NCT01708889,Biological,1
NCT01708928,Device,1
NCT01708941,Biological,1
NCT01708941,Other,1
NCT01708954,Drug,1
NCT01708954,Other,1
NCT01709019,Biological,1
NCT01709032,Drug,1
NCT01709110,Drug,1
NCT01709123,Drug,1
NCT01709149,Drug,1
NCT01709149,Other,1
NCT01709162,Biological,1
NCT01709162,Drug,1
NCT01709201,Behavioral,1
NCT01709214,Drug,1
NCT01709227,Drug,1
NCT01709227,Procedure,1
NCT01709292,Drug,1
NCT01709292,Other,1
NCT01709344,Behavioral,1
NCT01709344,Other,1
NCT01709383,Device,1
NCT01709435,Drug,1
NCT01709435,Other,1
NCT01709474,Drug,1
NCT01709513,Drug,1
NCT01709552,Behavioral,1
NCT01709578,Drug,1
NCT01709591,Behavioral,1
NCT01709630,Drug,1
NCT01709695,Drug,1
NCT01709708,Drug,1
NCT01709721,Device,1
NCT01709721,Drug,1
NCT01709734,Drug,1
NCT01709747,Device,1
NCT01709747,Drug,1
NCT01709773,Procedure,1
NCT01709799,Behavioral,1
NCT01709825,DietarySupplement,1
NCT01709864,Drug,1
NCT01709981,Drug,1
NCT01710020,Drug,1
NCT01710033,Drug,1
NCT01710046,Drug,1
NCT01710059,Behavioral,1
NCT01710072,Drug,1
NCT01710124,Other,1
NCT01710137,Behavioral,1
NCT01710137,Drug,1
NCT01710150,Procedure,1
NCT01710202,Drug,1
NCT01710215,Other,1
NCT01710228,Drug,1
NCT01710254,Drug,1
NCT01710293,Behavioral,1
NCT01710306,Behavioral,1
NCT01710319,Other,1
NCT01710332,Drug,1
NCT01710345,Drug,1
NCT01710358,Drug,1
NCT01710371,Drug,1
NCT01710423,Behavioral,1
NCT01710449,Drug,1
NCT01710644,Drug,1
NCT01710709,Drug,1
NCT01710722,Drug,1
NCT01710761,DietarySupplement,1
NCT01710787,Drug,1
NCT01710813,Biological,1
NCT01710826,Biological,1
NCT01710839,Drug,1
NCT01710839,Procedure,1
NCT01710891,Procedure,1
NCT01710943,Behavioral,1
NCT01711021,Drug,1
NCT01711034,Drug,1
NCT01711073,Drug,1
NCT01711203,Other,1
NCT01711229,Drug,1
NCT01711294,Device,1
NCT01711346,Biological,1
NCT01711359,Drug,1
NCT01711372,Device,1
NCT01711385,Behavioral,1
NCT01711489,Drug,1
NCT01711515,Biological,1
NCT01711515,Drug,1
NCT01711515,Other,1
NCT01711515,Radiation,1
NCT01711528,Drug,1
NCT01711528,Other,1
NCT01711541,Drug,1
NCT01711541,Other,1
NCT01711541,Radiation,1
NCT01711554,Biological,1
NCT01711554,Drug,1
NCT01711554,Other,1
NCT01711593,Biological,1
NCT01711593,Procedure,1
NCT01711632,Drug,1
NCT01711645,Biological,1
NCT01711658,Drug,1
NCT01711658,Radiation,1
NCT01711671,Drug,1
NCT01711684,Drug,1
NCT01711697,Drug,1
NCT01711697,Radiation,1
NCT01711723,Drug,1
NCT01711762,Drug,1
NCT01711814,Drug,1
NCT01711827,Drug,1
NCT01711866,Drug,1
NCT01711879,Drug,1
NCT01711918,Drug,1
NCT01711944,Behavioral,1
NCT01711970,Drug,1
NCT01711983,Device,1
NCT01712009,Biological,1
NCT01712009,Drug,1
NCT01712048,Procedure,1
NCT01712061,Drug,1
NCT01712074,Drug,1
NCT01712074,Other,1
NCT01712087,Device,1
NCT01712100,Drug,1
NCT01712113,Drug,1
NCT01712126,Drug,1
NCT01712139,Drug,1
NCT01712178,Biological,1
NCT01712217,Drug,1
NCT01712230,Behavioral,1
NCT01712230,Drug,1
NCT01712243,Other,1
NCT01712256,Biological,1
NCT01712269,Procedure,1
NCT01712282,Behavioral,1
NCT01712295,Drug,1
NCT01712308,Biological,1
NCT01712308,Other,1
NCT01712321,Drug,1
NCT01712334,Drug,1
NCT01712360,Drug,1
NCT01712438,Biological,1
NCT01712451,Drug,1
NCT01712477,Drug,1
NCT01712490,Drug,1
NCT01712516,Drug,1
NCT01712555,Procedure,1
NCT01712620,Drug,1
NCT01712659,Drug,1
NCT01712685,Drug,1
NCT01712685,Procedure,1
NCT01712776,Device,1
NCT01712815,Other,1
NCT01712815,Procedure,1
NCT01712815,Radiation,1
NCT01712828,Drug,1
NCT01712854,Drug,1
NCT01712880,Procedure,1
NCT01712984,Biological,1
NCT01713114,Other,1
NCT01713283,Drug,1
NCT01713400,Drug,1
NCT01713439,Biological,1
NCT01713452,Procedure,1
NCT01713530,Drug,1
NCT01713569,Device,1
NCT01713634,Other,1
NCT01713660,Device,1
NCT01713673,Drug,1
NCT01713686,Device,1
NCT01713712,Behavioral,1
NCT01713738,Drug,1
NCT01713764,Behavioral,1
NCT01713777,Drug,1
NCT01713803,Drug,1
NCT01713829,Other,1
NCT01713894,Other,1
NCT01713907,Device,1
NCT01713933,Device,1
NCT01713946,Drug,1
NCT01713959,Device,1
NCT01713972,Drug,1
NCT01713972,Other,1
NCT01713985,Device,1
NCT01713998,Device,1
NCT01714024,Device,1
NCT01714050,Behavioral,1
NCT01714050,Device,1
NCT01714063,Device,1
NCT01714089,Drug,1
NCT01714102,DietarySupplement,1
NCT01714128,Drug,1
NCT01714232,Device,1
NCT01714271,Behavioral,1
NCT01714310,Drug,1
NCT01714323,Behavioral,1
NCT01714336,Drug,1
NCT01714349,Procedure,1
NCT01714375,Device,1
NCT01714479,Other,1
NCT01714492,Device,1
NCT01714505,Device,1
NCT01714531,Behavioral,1
NCT01714544,Drug,1
NCT01714596,Other,1
NCT01714609,Drug,1
NCT01714635,Device,1
NCT01714661,Drug,1
NCT01714687,Device,1
NCT01714687,Other,1
NCT01714713,Drug,1
NCT01714726,Drug,1
NCT01714739,Drug,1
NCT01714804,Device,1
NCT01714817,Biological,1
NCT01714817,Drug,1
NCT01714869,Other,1
NCT01714882,Behavioral,1
NCT01714947,Drug,1
NCT01714973,Biological,1
NCT01715012,Biological,1
NCT01715012,Drug,1
NCT01715051,Behavioral,1
NCT01715051,Drug,1
NCT01715168,Drug,1
NCT01715220,Drug,1
NCT01715233,Drug,1
NCT01715259,Drug,1
NCT01715298,Drug,1
NCT01715389,Other,1
NCT01715480,DietarySupplement,1
NCT01715519,Drug,1
NCT01715571,Device,1
NCT01715649,Behavioral,1
NCT01715740,Drug,1
NCT01715753,Behavioral,1
NCT01715753,DietarySupplement,1
NCT01715805,Drug,1
NCT01715818,Drug,1
NCT01715844,DietarySupplement,1
NCT01715883,Drug,1
NCT01715909,Drug,1
NCT01715987,Drug,1
NCT01716000,Behavioral,1
NCT01716000,Other,1
NCT01716013,Device,1
NCT01716013,Procedure,1
NCT01716052,Drug,1
NCT01716117,Device,1
NCT01716169,Device,1
NCT01716195,Other,1
NCT01716208,Drug,1
NCT01716247,Other,1
NCT01716312,Drug,1
NCT01716338,Drug,1
NCT01716377,Drug,1
NCT01716416,Drug,1
NCT01716429,Behavioral,1
NCT01716455,Drug,1
NCT01716468,Other,1
NCT01716507,Procedure,1
NCT01716533,Other,1
NCT01716533,Procedure,1
NCT01716637,Biological,1
NCT01716637,DietarySupplement,1
NCT01716663,Device,1
NCT01716715,Drug,1
NCT01716715,Other,1
NCT01716728,Other,1
NCT01716741,Other,1
NCT01716754,Drug,1
NCT01716806,Drug,1
NCT01716897,Drug,1
NCT01716975,Drug,1
NCT01717014,Device,1
NCT01717027,Drug,1
NCT01717040,Drug,1
NCT01717053,Drug,1
NCT01717053,Radiation,1
NCT01717170,Drug,1
NCT01717209,Drug,1
NCT01717248,Drug,1
NCT01717287,Drug,1
NCT01717339,Other,1
NCT01717352,Behavioral,1
NCT01717391,Drug,1
NCT01717456,Behavioral,1
NCT01717456,DietarySupplement,1
NCT01717456,Drug,1
NCT01717456,Other,1
NCT01717482,Drug,1
NCT01717482,Other,1
NCT01717508,Behavioral,1
NCT01717547,Behavioral,1
NCT01717560,Other,1
NCT01717586,Drug,1
NCT01717768,Drug,1
NCT01717820,DietarySupplement,1
NCT01717846,Drug,1
NCT01717846,Other,1
NCT01717859,Drug,1
NCT01717872,Device,1
NCT01717898,Drug,1
NCT01717937,Procedure,1
NCT01717950,Biological,1
NCT01717976,Behavioral,1
NCT01718041,Drug,1
NCT01718093,Drug,1
NCT01718158,Biological,1
NCT01718158,Drug,1
NCT01718353,Drug,1
NCT01718444,Drug,1
NCT01718483,Drug,1
NCT01718509,Drug,1
NCT01718600,Behavioral,1
NCT01718704,Device,1
NCT01718730,Device,1
NCT01718743,Drug,1
NCT01718743,Other,1
NCT01718860,Procedure,1
NCT01718899,Biological,1
NCT01718938,Drug,1
NCT01719003,Drug,1
NCT01719016,Procedure,1
NCT01719029,Other,1
NCT01719055,Device,1
NCT01719146,Other,1
NCT01719185,Drug,1
NCT01719224,Procedure,1
NCT01719237,Drug,1
NCT01719250,Drug,1
NCT01719250,Other,1
NCT01719302,Drug,1
NCT01719315,Other,1
NCT01719328,Behavioral,1
NCT01719367,Drug,1
NCT01719380,Drug,1
NCT01719406,Behavioral,1
NCT01719419,Drug,1
NCT01719458,Drug,1
NCT01719497,Drug,1
NCT01719523,Drug,1
NCT01719562,Device,1
NCT01719562,Other,1
NCT01719562,Procedure,1
NCT01719614,Drug,1
NCT01719653,Drug,1
NCT01719653,Other,1
NCT01719679,Behavioral,1
NCT01719731,Behavioral,1
NCT01719861,Drug,1
NCT01720004,Other,1
NCT01720017,Other,1
NCT01720043,Drug,1
NCT01720069,Drug,1
NCT01720147,Drug,1
NCT01720160,Device,1
NCT01720160,Other,1
NCT01720173,Biological,1
NCT01720173,Other,1
NCT01720225,Drug,1
NCT01720264,Drug,1
NCT01720277,Biological,1
NCT01720316,Drug,1
NCT01720446,Drug,1
NCT01720472,Genetic,1
NCT01720511,DietarySupplement,1
NCT01720524,Drug,1
NCT01720537,Biological,1
NCT01720576,Drug,1
NCT01720589,DietarySupplement,1
NCT01720602,Drug,1
NCT01720602,Other,1
NCT01720602,Procedure,1
NCT01720602,Radiation,1
NCT01720667,Drug,1
NCT01720797,Device,1
NCT01720797,Drug,1
NCT01720797,Other,1
NCT01720836,Biological,1
NCT01721044,Drug,1
NCT01721057,Drug,1
NCT01721070,Drug,1
NCT01721083,Procedure,1
NCT01721109,Drug,1
NCT01721200,Other,1
NCT01721226,Device,1
NCT01721226,Other,1
NCT01721304,Other,1
NCT01721317,Drug,1
NCT01721330,Drug,1
NCT01721343,Behavioral,1
NCT01721343,Other,1
NCT01721343,Procedure,1
NCT01721382,Drug,1
NCT01721395,DietarySupplement,1
NCT01721447,Drug,1
NCT01721460,Drug,1
NCT01721473,Other,1
NCT01721486,Drug,1
NCT01721499,Behavioral,1
NCT01721525,Drug,1
NCT01721577,Drug,1
NCT01721603,Drug,1
NCT01721603,Procedure,1
NCT01721616,Drug,1
NCT01721655,Drug,1
NCT01721733,Drug,1
NCT01721746,Biological,1
NCT01721746,Drug,1
NCT01721759,Drug,1
NCT01721798,Device,1
NCT01721876,Drug,1
NCT01721889,Radiation,1
NCT01721902,Device,1
NCT01721902,Other,1
NCT01721941,Drug,1
NCT01721954,Device,1
NCT01721954,Drug,1
NCT01721967,Drug,1
NCT01721993,Drug,1
NCT01722006,Behavioral,1
NCT01722032,Other,1
NCT01722045,Drug,1
NCT01722058,Drug,1
NCT01722071,Drug,1
NCT01722123,Other,1
NCT01722136,Behavioral,1
NCT01722162,Drug,1
NCT01722227,Drug,1
NCT01722240,Drug,1
NCT01722266,Drug,1
NCT01722279,Procedure,1
NCT01722292,Drug,1
NCT01722305,Drug,1
NCT01722305,Other,1
NCT01722318,Drug,1
NCT01722357,Behavioral,1
NCT01722448,DietarySupplement,1
NCT01722461,Device,1
NCT01722474,Device,1
NCT01722487,Drug,1
NCT01722526,Drug,1
NCT01722552,Behavioral,1
NCT01722604,Drug,1
NCT01722643,Behavioral,1
NCT01722656,Drug,1
NCT01722669,Drug,1
NCT01722773,Device,1
NCT01722838,Behavioral,1
NCT01722864,Drug,1
NCT01722877,Device,1
NCT01722916,Drug,1
NCT01722929,Device,1
NCT01722994,Device,1
NCT01723020,Drug,1
NCT01723059,Drug,1
NCT01723124,Procedure,1
NCT01723163,Behavioral,1
NCT01723176,Procedure,1
NCT01723202,Drug,1
NCT01723202,Other,1
NCT01723228,Drug,1
NCT01723306,Genetic,1
NCT01723384,Drug,1
NCT01723397,Biological,1
NCT01723397,Drug,1
NCT01723397,Other,1
NCT01723410,Behavioral,1
NCT01723410,Other,1
NCT01723436,Other,1
NCT01723488,Radiation,1
NCT01723527,Behavioral,1
NCT01723527,Drug,1
NCT01723553,Drug,1
NCT01723696,DietarySupplement,1
NCT01723722,Drug,1
NCT01723774,Drug,1
NCT01723774,Procedure,1
NCT01723800,Drug,1
NCT01723800,Other,1
NCT01723800,Procedure,1
NCT01723826,Drug,1
NCT01723839,Drug,1
NCT01723917,DietarySupplement,1
NCT01723943,Other,1
NCT01724047,Behavioral,1
NCT01724112,Drug,1
NCT01724125,Other,1
NCT01724190,Drug,1
NCT01724216,Device,1
NCT01724229,Drug,1
NCT01724307,Procedure,1
NCT01724346,Drug,1
NCT01724463,Other,1
NCT01724489,Drug,1
NCT01724502,Behavioral,1
NCT01724515,Other,1
NCT01724554,Drug,1
NCT01724606,Drug,1
NCT01724606,Radiation,1
NCT01724619,Drug,1
NCT01724632,Behavioral,1
NCT01724736,Drug,1
NCT01724814,Drug,1
NCT01724866,Drug,1
NCT01724905,DietarySupplement,1
NCT01724957,Procedure,1
NCT01725022,Other,1
NCT01725048,Drug,1
NCT01725087,Drug,1
NCT01725100,Drug,1
NCT01725113,Drug,1
NCT01725126,Drug,1
NCT01725152,Drug,1
NCT01725165,Other,1
NCT01725165,Procedure,1
NCT01725165,Radiation,1
NCT01725191,Drug,1
NCT01725191,Other,1
NCT01725230,Drug,1
NCT01725256,Drug,1
NCT01725269,Drug,1
NCT01725399,Other,1
NCT01725425,Other,1
NCT01725451,Drug,1
NCT01725451,Other,1
NCT01725503,DietarySupplement,1
NCT01725594,Drug,1
NCT01725633,Behavioral,1
NCT01725633,Other,1
NCT01725659,Other,1
NCT01725685,Drug,1
NCT01725750,Device,1
NCT01725815,Behavioral,1
NCT01725854,Behavioral,1
NCT01725919,Behavioral,1
NCT01725945,Behavioral,1
NCT01725958,DietarySupplement,1
NCT01726036,Device,1
NCT01726062,Behavioral,1
NCT01726088,Drug,1
NCT01726114,Device,1
NCT01726127,DietarySupplement,1
NCT01726127,Other,1
NCT01726257,Device,1
NCT01726270,Drug,1
NCT01726283,Device,1
NCT01726283,Drug,1
NCT01726296,Other,1
NCT01726517,Drug,1
NCT01726582,Drug,1
NCT01726582,Other,1
NCT01726582,Radiation,1
NCT01726660,Device,1
NCT01726673,Device,1
NCT01726712,Other,1
NCT01726738,Drug,1
NCT01726803,Other,1
NCT01726842,Device,1
NCT01726946,Drug,1
NCT01726985,Other,1
NCT01727076,Biological,1
NCT01727076,Other,1
NCT01727089,Biological,1
NCT01727089,Other,1
NCT01727141,Drug,1
NCT01727154,Biological,1
NCT01727167,Drug,1
NCT01727167,Other,1
NCT01727258,Device,1
NCT01727258,Drug,1
NCT01727284,Procedure,1
NCT01727297,Device,1
NCT01727336,Drug,1
NCT01727414,Drug,1
NCT01727427,Drug,1
NCT01727505,Device,1
NCT01727531,Drug,1
NCT01727557,Procedure,1
NCT01727622,Drug,1
NCT01727622,Other,1
NCT01727622,Procedure,1
NCT01727700,Drug,1
NCT01727713,Drug,1
NCT01727726,Drug,1
NCT01727856,Device,1
NCT01727869,Drug,1
NCT01727895,DietarySupplement,1
NCT01728038,Behavioral,1
NCT01728064,Drug,1
NCT01728077,Drug,1
NCT01728103,Device,1
NCT01728116,Device,1
NCT01728116,Procedure,1
NCT01728129,Device,1
NCT01728129,Other,1
NCT01728142,Device,1
NCT01728142,Other,1
NCT01728194,Drug,1
NCT01728194,Other,1
NCT01728207,Drug,1
NCT01728220,Drug,1
NCT01728220,Other,1
NCT01728259,Drug,1
NCT01728259,Other,1
NCT01728324,Drug,1
NCT01728350,Behavioral,1
NCT01728363,Drug,1
NCT01728402,Procedure,1
NCT01728454,Drug,1
NCT01728506,Behavioral,1
NCT01728571,DietarySupplement,1
NCT01728636,Drug,1
NCT01728649,Other,1
NCT01728753,Drug,1
NCT01728779,Drug,1
NCT01728779,Radiation,1
NCT01728792,Biological,1
NCT01728805,Biological,1
NCT01728805,Drug,1
NCT01728844,Device,1
NCT01728857,Device,1
NCT01728883,Device,1
NCT01728909,Drug,1
NCT01728974,Other,1
NCT01729000,Other,1
NCT01729026,Other,1
NCT01729039,Behavioral,1
NCT01729065,Other,1
NCT01729078,DietarySupplement,1
NCT01729091,Biological,1
NCT01729091,Drug,1
NCT01729091,Other,1
NCT01729091,Procedure,1
NCT01729104,Drug,1
NCT01729117,Other,1
NCT01729130,Procedure,1
NCT01729143,Other,1
NCT01729247,Device,1
NCT01729260,Drug,1
NCT01729273,Other,1
NCT01729286,Device,1
NCT01729286,Other,1
NCT01729299,Drug,1
NCT01729338,Drug,1
NCT01729390,Other,1
NCT01729416,Other,1
NCT01729429,Behavioral,1
NCT01729455,Biological,1
NCT01729455,Other,1
NCT01729494,Drug,1
NCT01729559,Drug,1
NCT01729585,Procedure,1
NCT01729598,Drug,1
NCT01729689,Other,1
NCT01729689,Procedure,1
NCT01729715,Behavioral,1
NCT01729728,Drug,1
NCT01729806,Biological,1
NCT01729806,Other,1
NCT01729819,Drug,1
NCT01729845,Drug,1
NCT01729845,Other,1
NCT01729858,Device,1
NCT01729871,Drug,1
NCT01729884,Biological,1
NCT01729910,Behavioral,1
NCT01729923,Drug,1
NCT01729923,Other,1
NCT01729923,Procedure,1
NCT01729923,Radiation,1
NCT01729949,DietarySupplement,1
NCT01730027,Drug,1
NCT01730040,Drug,1
NCT01730053,Drug,1
NCT01730118,Biological,1
NCT01730157,Biological,1
NCT01730157,Other,1
NCT01730157,Radiation,1
NCT01730196,Behavioral,1
NCT01730235,Other,1
NCT01730261,Behavioral,1
NCT01730339,Drug,1
NCT01730417,Drug,1
NCT01730469,Drug,1
NCT01730534,Drug,1
NCT01730586,Drug,1
NCT01730716,Device,1
NCT01730729,Drug,1
NCT01730768,Drug,1
NCT01730781,Radiation,1
NCT01730833,Biological,1
NCT01730833,Drug,1
NCT01730833,Other,1
NCT01730846,Drug,1
NCT01730872,Drug,1
NCT01730898,Other,1
NCT01730911,Other,1
NCT01730937,Drug,1
NCT01730937,Radiation,1
NCT01730950,Biological,1
NCT01730950,Radiation,1
NCT01730976,DietarySupplement,1
NCT01731002,Drug,1
NCT01731015,Drug,1
NCT01731041,Drug,1
NCT01731093,Drug,1
NCT01731119,Drug,1
NCT01731171,DietarySupplement,1
NCT01731236,DietarySupplement,1
NCT01731236,Drug,1
NCT01731301,Drug,1
NCT01731470,Biological,1
NCT01731496,Other,1
NCT01731522,Behavioral,1
NCT01731600,Drug,1
NCT01731652,Drug,1
NCT01731691,Biological,1
NCT01731691,Drug,1
NCT01731704,Radiation,1
NCT01731730,Drug,1
NCT01731782,Drug,1
NCT01731860,Device,1
NCT01731886,Drug,1
NCT01731886,Procedure,1
NCT01731912,Drug,1
NCT01731912,Other,1
NCT01731912,Radiation,1
NCT01731938,Biological,1
NCT01731938,Device,1
NCT01731951,Drug,1
NCT01731990,Drug,1
NCT01732055,Behavioral,1
NCT01732055,Other,1
NCT01732107,Drug,1
NCT01732120,Procedure,1
NCT01732198,Biological,1
NCT01732211,Biological,1
NCT01732211,Other,1
NCT01732263,Drug,1
NCT01732315,Behavioral,1
NCT01732341,Device,1
NCT01732445,Drug,1
NCT01732445,Other,1
NCT01732497,Device,1
NCT01732536,Drug,1
NCT01732536,Procedure,1
NCT01732601,Behavioral,1
NCT01732614,Procedure,1
NCT01732627,Biological,1
NCT01732640,Drug,1
NCT01732640,Radiation,1
NCT01732679,Other,1
NCT01732718,Drug,1
NCT01732757,Drug,1
NCT01732770,Biological,1
NCT01732770,Drug,1
NCT01732796,Drug,1
NCT01732822,Drug,1
